StoreCode,Date,TotalSales,TotalAmount
lTPEo,2081-11-10,2439,221949
sTXYe,2121-01-26,6423,552378
gsXOr,2109-10-26,2122,76392
YRwUE,2120-05-07,3278,111452
RHAuO,2088-04-13,9423,424035
INYMj,2113-02-23,3628,47164
qNgVE,2085-08-11,2026,125612
bPUCM,2117-09-04,2368,139712
NyHOc,2035-07-10,5264,236880
pwnlB,2027-01-03,8805,149685
jcBdh,2106-06-03,4697,56364
byOjC,2086-11-23,2680,201000
AaqJK,2041-12-06,4190,125700
tzcPa,2040-05-30,2573,38595
Hkqpu,2116-08-28,9980,538920
Iizvd,2091-07-06,2260,40680
RDqil,2120-04-09,3846,307680
uHVWC,2067-03-01,5175,331200
RJhmE,2094-10-22,9470,47350
XvqqP,2022-06-15,4310,258600
xWhJf,2044-09-10,5045,272430
yGLBj,2076-01-09,8965,259985
dNYXo,2091-04-28,2176,30464
synBh,2083-11-20,7924,776552
hgXTv,2058-02-02,3885,147630
QscgK,2094-12-25,9349,158933
uDZNS,2040-05-17,8357,710345
gYdPd,2069-06-25,8076,557244
swMcN,2071-07-29,4335,325125
huOCi,2033-07-11,7140,621180
XKpkB,2032-02-18,7098,645918
IQIoQ,2082-10-03,2074,141032
Pqibt,2120-08-15,3574,185848
QLYru,2115-09-29,7874,236220
prNjp,2093-12-19,7959,238770
ywDgw,2034-08-27,2689,196297
EOuGi,2105-11-02,4041,48492
qGCvQ,2060-01-31,9413,809518
IwMFG,2023-03-20,6581,164525
RNCWl,2116-07-12,5468,289804
iufYB,2070-07-25,4851,24255
anlBU,2063-08-02,7068,551304
SPPBt,2063-04-01,9507,237675
uDaMI,2046-11-27,4474,438452
abUtW,2087-07-29,9447,283410
bceYY,2103-09-25,6537,366072
yIpfP,2119-02-27,7795,584625
iapZh,2091-10-16,4349,421853
xqxiX,2121-03-10,7321,673532
GpVwe,2070-01-23,9975,987525
TfCjo,2062-06-27,5234,486762
uSIuL,2093-10-03,9983,549065
DKhMG,2091-12-02,3502,98056
UMzIr,2088-11-01,8341,316958
JEcPe,2046-11-17,4274,367564
dHOWb,2066-02-07,6776,176176
MTtET,2043-05-29,4168,45848
cDvSm,2082-03-03,8039,570769
YqlzQ,2026-04-17,3050,210450
TIIHZ,2076-12-20,4993,484321
tQEig,2047-11-18,6484,363104
zEpHg,2106-10-16,9113,291616
EJFNk,2105-05-20,3197,153456
AvbxV,2100-07-24,5982,293118
HpTWl,2094-01-26,6082,109476
QCjmN,2044-03-09,2221,206553
tzeZO,2113-01-04,5354,321240
Kwcjp,2057-05-10,4036,149332
pcROx,2089-08-24,5068,96292
gAMtd,2021-09-24,7716,555552
VjKsx,2029-07-28,9660,888720
svunt,2106-11-13,8182,163640
YuwRT,2120-01-20,2843,45488
hPeiL,2101-10-15,6932,201028
uadTG,2047-03-08,7463,156723
CcTQy,2023-11-07,7434,609588
MfVCP,2115-04-20,3082,224986
gfSXb,2073-09-15,5445,304920
GPemI,2115-03-02,7165,680675
LohWj,2080-08-05,5370,477930
AlHDZ,2097-08-14,2490,164340
rykeP,2088-03-10,4223,97129
hAfge,2054-03-27,4836,420732
HMraQ,2027-08-28,9307,698025
eRGZG,2069-11-15,7272,443592
BzeNi,2102-04-17,2215,73095
dnagi,2064-10-11,6220,547360
JIrDE,2071-06-07,3845,92280
hYddv,2055-11-10,4257,225621
NvIxY,2110-05-03,9099,90990
geUiu,2040-04-07,2766,254472
vFTOt,2023-07-07,2411,48220
rLEAw,2026-02-10,6389,485564
jTOEa,2053-08-09,4528,452800
UufKk,2035-05-12,6216,621600
NaMdF,2107-07-11,5987,443038
vGgMR,2033-06-08,4547,322837
pqzjt,2119-03-12,9230,923000
qoWVi,2064-11-21,6986,698600
EzcZR,2078-08-29,9105,427935
XdLFb,2024-01-29,9816,706752
WqIEX,2028-04-30,6907,372978
KsXVw,2022-08-01,2019,32304
pQOhV,2046-11-27,3330,296370
sQwdy,2116-08-08,3609,212931
jaMrl,2022-04-12,5055,449895
GRjmN,2047-12-16,3424,184896
emfQE,2106-06-18,3404,234876
wRGlS,2049-03-07,2336,53728
YxXHJ,2079-10-06,9715,709195
JHBjS,2100-02-09,3919,368386
vyoFP,2052-03-15,6468,633864
cIism,2053-03-28,9577,95770
OSbey,2082-12-02,4284,269892
RLQox,2089-08-19,3356,288616
DLXXM,2034-07-25,8502,816192
oFMyv,2120-11-30,7868,487816
FMBqm,2095-11-15,4158,116424
RNPtE,2069-02-04,2124,131688
zpakt,2032-07-11,6488,272496
NLIXr,2080-06-17,7931,222068
LWokn,2117-04-16,9087,681525
mEnMN,2117-10-22,3572,353628
jikCb,2105-08-29,6401,403263
hMhBO,2067-06-26,8740,847780
iPoPi,2095-01-26,6093,158418
dqwSi,2094-01-02,5647,400937
fQpRI,2069-07-25,6711,583857
PqbsG,2099-03-18,2202,195978
DTWMq,2034-01-09,4788,325584
gwbWS,2025-08-16,7108,191916
yaSLi,2120-12-15,3122,287224
NSXnP,2025-07-13,7532,482048
btuqq,2078-01-20,8174,49044
rGKjc,2067-05-18,9277,102047
AMajW,2104-09-11,6047,72564
zmeiH,2055-10-15,5111,158441
UodQV,2089-09-20,2868,63096
kFoXg,2021-02-07,3534,74214
aVuXr,2034-05-15,3478,41736
uCgMd,2099-04-22,7342,183550
hRuRL,2075-11-22,3764,357580
tBSGm,2077-09-19,8848,822864
QJNYu,2096-06-30,2339,102916
NUyOZ,2115-02-27,3722,63274
qSebG,2120-07-07,3208,86616
HXgiL,2021-06-07,4552,254912
dziKG,2050-08-22,2520,173880
xjIiO,2086-04-26,6626,79512
rpbLk,2034-08-01,3472,204848
DZcGC,2073-12-02,2643,251085
CRFfQ,2088-10-07,2810,278190
OiMKI,2065-05-10,7165,472890
BTAjc,2030-09-06,6020,114380
XXAjT,2066-04-20,8805,405030
IsNDn,2107-02-26,3800,64600
QaUMN,2088-01-18,3446,275680
wurcK,2029-06-10,4048,170016
kpmEp,2030-07-01,6268,256988
iyUdi,2061-04-18,7204,511484
TUqOz,2045-06-11,6898,400084
TQhEH,2069-02-26,9280,213440
vNjvh,2025-08-12,8708,478940
nCpCR,2041-01-01,3048,298704
OisEW,2080-03-29,2244,71808
rzWpv,2109-07-22,8335,150030
raUeR,2021-04-03,6314,378840
Nmidn,2082-03-22,2643,216726
TFkna,2091-08-26,6737,660226
fwNoW,2108-05-19,7319,417183
Pfnjx,2039-05-01,6022,301100
gnIxY,2028-04-26,8249,734161
eQsqH,2086-06-05,3153,56754
ekYdJ,2096-11-28,9763,136682
UqncH,2119-06-13,6196,86744
bHvQY,2082-06-01,8561,299635
ooFMl,2053-07-28,8178,695130
BHMMR,2117-06-21,4260,293940
iNHre,2078-07-27,3051,88479
vneIJ,2061-02-12,3587,107610
LtozY,2105-09-21,9631,250406
rDduE,2066-11-30,5017,416411
yfBSp,2114-05-31,5196,25980
hlorh,2021-08-24,4022,394156
hFHEe,2111-12-15,8516,664248
ueVpT,2022-08-17,3355,50325
kARRM,2121-04-24,2389,45391
HeRgG,2065-04-01,5426,477488
KtVeF,2117-07-04,7690,761310
TYMCc,2121-12-07,4830,241500
rPlyx,2055-02-01,3024,57456
RwoJX,2032-04-02,8209,525376
RnfWE,2044-04-04,4830,357420
dLNJC,2045-10-15,6262,407030
wRVSD,2059-06-19,4960,362080
naVXO,2085-10-08,8906,783728
Vhrir,2090-06-18,6367,477525
xnqgV,2043-12-01,2832,25488
UAlSz,2036-07-04,9048,72384
soSos,2085-05-05,8820,326340
pBadJ,2066-04-08,3028,105980
DiAjh,2099-09-08,2135,27755
MGHhA,2085-11-19,2413,106172
rWKmx,2109-06-11,8633,345320
JuHHk,2049-11-03,9182,45910
gosJF,2068-03-01,7015,477020
wEXNf,2096-11-27,9957,547635
erENa,2101-03-29,7617,708381
KIYze,2069-11-23,4190,226260
ZITXO,2108-03-24,5648,429248
ukwKz,2066-04-28,8343,375435
fROpz,2121-07-04,9889,128557
SOpJC,2121-08-26,8917,419099
dEUJN,2083-11-16,3616,47008
SIymk,2053-02-12,2786,186662
dGlTK,2111-04-30,2096,176064
rKzml,2118-08-31,7847,557137
lbbAI,2120-04-05,3861,27027
DJjpR,2120-07-18,8229,485511
hejzM,2067-07-13,7499,652413
oZZEy,2094-05-18,5750,270250
HytDf,2038-09-03,3139,175784
ImKgR,2067-02-04,6678,320544
bzqhj,2112-01-23,9827,226021
JtNFm,2067-01-07,8731,785790
gIBGn,2058-02-19,6373,458856
BYHfs,2021-04-10,4046,327726
