StoreCode,Date,TotalSales,TotalAmount
ylIMC,2068-03-08,6764,358492
VMeqN,2022-07-25,6113,385119
AwOZr,2089-09-08,5588,234696
SiIRG,2041-09-17,3943,287839
KMQJh,2045-04-23,5831,454818
ZkYJi,2094-05-21,7889,142002
QivYi,2085-02-23,5513,143338
jdRdI,2077-12-22,9302,213946
dlRPu,2051-01-11,2516,108188
AEzua,2024-11-15,5159,325017
udeoO,2043-05-24,3528,268128
tIbkH,2085-02-13,9781,234744
jnckU,2048-09-06,5990,287520
UqKHU,2045-01-23,6051,248091
fvvzF,2079-02-08,7273,130914
ubBvJ,2063-01-25,6647,112999
jcBKP,2081-07-23,4525,425350
MZufH,2025-10-03,4950,99000
leBWA,2102-10-17,4491,125748
FZkIh,2101-02-11,8336,175056
QcxGX,2094-01-05,2330,181740
OYDFS,2037-12-14,2666,26660
CWpDO,2095-02-11,8168,571760
yMpVe,2063-09-06,4436,159696
NHPBK,2112-02-14,8438,489404
BTfXS,2024-07-06,6455,632590
GYwgd,2096-04-11,9158,183160
SJHSM,2039-05-18,8930,312550
eaOwZ,2118-12-03,6102,414936
GegCn,2049-03-14,5862,433788
CVdHm,2103-12-25,6971,564651
piDSU,2095-12-23,6400,128000
uHFdq,2039-02-13,2568,15408
VBvsZ,2097-11-14,7957,429678
OaonV,2089-03-16,7066,148386
WxCuC,2029-01-16,4478,277636
lrdmQ,2027-11-22,2712,227808
XDBOn,2105-03-10,6402,486552
zKiCg,2056-04-30,8589,515340
GhWjC,2064-06-27,8695,139120
rLgcW,2055-11-12,5802,411942
Kmhev,2080-01-04,5462,49158
JMnTL,2044-06-14,4100,180400
tygbv,2121-02-25,3948,331632
KSaTN,2084-07-06,8088,509544
kYhLY,2112-11-26,2286,146304
IQpeV,2119-05-07,9438,283140
SSGhM,2104-02-26,8422,699026
qMQqC,2080-11-17,5418,238392
iaKlv,2105-03-26,7149,450387
uTDfX,2088-01-19,8337,750330
EywWq,2047-11-05,7364,390292
YsTui,2040-10-06,8204,352772
KNCJS,2099-11-15,7332,733200
WuKsx,2083-10-03,4420,123760
ANVEy,2042-04-29,9921,257946
UWaYX,2031-02-12,2582,258200
ssYLB,2056-12-20,4329,186147
setOB,2109-07-06,8413,420650
hsrSA,2040-04-07,3842,376516
kqluk,2070-03-11,3150,226800
JYZuR,2043-01-19,4937,266598
STRTS,2086-07-24,2034,150516
qTePA,2054-06-21,2597,15582
mSMBw,2093-06-15,7085,531375
dDwYL,2041-11-18,3818,274896
Xgsru,2075-12-16,9147,594555
ZetEh,2085-05-19,7152,57216
vlvxB,2106-05-12,3772,150880
PGFlN,2059-01-14,6164,332856
hwJkd,2086-03-25,6293,585249
jtVyk,2119-07-01,3436,130568
rbgKb,2087-11-08,6770,318190
DUdIG,2059-09-30,8507,493406
GYZVK,2090-10-13,6008,270360
QliAf,2066-10-10,6698,281316
NlLfn,2066-12-05,9297,223128
tmKjH,2038-03-16,5454,70902
kqimz,2050-08-04,5817,529347
slAfl,2084-02-17,6268,325936
Vahai,2059-08-08,6407,32035
tXPLn,2066-12-21,7351,286689
ePGqv,2033-03-13,4246,161348
zCCRP,2027-02-23,2788,200736
hMOUE,2120-04-20,7183,330418
ntrCa,2021-10-01,8649,648675
GmWQr,2050-04-26,2843,253027
egwMA,2033-08-29,7668,490752
HaEgD,2032-04-02,6230,429870
xdCJc,2040-03-24,2238,221562
okJyN,2102-02-25,3393,312156
ThPsv,2044-01-29,3804,26628
VWPwm,2042-05-30,3970,381120
UdIGN,2115-02-13,5720,234520
rHBoM,2099-11-22,2843,108034
AjNQi,2068-08-02,7398,510462
nHGfU,2067-02-03,9728,797696
vwXuA,2046-05-08,6811,429093
ZJRDH,2105-03-26,3650,277400
KNnBR,2075-02-13,8680,251720
JubAv,2069-03-29,4131,169371
MJXcE,2021-01-04,2190,67890
lzuFZ,2029-10-14,5889,206115
NbkzT,2048-03-30,9270,704520
dbLLF,2081-03-31,8728,235656
CGXWX,2024-10-27,5312,467456
Lnbox,2047-09-20,6375,31875
OOCWw,2096-05-12,5544,332640
oJjpd,2037-07-20,6947,34735
gEHsH,2052-08-11,7887,362802
wzYak,2093-11-21,8145,635310
zgXpN,2121-02-17,6091,286277
oyfDZ,2046-02-13,3465,65835
OKaQl,2049-05-15,6050,54450
rNDTc,2061-10-25,9042,262218
vZRdZ,2045-04-04,3574,167978
PEvtn,2103-11-02,6128,196096
sYwQV,2090-08-22,6072,66792
KBwCt,2091-08-30,4440,128760
mPuGW,2075-03-12,7448,707560
yTBDy,2097-05-07,6285,571935
CueVE,2075-03-20,7615,213220
qkxue,2103-12-16,6991,587244
LYhDl,2091-06-26,8485,373340
gndlW,2023-07-01,8395,193085
Lmlko,2107-05-15,6853,219296
JWBfD,2048-03-19,7148,564692
bIJKs,2034-01-10,6639,411618
wqsBh,2064-03-16,2117,165126
UcLrz,2102-12-27,5470,147690
QOSbc,2111-05-10,4860,437400
sMqHg,2050-03-13,4826,43434
ehiBf,2036-04-15,9981,309411
ddZJd,2097-06-24,2143,70719
CrzOh,2079-04-07,3736,351184
RDaEM,2075-12-09,4616,244648
djmvH,2043-09-09,5824,448448
ndGUZ,2060-12-22,3114,189954
vOfCn,2076-06-15,4445,226695
BTaZB,2046-12-20,5482,460488
Bxwxe,2094-10-22,5244,409032
aaCPZ,2023-07-13,7644,542724
BlIdp,2058-08-04,2019,113064
VBYtQ,2092-07-07,3492,324756
ZpOOw,2039-02-19,2937,196779
fRyHQ,2049-01-26,6530,626880
ttEre,2115-02-20,2722,160598
XfzNT,2051-07-17,4818,293898
KFoSd,2051-03-07,4652,311684
WTDQv,2070-06-22,7149,50043
