StoreCode,Date,TotalSales,TotalAmount
QfxWo,2069-11-21,9034,162612
AgdDr,2039-04-12,3074,113738
zDqyD,2029-03-18,8640,293760
DQdfx,2049-01-18,7373,670943
GrqPo,2105-07-10,2450,213150
eSTsG,2099-09-16,9914,376732
oqAWv,2030-08-10,8641,751767
TbVIw,2043-07-18,2916,137052
FCIWC,2037-08-31,3869,371424
wAqsT,2107-04-22,8216,98592
UmHsj,2045-04-08,4585,105455
aOMVv,2078-01-27,8934,107208
DgKsH,2080-05-31,5970,567150
XAQvR,2085-06-01,4725,439425
VMttA,2033-03-07,7706,662716
RMmcx,2111-09-01,3766,263620
fGpJo,2083-06-24,5736,533448
gQLfK,2115-05-05,8025,321000
NwOBS,2086-12-23,3284,318548
vpVkm,2041-10-04,6752,276832
BvaxX,2091-09-10,4984,224280
WkQEr,2095-09-08,4581,384804
NEJMD,2047-05-26,4895,58740
iWElQ,2094-04-02,4236,50832
uBeRU,2107-11-25,7910,688170
IGvms,2067-01-04,3315,19890
QtidG,2100-09-17,9083,317905
QAbBt,2079-04-20,9795,352620
GlqCH,2086-02-11,7508,232748
clIpF,2047-08-30,8963,654299
hgYlA,2066-07-28,5484,466140
GXuAF,2067-08-24,3738,134568
aTYKa,2111-12-14,5383,506002
jDKYr,2098-10-12,9112,246024
HpDxV,2054-04-11,3378,307398
yKFQJ,2042-11-07,6506,533492
mYRzy,2033-10-20,4668,130704
YbrVf,2061-09-23,4638,134502
OnxjQ,2071-11-28,2995,23960
TSqRr,2038-02-28,4987,488726
NDtjR,2037-10-17,5466,142116
kPsmd,2055-06-22,6140,362260
GeMWZ,2068-03-14,8310,590010
Dgwbu,2029-11-16,9930,645450
RJOUN,2106-05-19,2158,88478
KOOGk,2067-09-10,2190,72270
etwzA,2120-11-02,3929,318249
gkJwL,2032-11-24,6270,31350
TkCEQ,2043-04-08,7187,172488
mfVba,2038-05-24,8969,224225
iVjoX,2044-01-05,4556,350812
xNjcJ,2044-06-11,7967,278845
GQUGT,2023-03-26,8700,330600
YaHYp,2094-01-12,7720,54040
XPLIp,2057-04-03,6861,137220
KhXqf,2025-02-06,2100,94500
nBQnc,2058-02-13,4708,193028
TbFwW,2042-02-12,9905,445725
kNhde,2036-04-13,4024,128768
dhFID,2055-11-26,9183,606078
EZiaQ,2054-10-02,7361,154581
sLFmF,2053-09-26,5727,515430
toqFu,2084-01-11,6764,595232
PdveO,2028-03-30,9412,903552
BzZTV,2043-02-15,2803,199013
khBfg,2065-05-16,3147,37764
Brbyo,2042-04-08,4739,279601
hxCJQ,2065-03-04,4252,340160
PXenY,2053-09-18,3828,76560
cwtDX,2099-11-07,2506,97734
eUPbR,2026-01-19,6898,48286
WmlnQ,2027-09-17,9767,361379
kOlaN,2031-10-29,6987,188649
yrQct,2062-07-19,2617,109914
WJdpA,2088-09-08,8397,529011
fXWVR,2061-10-24,3084,18504
NMxTB,2100-09-11,7197,251895
pUtri,2114-01-11,2873,249951
wnZIE,2111-03-22,3705,163020
TgYFa,2062-07-20,5850,81900
aNprq,2042-12-24,4734,175158
FLcJk,2021-06-05,3613,242071
DsvRZ,2069-02-02,4128,66048
MUHIO,2102-05-31,9369,93690
PnQku,2092-11-16,2209,106032
auapI,2058-07-08,4990,139720
OgydP,2057-06-17,8548,547072
zFXxM,2095-10-23,9267,917433
zQzLp,2099-10-21,9339,868527
FIAJK,2099-11-04,3997,187859
fhhcY,2061-11-24,6623,337773
zghcv,2081-07-21,3321,232470
KIJls,2085-08-25,6681,340731
wdpvP,2042-04-15,4051,307876
fFXEw,2044-04-15,9811,500361
qYLhG,2075-12-16,5756,506528
VuEHV,2066-01-22,4186,117208
GlgRx,2082-01-28,7171,666903
nvdSW,2075-07-09,3885,135975
kOoCc,2102-05-28,2211,33165
UbVdI,2096-08-05,2478,200718
NssPe,2105-01-28,7373,685689
xFuoR,2121-03-12,6108,54972
DTMgX,2051-05-14,4584,87096
mlJlb,2070-08-07,9630,577800
ymBoG,2040-12-31,9429,707175
IaTIL,2119-08-29,7664,275904
RDRbk,2113-02-05,9831,176958
PEdzJ,2078-05-02,7991,567361
uvYKG,2111-01-08,5744,109136
kaKpY,2077-01-12,4486,372338
SeXAD,2088-03-24,7750,666500
QMmbL,2070-10-19,2978,80406
AGZKo,2057-09-13,2577,108234
TScRb,2112-07-30,7208,627096
KGAMJ,2032-07-12,3284,144496
JViUc,2077-12-22,6912,34560
KAhnw,2045-02-17,2478,113988
xhPHG,2100-02-16,3767,97942
ZSErb,2065-08-12,6214,167778
PuWMA,2065-07-24,8118,154242
IXpTk,2073-12-19,2950,236000
soqBT,2069-04-03,5985,412965
UYTSr,2118-01-27,8221,189083
cfLcc,2021-02-16,2231,60237
LCmQP,2031-09-27,8634,682086
zQebo,2108-02-21,8149,611175
hWvFA,2032-05-14,4375,393750
tqpRp,2044-11-05,2331,23310
hUecU,2100-09-13,2323,20907
wyZhm,2081-11-30,8303,797088
EOVmQ,2046-08-18,9250,610500
wdJWS,2088-08-02,3945,374775
vVlLg,2112-03-29,9581,431145
dvYIP,2069-05-11,9582,814470
EYsXj,2036-06-17,4434,252738
IJRUx,2096-02-20,8246,263872
BQvxj,2037-06-06,4799,278342
MZeaV,2060-06-07,9459,406737
GdwjX,2086-03-28,3104,167616
XzDRI,2067-10-24,6472,194160
SfoCb,2060-12-02,2282,200816
XHZpl,2120-09-07,6136,263848
qhGWw,2073-01-20,4350,134850
EyAMJ,2087-06-01,9265,435455
cOkai,2101-04-10,4649,413761
ErNKN,2067-05-27,7972,581956
LUZXk,2041-08-31,6867,302148
LCbTC,2093-08-12,4691,140730
aFBqj,2082-10-13,2921,46736
LgLtU,2034-09-06,7719,285603
SVJuK,2037-03-08,3352,140784
VgqlC,2096-09-13,9605,307360
lNIwZ,2063-05-17,3534,106020
nrDwj,2042-05-02,4963,421855
mTYLg,2119-04-22,4400,96800
kZqaY,2101-01-14,3612,79464
biUrp,2051-12-27,2765,176960
dySwt,2091-09-14,4444,191092
nXTSo,2038-08-03,7635,83985
NYJYP,2121-08-18,8806,369852
TdqRz,2040-08-15,7299,240867
DLuNM,2102-05-22,3858,127314
iOdxH,2029-10-28,9494,778508
gKrAl,2046-03-15,9199,340363
qjOML,2039-08-04,3325,49875
vzFzF,2046-11-06,3002,213142
IedHV,2091-04-02,4916,117984
eZrvP,2030-01-18,6613,363715
iflfM,2104-12-02,3253,315541
ylIMC,2043-10-27,5535,514755
VMeqN,2103-08-18,9715,553755
AwOZr,2041-07-05,5011,420924
SiIRG,2064-08-22,7187,438407
KMQJh,2024-02-11,6018,198594
ZkYJi,2064-06-19,2381,83335
QivYi,2051-05-13,4423,402493
jdRdI,2025-07-12,7589,212492
dlRPu,2059-10-30,4938,296280
AEzua,2064-10-18,2672,216432
udeoO,2077-05-07,3414,133146
tIbkH,2050-05-12,5089,468188
jnckU,2055-11-09,7255,166865
UqKHU,2052-12-27,2141,192690
fvvzF,2037-09-10,2830,249040
ubBvJ,2095-11-25,9902,455492
jcBKP,2062-01-17,7142,92846
MZufH,2084-03-06,3553,209627
leBWA,2084-12-08,9267,685758
FZkIh,2034-08-26,7368,44208
QcxGX,2045-06-19,4775,62075
OYDFS,2112-08-06,7843,549010
CWpDO,2053-08-05,7207,576560
yMpVe,2099-01-05,8504,85040
NHPBK,2076-02-07,7353,220590
BTfXS,2034-12-21,2490,126990
GYwgd,2064-03-15,4018,301350
SJHSM,2045-02-24,2318,141398
eaOwZ,2055-05-16,8005,256160
GegCn,2103-06-07,6403,140866
CVdHm,2069-08-10,9308,744640
piDSU,2106-07-01,2060,156560
uHFdq,2114-10-23,2246,181926
VBvsZ,2033-03-13,2110,69630
OaonV,2061-05-12,8751,612570
WxCuC,2060-12-01,5863,52767
lrdmQ,2051-02-28,9568,124384
XDBOn,2062-08-10,4988,154628
zKiCg,2077-06-24,2356,30628
GhWjC,2057-12-05,5620,562000
rLgcW,2084-02-02,5266,284364
Kmhev,2067-10-18,8747,865953
JMnTL,2111-12-07,7444,230764
tygbv,2029-03-01,7777,629937
KSaTN,2054-05-14,9164,45820
kYhLY,2099-04-19,7494,382194
IQpeV,2038-02-13,4286,128580
SSGhM,2050-07-11,9709,902937
qMQqC,2043-08-16,7711,107954
iaKlv,2022-07-02,6981,495651
uTDfX,2073-02-21,9990,799200
EywWq,2073-04-09,4607,101354
YsTui,2073-03-09,6765,453255
KNCJS,2050-05-17,7396,399384
WuKsx,2114-09-22,8814,511212
ANVEy,2067-12-11,9548,391468
UWaYX,2023-01-18,9333,233325
ssYLB,2095-05-08,3028,124148
setOB,2077-04-04,7347,418779
hsrSA,2116-03-20,3401,142842
kqluk,2059-04-03,5420,346880
JYZuR,2063-04-29,9486,787338
STRTS,2089-02-20,7700,53900
qTePA,2026-03-07,6697,100455
mSMBw,2097-10-04,9313,931300
dDwYL,2066-12-27,9285,297120
Xgsru,2062-12-27,7740,208980
ZetEh,2046-09-22,9377,346949
vlvxB,2027-11-04,8475,372900
PGFlN,2059-10-10,9295,334620
hwJkd,2117-12-27,4930,221850
jtVyk,2044-11-06,6807,578595
rbgKb,2088-04-16,3681,294480
DUdIG,2059-06-10,8273,124095
GYZVK,2082-02-01,8085,735735
QliAf,2106-02-09,6715,658070
NlLfn,2038-07-24,6897,289674
tmKjH,2052-02-10,2074,136884
kqimz,2116-08-30,7918,538424
slAfl,2060-05-28,2915,34980
Vahai,2042-07-26,7517,90204
tXPLn,2080-04-12,4408,88160
ePGqv,2078-02-03,8326,782644
zCCRP,2115-12-13,5931,225378
hMOUE,2086-11-04,3439,79097
ntrCa,2084-07-07,7986,487146
GmWQr,2103-09-06,8687,60809
egwMA,2105-10-06,7287,116592
HaEgD,2069-03-27,8785,571025
xdCJc,2030-08-12,7481,112215
okJyN,2105-01-27,4010,316790
ThPsv,2045-03-24,3254,205002
VWPwm,2076-05-26,7865,141570
UdIGN,2030-01-18,2394,229824
rHBoM,2098-04-04,8160,563040
AjNQi,2093-12-13,7892,678712
nHGfU,2053-02-08,4351,422047
vwXuA,2093-05-11,5545,548955
ZJRDH,2075-08-31,4399,189157
KNnBR,2049-09-09,5603,95251
JubAv,2065-08-10,7227,195129
MJXcE,2114-07-04,6965,647745
lzuFZ,2063-12-12,4854,262116
NbkzT,2025-11-12,8461,643036
dbLLF,2027-04-03,6787,95018
CGXWX,2103-11-11,4185,389205
Lnbox,2086-12-15,7582,45492
OOCWw,2039-12-28,4908,230676
oJjpd,2035-06-05,4100,393600
gEHsH,2074-03-29,7185,114960
wzYak,2030-09-23,2145,199485
zgXpN,2117-09-04,3676,183800
oyfDZ,2050-07-26,5618,78652
OKaQl,2093-07-28,6233,604601
rNDTc,2115-05-05,8224,65792
vZRdZ,2028-12-02,8958,653934
PEvtn,2111-08-03,4018,337512
sYwQV,2041-06-17,6045,163215
KBwCt,2093-01-17,5505,214695
mPuGW,2037-10-10,2296,169904
yTBDy,2069-01-10,2289,162519
CueVE,2099-08-28,6059,460484
qkxue,2032-08-07,6825,252525
LYhDl,2089-05-27,6003,414207
gndlW,2028-03-20,6708,630552
Lmlko,2065-07-18,9739,97390
JWBfD,2116-07-02,3351,164199
bIJKs,2090-11-18,2695,110495
wqsBh,2048-06-11,6245,562050
UcLrz,2068-09-15,7976,279160
QOSbc,2105-12-07,3564,217404
sMqHg,2112-03-23,6148,424212
ehiBf,2058-11-22,3878,356776
ddZJd,2089-02-24,8137,683508
CrzOh,2113-03-15,5591,458462
RDaEM,2087-10-29,7199,129582
djmvH,2061-01-28,4601,372681
ndGUZ,2088-10-16,4396,87920
vOfCn,2059-04-28,7469,276353
BTaZB,2111-03-13,6223,242697
Bxwxe,2092-01-06,4052,121560
aaCPZ,2091-07-12,5392,506848
BlIdp,2114-02-18,8689,495273
VBYtQ,2060-12-30,3834,42174
ZpOOw,2032-10-05,7975,590150
fRyHQ,2118-11-07,8551,547264
ttEre,2046-07-01,5149,509751
XfzNT,2081-12-05,4928,266112
KFoSd,2115-04-07,4039,68663
WTDQv,2084-11-21,8131,674873
MkNMD,2059-12-17,4853,402799
KBamU,2050-05-03,4702,399670
xViNc,2070-09-25,5418,167958
gKIyA,2093-12-09,2743,172809
OdkJD,2022-11-08,6684,120312
zxAJF,2088-12-03,2785,75195
Igdvq,2071-01-23,2875,172500
wiIhA,2088-05-26,4818,62634
FnFgI,2065-01-17,7689,445962
wJMYW,2044-11-10,4150,257300
mjplW,2092-07-01,5226,94068
eDTeH,2110-10-24,9630,683730
TIOBi,2031-12-14,5396,269800
xwKsc,2106-07-12,3546,39006
stMiO,2115-09-21,3009,255765
HawXD,2103-06-08,4821,380859
rfDaa,2057-12-31,2140,27820
OXAud,2042-02-28,9552,573120
lglks,2090-04-03,2482,34748
nTacC,2041-06-01,9144,493776
SeDoA,2101-04-29,7180,624660
TGccw,2119-06-18,3056,299488
XBWmR,2051-05-27,3989,35901
gykMD,2035-04-28,8181,752652
wEQqZ,2023-10-25,9148,155516
NyJnU,2026-11-10,8845,70760
DXhHc,2044-02-08,3171,218799
qDvAh,2032-04-01,8222,73998
nUTHk,2060-05-14,7209,57672
acGxm,2086-04-11,2969,261272
shnja,2098-01-21,7515,458415
KFUGw,2079-02-21,8196,786816
UDpYo,2053-03-10,9493,427185
LplpW,2121-11-17,6338,101408
aZUOR,2022-03-22,5984,406912
FWGHn,2040-01-07,7336,594216
LtwFp,2077-10-11,3116,62320
bRHtm,2037-11-03,5539,227099
MkghG,2049-03-29,9609,221007
Ikadb,2106-02-19,9436,471800
HZIVT,2092-02-22,8410,580290
WDVmp,2066-03-08,8934,285888
ozDIX,2029-07-26,5218,208720
qIDXq,2050-11-08,7089,567120
CTQfN,2100-07-01,2442,117216
QgAhx,2086-10-27,7882,465038
slAcJ,2121-10-26,9048,217152
vmrLU,2067-10-27,8434,362662
yTHEh,2098-06-15,6693,200790
lGoVa,2061-03-10,9780,723720
IRJuG,2100-03-27,2202,35232
psBFq,2071-05-24,6767,40602
VbuxQ,2060-08-13,4230,54990
uKndT,2038-08-27,3536,106080
fxCIy,2085-10-02,9322,801692
