StoreCode,Date,TotalSales,TotalAmount
rLgcW,2074-06-30,9507,247182
Kmhev,2022-05-16,4938,251838
JMnTL,2086-10-17,5644,282200
tygbv,2121-11-16,3601,338494
KSaTN,2061-08-12,3629,159676
kYhLY,2092-09-30,5801,110219
IQpeV,2069-12-22,4342,191048
SSGhM,2028-05-03,3116,193192
qMQqC,2070-07-18,8446,591220
iaKlv,2072-10-22,8240,214240
uTDfX,2050-07-30,9940,924420
EywWq,2083-05-16,6448,644800
YsTui,2050-12-10,4146,120234
KNCJS,2047-06-20,6666,299970
WuKsx,2049-09-08,9065,190365
ANVEy,2061-02-18,4402,198090
UWaYX,2041-12-16,2923,105228
ssYLB,2081-03-03,4020,329640
setOB,2091-09-09,3093,256719
hsrSA,2022-01-09,4921,250971
kqluk,2022-04-20,8784,316224
JYZuR,2045-11-01,9161,155737
STRTS,2049-06-10,3202,163302
qTePA,2054-05-10,8249,214474
mSMBw,2028-01-22,3957,67269
dDwYL,2074-09-06,7108,661044
Xgsru,2043-12-13,6026,84364
ZetEh,2097-10-26,8483,466565
vlvxB,2022-12-05,7874,228346
PGFlN,2077-03-21,6943,590155
hwJkd,2107-09-28,6802,428526
jtVyk,2076-04-20,8320,823680
rbgKb,2054-10-03,3023,99759
DUdIG,2047-10-01,9735,934560
GYZVK,2110-06-19,2087,79306
QliAf,2119-01-27,2045,186095
NlLfn,2074-03-18,6572,308884
tmKjH,2118-12-07,6883,103245
kqimz,2067-09-27,9477,66339
slAfl,2088-05-26,8782,368844
Vahai,2078-08-04,4707,84726
tXPLn,2034-05-01,7571,340695
ePGqv,2056-05-19,3665,146600
zCCRP,2092-06-11,6431,102896
hMOUE,2077-12-12,8492,781264
ntrCa,2105-05-24,7513,375650
GmWQr,2093-04-03,7820,250240
egwMA,2059-03-11,7347,191022
HaEgD,2083-06-09,7516,345736
xdCJc,2040-06-22,9231,867714
okJyN,2114-10-01,7651,527919
ThPsv,2117-12-17,5266,242236
VWPwm,2038-04-23,9503,636701
UdIGN,2109-09-21,6606,39636
rHBoM,2030-11-09,4671,51381
AjNQi,2084-03-11,9344,355072
nHGfU,2076-01-21,8799,739116
vwXuA,2076-09-09,7153,586546
ZJRDH,2066-06-17,4694,366132
KNnBR,2120-05-18,8173,743743
JubAv,2036-10-06,4975,218900
MJXcE,2118-09-15,5011,55121
lzuFZ,2077-11-16,5467,415492
NbkzT,2023-09-04,8818,105816
dbLLF,2102-03-10,3479,281799
CGXWX,2114-04-18,5800,110200
Lnbox,2114-08-29,3036,57684
OOCWw,2022-11-02,5178,258900
oJjpd,2053-01-11,4743,184977
gEHsH,2116-03-10,4035,306660
wzYak,2091-11-19,2344,114856
zgXpN,2062-05-11,7815,359490
oyfDZ,2065-02-07,4970,337960
OKaQl,2119-08-19,3599,262727
rNDTc,2053-07-29,2605,46890
vZRdZ,2024-01-18,2076,166080
PEvtn,2095-02-11,4483,228633
sYwQV,2032-12-13,3801,30408
KBwCt,2021-11-19,6636,285348
mPuGW,2064-06-05,4544,40896
yTBDy,2024-07-23,9775,977500
CueVE,2035-11-03,9643,713582
qkxue,2073-04-05,9490,588380
LYhDl,2066-11-05,6946,48622
gndlW,2022-08-28,4250,157250
Lmlko,2036-10-02,4036,230052
JWBfD,2119-09-02,6115,489200
bIJKs,2075-04-25,2503,22527
wqsBh,2107-06-17,8023,465334
UcLrz,2078-02-10,3728,149120
QOSbc,2043-01-14,9897,346395
sMqHg,2104-01-04,5574,50166
ehiBf,2069-12-16,7230,404880
ddZJd,2059-07-11,4207,193522
CrzOh,2050-01-21,6078,443694
RDaEM,2046-10-12,8028,561960
djmvH,2087-07-15,4311,25866
ndGUZ,2119-06-30,4511,396968
vOfCn,2046-12-12,8307,274131
BTaZB,2099-08-13,3082,298954
Bxwxe,2059-05-24,8320,482560
aaCPZ,2091-06-25,5131,184716
BlIdp,2092-11-05,3848,73112
VBYtQ,2106-07-28,9377,375080
ZpOOw,2093-12-28,2222,108878
fRyHQ,2099-10-31,5723,125906
ttEre,2023-09-02,6517,136857
XfzNT,2028-01-27,3469,131822
KFoSd,2066-04-22,6673,166825
WTDQv,2099-09-22,4518,253008
MkNMD,2036-05-07,4156,116368
KBamU,2119-05-27,3917,250688
xViNc,2110-02-02,8223,164460
gKIyA,2111-08-27,3674,95524
OdkJD,2107-06-13,8907,427536
zxAJF,2070-08-02,4146,286074
Igdvq,2061-08-21,7777,326634
wiIhA,2028-12-18,5107,158317
FnFgI,2021-04-26,8569,197087
wJMYW,2034-06-05,9371,65597
mjplW,2051-05-15,8988,71904
eDTeH,2057-05-03,6789,448074
TIOBi,2114-11-24,9864,325512
xwKsc,2102-11-14,5777,537261
stMiO,2068-02-15,7650,734400
HawXD,2065-02-26,8621,818995
rfDaa,2110-07-16,3196,198152
OXAud,2066-12-21,5067,86139
lglks,2085-09-18,5579,273371
nTacC,2071-10-27,8007,536469
SeDoA,2061-04-10,7704,161784
TGccw,2037-05-04,8472,245688
XBWmR,2087-09-21,7356,728244
gykMD,2043-03-29,7436,133848
wEQqZ,2025-03-12,9346,728988
NyJnU,2074-10-21,3390,315270
