StoreCode,Date,TotalSales,TotalAmount
JubAv,2078-11-05,5803,214711
MJXcE,2097-07-30,8680,112840
lzuFZ,2112-03-20,9019,685444
NbkzT,2067-02-22,3683,36830
dbLLF,2088-06-23,9072,281232
CGXWX,2065-01-18,6724,228616
Lnbox,2023-08-09,4952,272360
OOCWw,2049-06-29,6154,553860
oJjpd,2098-11-19,8317,224559
gEHsH,2090-02-14,8211,41055
wzYak,2065-01-30,9540,391140
zgXpN,2109-02-07,7169,508999
oyfDZ,2109-08-29,9844,255944
OKaQl,2066-04-08,9116,783976
rNDTc,2099-06-13,3025,93775
vZRdZ,2030-08-09,6470,213510
PEvtn,2081-09-29,4059,170478
sYwQV,2083-01-14,2177,45717
KBwCt,2070-12-17,7674,184176
mPuGW,2091-01-22,8286,430872
yTBDy,2043-06-06,2205,11025
CueVE,2104-04-14,6921,76131
qkxue,2068-06-20,4217,80123
LYhDl,2078-05-13,5779,358298
gndlW,2110-06-30,3504,178704
Lmlko,2022-09-04,4101,73818
JWBfD,2116-03-26,3834,318222
bIJKs,2120-05-20,4564,410760
wqsBh,2046-10-09,7237,332902
UcLrz,2093-12-16,4119,296568
QOSbc,2091-10-28,3726,339066
sMqHg,2043-10-03,9599,729524
ehiBf,2087-04-12,7132,435052
ddZJd,2057-04-26,3425,274000
CrzOh,2022-07-22,4019,208988
RDaEM,2045-02-10,4062,300588
djmvH,2060-10-24,5650,141250
ndGUZ,2062-08-18,6322,461506
vOfCn,2063-06-29,5019,426615
BTaZB,2113-10-04,2258,216768
Bxwxe,2097-04-11,3886,330310
aaCPZ,2082-04-24,2798,22384
BlIdp,2107-02-08,2071,138757
VBYtQ,2084-03-28,9650,897450
ZpOOw,2081-11-02,8086,533676
fRyHQ,2076-10-19,3687,169602
ttEre,2041-06-12,7522,270792
XfzNT,2109-01-18,8357,309209
KFoSd,2060-06-15,8522,656194
WTDQv,2121-06-01,7799,670714
MkNMD,2097-08-31,9826,697646
KBamU,2072-03-30,5544,177408
xViNc,2116-11-17,7483,703402
gKIyA,2074-05-09,3928,259248
OdkJD,2029-05-12,4190,381290
zxAJF,2086-01-04,2488,166696
Igdvq,2050-08-11,6521,149983
wiIhA,2028-04-02,4904,205968
FnFgI,2037-07-09,6122,140806
wJMYW,2067-11-26,3242,320958
mjplW,2026-06-07,8699,635027
eDTeH,2082-11-30,4392,39528
TIOBi,2119-01-07,4691,295533
xwKsc,2086-09-01,5848,543864
stMiO,2036-06-22,9196,579348
HawXD,2084-09-26,3020,229520
rfDaa,2092-02-26,4429,358749
OXAud,2086-11-08,3338,163562
lglks,2056-05-11,9359,215257
nTacC,2067-01-06,3964,249732
SeDoA,2067-09-08,6756,587772
TGccw,2089-02-12,3728,29824
XBWmR,2046-03-29,8448,253440
gykMD,2051-11-11,4925,236400
wEQqZ,2058-06-29,8657,562705
NyJnU,2064-06-26,6709,644064
DXhHc,2047-01-21,9670,928320
qDvAh,2084-02-18,7197,475002
nUTHk,2085-03-19,2768,265728
acGxm,2099-08-16,4356,69696
shnja,2097-08-29,4612,359736
KFUGw,2104-02-12,2451,29412
UDpYo,2098-05-07,3096,284832
LplpW,2048-07-06,2915,67045
aZUOR,2067-06-16,8232,41160
FWGHn,2071-07-19,7270,181750
LtwFp,2030-07-12,2271,99924
bRHtm,2068-09-10,4448,298016
MkghG,2107-08-23,5105,423715
Ikadb,2060-10-22,6593,448324
HZIVT,2023-05-18,4197,352548
WDVmp,2039-12-17,7859,204334
ozDIX,2023-10-07,2724,264228
qIDXq,2073-01-29,3422,229274
CTQfN,2031-08-29,5904,177120
