StoreCode,Date,TotalSales,TotalAmount
TfCjo,2027-07-31,9699,552843
uSIuL,2043-07-08,8473,415177
DKhMG,2039-09-24,8200,426400
UMzIr,2071-07-20,5841,151866
JEcPe,2051-06-25,7506,210168
dHOWb,2052-07-24,8392,822416
MTtET,2049-11-13,2986,71664
cDvSm,2060-12-26,2382,176268
YqlzQ,2034-10-25,2956,59120
TIIHZ,2059-09-19,4613,461300
tQEig,2083-07-25,6452,303244
zEpHg,2032-04-01,5871,205485
EJFNk,2055-04-10,7900,624100
AvbxV,2033-02-10,3497,24479
HpTWl,2080-10-01,5955,244155
QCjmN,2054-09-16,6120,97920
tzeZO,2036-02-09,3648,116736
Kwcjp,2045-07-21,4811,187629
pcROx,2022-07-22,9113,710814
gAMtd,2076-11-17,4671,70065
VjKsx,2094-01-11,5298,429138
svunt,2061-07-23,3863,197013
YuwRT,2074-04-04,7167,401352
hPeiL,2090-07-01,4612,442752
uadTG,2070-05-30,9453,66171
CcTQy,2091-02-03,3282,26256
MfVCP,2088-04-13,7114,92482
gfSXb,2086-04-23,5021,120504
GPemI,2109-08-23,4311,155196
LohWj,2111-06-27,5838,245196
AlHDZ,2036-05-31,4517,225850
rykeP,2080-12-15,4062,320898
hAfge,2061-10-27,4033,129056
HMraQ,2059-09-21,2153,92579
eRGZG,2070-12-01,4829,28974
BzeNi,2093-07-05,5606,100908
dnagi,2110-03-25,7586,637224
JIrDE,2067-07-25,9726,573834
hYddv,2117-04-25,4810,134680
NvIxY,2102-07-06,8992,134880
geUiu,2085-03-15,9274,741920
vFTOt,2090-03-23,3619,267806
rLEAw,2028-08-16,5497,225377
jTOEa,2053-04-01,5157,268164
UufKk,2026-10-22,5801,469881
NaMdF,2078-06-07,6734,673400
vGgMR,2069-05-18,5517,60687
pqzjt,2053-06-08,4563,41067
qoWVi,2111-12-16,4753,261415
EzcZR,2052-05-29,5931,83034
XdLFb,2050-08-10,8386,679266
WqIEX,2101-03-09,8364,209100
KsXVw,2046-04-07,8557,299495
pQOhV,2121-07-11,6795,441675
sQwdy,2105-04-11,9793,979300
jaMrl,2091-04-09,3794,322490
GRjmN,2102-09-04,4499,233948
emfQE,2093-03-25,3495,27960
wRGlS,2093-10-10,3971,250173
YxXHJ,2090-12-07,7449,476736
JHBjS,2045-04-24,2781,219699
vyoFP,2062-12-06,6043,181290
cIism,2050-06-11,4463,129427
OSbey,2084-09-11,7058,112928
RLQox,2110-05-25,3666,249288
DLXXM,2027-11-09,8857,531420
oFMyv,2042-01-29,5626,140650
FMBqm,2096-02-18,4581,357318
RNPtE,2078-08-23,6898,448370
zpakt,2040-11-08,5424,488160
NLIXr,2061-12-24,4581,435195
LWokn,2037-09-16,7782,490266
mEnMN,2039-06-08,6716,376096
