StoreCode,Date,TotalSales,TotalAmount
bLEdL,2057-08-28,2572,126028
nBWsX,2066-02-01,3385,71085
YEDdv,2087-05-08,9968,209328
Huqaw,2102-01-06,8076,153444
VEMDU,2056-07-01,6970,278800
ScRaF,2100-06-05,7975,239250
IkEWb,2048-04-23,2891,190806
yUAkF,2109-06-17,5404,178332
vmMwF,2060-01-16,4182,276012
CxgDi,2117-08-01,8659,606130
EiFLE,2042-07-03,5154,402012
vebAI,2044-11-10,2842,150626
hjmEW,2031-05-31,5565,489720
XwqDz,2056-02-28,3055,45825
oTQNK,2063-02-28,8799,79191
yfCFT,2022-06-17,4310,99130
sqipH,2121-10-15,5053,490141
vKHum,2024-09-07,3133,281970
GJYlu,2073-09-25,6160,55440
XsQNB,2041-03-22,5636,202896
XyNYW,2063-09-03,4537,231387
KfNPE,2068-09-06,6095,572930
zWLjt,2057-10-08,5129,179515
LBZOO,2080-09-10,9151,832741
jBUyx,2088-02-08,6251,43757
BkcIO,2100-09-08,7252,580160
npohD,2080-02-01,7914,324474
oHlSy,2043-09-14,3653,178997
ORjNJ,2028-07-13,5376,64512
nMeRc,2038-03-29,4964,441796
KPZsa,2121-08-10,4831,67634
HjFMY,2041-10-19,6005,306255
ZfISm,2055-11-19,8026,553794
xdQSe,2042-12-11,9578,708772
WZjPt,2022-03-11,5258,378576
uJKMn,2027-03-15,8204,771176
ycZWf,2058-07-31,3223,251394
jzDgS,2037-02-08,2941,238221
ThCjH,2046-12-06,3694,302908
LHQkS,2054-12-21,8920,660080
sEorK,2068-11-20,9111,710658
mlKgn,2061-03-24,8934,616446
wywHO,2064-02-17,5936,148400
YBGmN,2046-08-17,4338,143154
jBTfn,2031-12-27,2896,182448
NxHAX,2043-05-13,8241,255471
BtXrB,2070-12-29,9798,852426
SIGvq,2054-09-04,9342,560520
YUuxM,2103-08-01,4276,218076
lIxwY,2036-01-09,3824,80304
WRTEU,2039-10-29,8193,303141
aYZse,2077-02-12,4196,151056
uGymu,2037-01-24,6113,293424
bdVkY,2072-03-19,3164,199332
xxxdQ,2101-11-28,4142,323076
TEoKF,2090-11-16,3407,136280
TqvHY,2048-07-07,8248,189704
YrCmK,2057-01-02,5360,385920
AyODv,2072-05-26,3172,133224
SLGvg,2060-11-09,2441,21969
xYRIJ,2089-11-13,2427,184452
mQdRc,2050-05-31,9468,85212
PTuRg,2081-08-04,7855,78550
sBYvZ,2111-10-06,5632,326656
obwvs,2084-10-22,3486,327684
FvafL,2072-06-03,8317,83170
Lophj,2097-07-06,2723,21784
kIGjc,2080-12-14,8337,316806
hzhfC,2027-04-16,4605,23025
VcTBw,2046-02-17,2850,105450
SJmMg,2043-09-01,2001,42021
eFaAS,2107-07-21,7040,661760
GAZpr,2086-03-28,8605,533510
RzlSK,2081-09-15,8728,715696
WxaxZ,2033-05-10,8711,400706
VwQUS,2024-05-25,9126,82134
wGTkG,2070-07-10,5937,439338
xhwRj,2050-08-27,7867,180941
SJElI,2054-12-01,3067,64407
KUzqX,2073-09-06,3418,88868
aPylH,2025-01-14,8689,469206
meNtD,2089-05-30,5538,365508
pIQTk,2100-08-31,9298,836820
ExDQm,2101-12-09,7020,98280
bXRMv,2031-11-01,2005,166415
yBnce,2044-02-22,3343,76889
scuvi,2025-11-25,3879,81459
pgqEq,2117-04-18,9471,549318
ytYLT,2072-01-28,5364,171648
LDiYP,2065-06-12,3586,154198
WKkXA,2040-01-12,6848,198592
ABviR,2060-07-06,8573,660121
hJegb,2090-06-13,6379,318950
HKTiq,2048-12-16,7179,236907
OHnow,2110-09-11,7258,304836
FlrAk,2108-03-06,3851,284974
RFgpa,2105-06-04,4189,163371
saQBN,2084-12-23,8607,697167
Jkjcg,2101-02-09,9930,69510
nPQjP,2120-04-22,9221,230525
NdXau,2105-04-16,3077,27693
eNHsM,2042-01-28,3473,128501
ntjoe,2037-10-12,7270,159940
uJhPn,2071-07-17,6228,292716
AXiBL,2061-11-05,3108,49728
CqZhn,2052-07-19,3862,359166
CYcPN,2087-07-27,4671,317628
DpXrY,2074-08-22,7472,44832
JZmGM,2095-07-21,6205,148920
NAqcA,2089-03-16,8427,168540
lTPEo,2117-02-07,6153,166131
sTXYe,2059-08-15,5687,210419
gsXOr,2058-02-21,5215,172095
