StoreCode,Date,TotalSales,TotalAmount
rPlyx,2097-03-21,4331,290177
RwoJX,2080-06-15,2610,255780
RnfWE,2054-03-10,4676,210420
dLNJC,2107-01-06,2205,216090
wRVSD,2095-10-06,3411,231948
naVXO,2114-02-13,5827,273869
Vhrir,2043-03-02,7339,667849
xnqgV,2091-11-19,5931,177930
UAlSz,2097-04-15,3877,85294
soSos,2038-04-14,8893,382399
pBadJ,2025-03-20,7031,323426
DiAjh,2028-11-08,9419,433274
MGHhA,2043-08-09,6327,582084
rWKmx,2084-11-19,3437,68740
JuHHk,2120-04-25,8270,545820
gosJF,2073-05-30,7366,353568
wEXNf,2082-06-15,5262,442008
erENa,2053-02-25,2120,69960
KIYze,2034-03-16,5687,386716
ZITXO,2069-03-27,9632,327488
ukwKz,2043-04-23,9591,719325
fROpz,2111-04-05,2763,198936
SOpJC,2100-11-25,5972,453872
dEUJN,2085-11-13,9726,87534
SIymk,2078-04-24,3525,119850
dGlTK,2031-09-12,2292,96264
rKzml,2095-05-18,3605,241535
lbbAI,2036-03-21,8786,140576
DJjpR,2072-07-10,4344,156384
hejzM,2065-05-20,5770,155790
oZZEy,2085-12-09,8358,509838
HytDf,2076-06-03,5990,587020
ImKgR,2091-01-25,8357,208925
bzqhj,2107-02-08,5007,500700
JtNFm,2067-09-17,5812,52308
gIBGn,2117-06-06,9332,783888
BYHfs,2090-03-14,3205,57690
jSYfC,2115-01-09,9939,457194
XfDRz,2030-05-26,4231,220012
wuyow,2067-11-07,3648,40128
GhoWI,2073-03-31,8076,48456
LWALp,2081-10-11,7743,224547
kImZj,2109-11-09,5826,209736
xUZHW,2092-03-17,3012,36144
XHXCu,2110-07-09,5214,36498
LrRYP,2110-02-12,2919,64218
ZTCzx,2112-06-06,3434,82416
GaflA,2088-04-12,8140,626780
xXQVx,2045-09-26,4040,238360
yoPMM,2103-02-21,7795,381955
fnifp,2078-04-13,3329,176437
UBiHD,2101-11-12,8674,416352
pHkIy,2060-04-21,7219,223789
hAamr,2039-11-05,6921,442944
NGGPn,2050-08-02,8028,770688
PieYt,2029-09-12,2150,32250
BBviV,2059-09-28,2137,213700
WGIMR,2032-01-24,8111,316329
Fcoqj,2090-05-09,2273,72736
zxbcV,2035-06-21,9362,355756
aqXjv,2048-12-02,3465,103950
HwABJ,2062-01-17,4102,225610
pwxsm,2079-09-08,6509,117162
AxKjw,2103-05-15,2114,181804
KhQou,2107-11-06,8061,330501
FVLXv,2033-01-04,8290,779260
LzYQM,2113-09-11,2880,285120
