StoreCode,Date,TotalSales,TotalAmount
mjplW,2024-06-16,4887,53757
eDTeH,2047-09-10,9680,919600
TIOBi,2026-09-14,4921,63973
xwKsc,2101-10-31,9183,899934
stMiO,2111-11-16,7389,568953
HawXD,2101-05-08,3007,135315
rfDaa,2059-04-16,7483,628572
OXAud,2112-03-22,5972,334432
lglks,2072-07-11,7358,264888
nTacC,2096-12-14,6883,110128
SeDoA,2048-06-27,9976,967672
TGccw,2052-01-21,6170,450410
XBWmR,2089-11-04,7349,264564
gykMD,2082-01-29,2219,139797
wEQqZ,2106-02-14,2062,138154
NyJnU,2044-07-27,4052,320108
DXhHc,2113-02-28,6256,525504
qDvAh,2087-07-10,8661,814134
nUTHk,2095-06-09,7907,703723
acGxm,2035-05-04,2454,112884
shnja,2078-01-15,4618,277080
KFUGw,2082-04-21,3892,38920
UDpYo,2068-01-05,8935,303790
LplpW,2083-05-01,3231,35541
aZUOR,2078-04-27,8855,531300
FWGHn,2057-04-23,3397,132483
LtwFp,2113-11-28,4406,383322
bRHtm,2081-11-20,7122,220782
MkghG,2063-10-01,2410,14460
Ikadb,2042-10-16,2088,160776
HZIVT,2100-04-19,7804,85844
WDVmp,2032-06-05,6191,513853
ozDIX,2082-11-28,9057,45285
qIDXq,2118-04-01,5663,294476
CTQfN,2068-10-24,9188,441024
QgAhx,2083-03-18,7370,427460
slAcJ,2111-08-28,9583,919968
vmrLU,2073-09-15,8815,440750
yTHEh,2097-10-08,3135,100320
lGoVa,2048-02-28,6407,435676
IRJuG,2085-04-03,6891,599517
psBFq,2061-10-09,9041,497255
VbuxQ,2078-05-19,7330,161260
uKndT,2110-09-29,6844,438016
fxCIy,2022-02-14,5329,351714
zGyGG,2063-07-18,5719,268793
uAkbh,2110-03-15,6553,543899
EwABN,2097-04-05,7730,525640
bxvtl,2031-05-26,5420,146340
mqxxj,2111-04-29,9435,207570
tsOJz,2057-03-11,5670,198450
GzhSX,2120-08-03,4287,347247
kvryu,2057-02-13,3245,32450
ZwgUp,2029-06-05,6298,62980
NUeWz,2063-10-09,9037,632590
vKyIK,2086-06-28,2499,177429
AmWQO,2108-09-18,8451,692982
fQyRo,2086-09-05,7887,457446
hjPHN,2111-11-30,9907,564699
POqse,2110-10-07,3594,43128
EVDgI,2068-01-12,6182,593472
IPcfn,2026-06-21,8778,754908
MeMGs,2096-03-15,2656,162016
jAhpX,2099-04-21,9622,750516
uGDff,2099-08-22,3109,220739
gOkdO,2050-12-09,6250,218750
jWIre,2081-01-13,6162,585390
fHpMI,2061-04-24,8415,143055
lVMVN,2092-03-17,8596,421204
GSRWU,2086-02-27,6099,542811
idOvW,2040-07-10,9032,279992
VWqbE,2108-09-28,6977,558160
vLmKV,2106-07-07,9210,64470
aWOOV,2070-12-17,9938,188822
kRrkx,2110-08-10,5678,130594
QkEUL,2059-05-05,8124,138108
uFpQH,2023-09-18,5117,327488
rkxtL,2039-01-11,9191,404404
talwS,2070-02-15,8098,542566
UaAMB,2106-10-28,3889,225562
UAeYW,2060-11-12,5366,477574
eyUEn,2056-06-23,5076,233496
PjnUz,2055-01-04,3957,130581
ODyWO,2035-05-03,4035,125085
VHTBY,2047-08-10,3690,70110
qfuvj,2093-06-01,6080,346560
GWKlk,2023-12-05,7574,189350
uDRja,2102-06-09,7428,133704
xncbm,2037-02-23,9375,356250
QqxEp,2056-02-11,8683,156294
QrNwO,2064-05-09,6541,287804
Sahxf,2088-12-18,6673,140133
oRlni,2042-06-06,5608,145808
pWhCP,2066-07-17,8401,546065
nYIib,2116-12-11,2842,247254
lDLzU,2120-01-26,9862,197240
HSBSH,2062-07-08,8725,331550
Amagt,2107-12-02,3100,40300
eZQuo,2052-07-12,9315,894240
oUUDg,2078-11-13,4218,118104
CbeQK,2082-08-18,2466,12330
ZBfsh,2082-03-24,5311,504545
FvhES,2044-09-12,7307,87684
ldomP,2068-11-30,5182,233190
QnFtv,2090-05-02,2137,32055
eQHIq,2064-12-01,8685,607950
rhihY,2042-02-26,6438,193140
ScgLy,2097-08-15,7767,497088
TxJsD,2085-08-25,9969,757644
XgfTL,2114-07-23,6166,295968
esjbO,2029-07-08,6323,164398
puVXA,2069-07-11,2969,118760
rEUwW,2035-11-04,4566,63924
hAomW,2035-07-31,3435,164880
HtCeM,2081-10-21,4152,269880
AhDNA,2057-11-04,9640,414520
KErsa,2070-08-31,9530,352610
bfbuU,2055-05-02,9277,352526
crBFQ,2100-03-08,4152,328008
mFdLN,2023-12-19,4897,93043
CVBrm,2103-01-04,8550,324900
qDQip,2071-08-29,4605,170385
KUxkt,2111-04-30,4462,223100
qQbgw,2022-07-09,6662,153226
FBeJv,2094-08-01,9104,300432
kJFpB,2098-04-26,2803,50454
glKdt,2097-05-17,5052,419316
Tocnf,2107-04-16,9835,590100
JcCWb,2088-04-16,7665,291270
pXHPq,2050-09-04,4493,310017
iRpPc,2021-04-09,6889,213559
CjhMA,2117-02-24,8998,800822
mwCWY,2119-10-17,8106,462042
BfPZz,2081-09-06,3326,296014
XAFCB,2038-09-10,7184,438224
hQLuY,2058-02-08,4162,291340
bKFVJ,2077-11-06,9652,791464
cCncM,2026-09-09,6404,326604
NmlOX,2073-03-18,7392,665280
Gmust,2105-02-01,5963,172927
Rxykd,2109-02-18,2225,91225
oWaGI,2055-10-16,6979,202391
RsycJ,2109-08-24,6914,615346
RLIcT,2044-03-09,9643,221789
xzYdQ,2082-08-17,3558,142320
vDyzg,2091-09-01,2553,61272
UlCVn,2061-08-24,8056,555864
FzEpU,2063-08-06,9818,196360
yBIot,2080-09-24,9534,467166
iyptw,2111-07-16,5542,144092
xutyH,2065-09-30,6597,250686
yJMiJ,2032-09-06,7646,313486
NDifr,2059-11-04,3807,251262
RLjJn,2025-07-10,7413,711648
ufPuW,2093-11-01,3994,379430
SLgwX,2099-06-25,3585,250950
NAEvs,2111-02-15,4230,46530
eABiL,2088-05-22,7727,695430
fQuLm,2032-02-25,5465,316970
ldnYd,2027-02-03,4826,250952
ltiCp,2045-04-05,6321,50568
HnpRj,2112-11-24,3270,219090
OTaJQ,2082-06-09,3250,29250
ISWmm,2113-08-25,3006,54108
DahmV,2083-08-01,5124,271572
nNdzJ,2063-01-24,4702,239802
blkyR,2032-01-04,6201,31005
WOYco,2046-07-17,9066,897534
pzkIS,2086-02-01,2643,155937
qeYBQ,2077-07-11,2673,58806
voZEK,2100-03-25,4003,152114
rpnBO,2059-05-07,9692,940124
ZVuTI,2091-12-20,9844,344540
BtlKJ,2050-06-25,6409,525538
RbQBt,2059-03-30,2583,54243
mZDVM,2029-03-27,6167,518028
SaNNh,2121-10-29,8276,744840
Ksnvj,2050-06-23,8870,70960
NlpJP,2105-06-15,2273,54552
qDBKc,2054-10-10,5562,333720
ELRhJ,2072-06-27,7068,367536
mZpJm,2047-11-30,4743,232407
Myijg,2081-01-19,6819,559158
HESXi,2081-04-02,9859,138026
zmKuF,2046-03-03,3510,150930
Zhwqx,2046-04-08,8606,395876
mrMBd,2059-11-07,4744,322592
gRnNs,2110-01-18,6417,385020
AEaYi,2103-07-19,3409,160223
auACm,2074-12-30,8133,813300
uxZcL,2031-08-21,7527,135486
LLHRI,2033-01-18,5399,404925
Gfuml,2082-10-27,9238,138570
xpWFE,2025-03-24,4983,433521
hzYwn,2074-08-05,9012,594792
asrDF,2113-07-24,4302,60228
WqXEo,2079-12-23,4547,50017
UzyND,2101-12-11,8408,470848
VfSTP,2074-01-27,2986,41804
KICbe,2045-12-31,6047,399102
arcPj,2107-04-16,7250,145000
xuXJD,2071-10-15,3553,120802
LncVn,2120-02-15,3764,127976
DpLms,2090-03-26,2134,25608
ukbYT,2042-11-09,8888,151096
LUaMu,2111-02-06,8701,400246
HlQhV,2087-09-17,8341,633916
xqytA,2116-03-07,7010,329470
yRrjt,2093-06-03,6586,388574
qnaRz,2115-09-10,8668,190696
bLEdL,2024-12-14,4104,28728
nBWsX,2034-02-09,7425,89100
YEDdv,2082-09-25,2791,133968
Huqaw,2069-07-19,9038,614584
VEMDU,2084-03-30,5959,536310
ScRaF,2073-02-24,7778,544460
IkEWb,2073-12-11,3714,252552
yUAkF,2063-12-28,8557,530534
vmMwF,2099-06-25,2815,256165
CxgDi,2036-09-03,7676,291688
EiFLE,2035-06-01,8259,660720
vebAI,2083-04-27,9272,584136
hjmEW,2038-12-12,2921,233680
XwqDz,2085-04-20,5280,258720
oTQNK,2117-03-24,7245,246330
yfCFT,2024-09-26,9340,532380
sqipH,2060-02-27,6581,138201
vKHum,2022-03-25,6742,458456
GJYlu,2031-08-13,2766,27660
XsQNB,2114-09-22,6175,172900
XyNYW,2058-10-04,6320,271760
KfNPE,2048-07-25,7946,548274
zWLjt,2065-04-21,6571,262840
LBZOO,2041-08-31,5604,78456
jBUyx,2035-05-28,3204,89712
BkcIO,2090-10-13,9648,964800
npohD,2069-10-03,4140,66240
oHlSy,2045-12-15,6914,96796
ORjNJ,2022-10-16,5371,504874
nMeRc,2044-11-23,8647,648525
