StoreCode,Date,TotalSales,TotalAmount
fhhcY,2083-10-18,5126,435710
zghcv,2039-09-20,5940,308880
KIJls,2068-09-03,8348,475836
wdpvP,2095-12-03,2521,209243
fFXEw,2088-09-15,8613,835461
qYLhG,2027-10-19,9597,902118
VuEHV,2066-11-03,4263,353829
GlgRx,2091-04-11,4966,139048
nvdSW,2021-04-17,3993,195657
kOoCc,2108-05-17,4634,125118
UbVdI,2108-08-18,4195,331405
NssPe,2082-10-11,4581,160335
xFuoR,2076-12-15,6285,628500
DTMgX,2096-02-15,6589,566654
mlJlb,2063-12-28,6289,88046
ymBoG,2095-11-02,4562,282844
IaTIL,2092-09-26,2979,178740
RDRbk,2092-02-19,7466,724202
PEdzJ,2030-05-26,3817,343530
uvYKG,2039-08-27,9306,800316
kaKpY,2083-11-10,3535,42420
SeXAD,2039-12-27,3636,174528
QMmbL,2026-09-24,3378,155388
AGZKo,2083-05-19,7307,219210
TScRb,2098-04-08,4873,43857
KGAMJ,2105-10-06,4083,216399
JViUc,2030-09-02,6393,434724
KAhnw,2113-03-20,5850,198900
xhPHG,2115-08-27,4728,439704
ZSErb,2118-12-09,5063,394914
PuWMA,2071-04-21,4414,357534
IXpTk,2032-07-15,5350,369150
soqBT,2041-08-25,9283,491999
UYTSr,2089-09-29,6078,589566
cfLcc,2097-03-30,7945,413140
LCmQP,2072-07-19,8623,638102
zQebo,2074-09-07,7786,622880
hWvFA,2080-12-18,4545,209070
tqpRp,2033-02-17,5666,436282
hUecU,2077-06-07,9837,314784
wyZhm,2067-11-24,6778,54224
EOVmQ,2065-08-05,3246,94134
wdJWS,2092-04-09,9114,893172
vVlLg,2105-07-19,7786,233580
dvYIP,2117-08-17,2381,145241
EYsXj,2065-01-10,4524,212628
IJRUx,2114-10-27,4618,180102
BQvxj,2108-12-25,4771,200382
MZeaV,2050-03-08,6488,175176
GdwjX,2040-05-22,4527,334998
XzDRI,2072-03-17,5203,390225
SfoCb,2075-05-01,5308,31848
XHZpl,2059-06-21,4701,178638
qhGWw,2080-12-09,2416,210192
EyAMJ,2120-06-25,6671,560364
cOkai,2027-01-09,4498,409318
ErNKN,2022-03-18,3489,310521
LUZXk,2097-12-20,9729,933984
LCbTC,2022-04-15,6064,576080
