StoreCode,Date,TotalSales,TotalAmount
ukwKz,2091-03-24,9968,418656
fROpz,2071-01-05,7898,552860
SOpJC,2049-05-10,3030,175740
dEUJN,2099-01-12,8481,661518
SIymk,2051-09-29,3304,118944
dGlTK,2087-05-05,9206,745686
rKzml,2075-02-27,9409,564540
lbbAI,2055-11-25,2480,64480
DJjpR,2100-09-10,3519,24633
hejzM,2089-09-21,9115,674510
oZZEy,2065-08-01,8235,494100
HytDf,2091-03-09,6038,603800
ImKgR,2029-10-04,4290,111540
bzqhj,2021-09-08,8097,299589
JtNFm,2064-09-13,3340,173680
gIBGn,2065-07-06,2614,91490
BYHfs,2040-10-26,7195,143900
jSYfC,2045-02-09,9218,617606
XfDRz,2107-09-22,9369,712044
wuyow,2085-09-14,3834,322056
GhoWI,2046-10-13,3713,55695
LWALp,2072-07-11,9078,853332
kImZj,2109-10-31,3097,291118
xUZHW,2112-01-09,6120,575280
XHXCu,2073-12-06,5124,51240
LrRYP,2060-09-13,4851,203742
ZTCzx,2088-11-25,6268,557852
GaflA,2070-07-23,7008,133152
xXQVx,2116-06-15,9133,100463
yoPMM,2100-05-14,7259,203252
fnifp,2083-12-31,5867,187744
UBiHD,2064-07-07,8858,478332
pHkIy,2037-04-17,5795,417240
hAamr,2077-02-28,8817,626007
NGGPn,2050-07-26,4044,113232
PieYt,2037-05-13,3260,84760
BBviV,2041-08-17,4728,236400
WGIMR,2118-10-08,5049,328185
Fcoqj,2034-01-12,6371,178388
zxbcV,2091-03-19,5544,399168
aqXjv,2035-08-23,5365,402375
HwABJ,2032-11-20,6569,144518
pwxsm,2114-10-05,2200,39600
AxKjw,2035-06-28,5372,112812
KhQou,2032-04-04,2153,79661
FVLXv,2060-01-07,6175,253175
LzYQM,2045-02-19,5171,62052
eiFNn,2024-11-07,8143,806157
HTneU,2057-02-11,9575,105325
woWTU,2055-12-04,5625,309375
afDKH,2099-11-19,5352,219432
fXnQd,2043-10-20,8655,830880
nDWOq,2026-05-24,9179,725141
mgRkA,2059-05-09,2477,188252
rwALY,2119-10-07,7129,278031
