StoreCode,Date,TotalSales,TotalAmount
NDtjR,2053-02-26,6995,328765
kPsmd,2043-12-15,7120,99680
GeMWZ,2121-11-20,9232,886272
Dgwbu,2032-01-15,7924,689388
RJOUN,2073-11-11,6423,154152
KOOGk,2042-01-30,8838,265140
etwzA,2110-08-11,2010,34170
gkJwL,2052-04-14,2017,66561
TkCEQ,2069-09-24,5265,279045
mfVba,2068-05-14,3408,173808
iVjoX,2118-06-27,3259,250943
xNjcJ,2082-03-03,7020,182520
GQUGT,2110-07-09,7640,183360
YaHYp,2067-05-23,3110,124400
XPLIp,2039-05-10,7761,566553
KhXqf,2027-06-26,3442,220288
nBQnc,2023-06-19,3032,130376
TbFwW,2108-09-03,5098,458820
kNhde,2028-08-22,9020,63140
dhFID,2071-10-17,3266,104512
EZiaQ,2066-04-24,9798,313536
sLFmF,2097-05-23,4966,54626
toqFu,2055-02-18,9325,456925
PdveO,2094-04-14,7999,79990
BzZTV,2072-06-12,3205,298065
khBfg,2070-02-28,2002,50050
Brbyo,2073-08-22,2655,199125
hxCJQ,2090-12-04,6494,532508
PXenY,2117-09-12,9291,157947
cwtDX,2073-03-30,8113,543571
eUPbR,2080-07-04,4149,410751
WmlnQ,2039-02-23,9164,137460
kOlaN,2031-08-07,9299,902003
yrQct,2114-06-04,5868,76284
WJdpA,2051-01-17,5253,189108
fXWVR,2039-11-21,4487,363447
NMxTB,2055-03-28,3529,324668
pUtri,2038-05-10,6877,96278
wnZIE,2031-06-09,2016,82656
TgYFa,2025-12-08,8511,229797
aNprq,2078-05-15,9033,207759
FLcJk,2035-01-16,3277,19662
DsvRZ,2090-08-13,2721,269379
MUHIO,2022-01-12,7395,510255
PnQku,2060-07-22,4739,123214
auapI,2021-10-31,6056,205904
OgydP,2094-03-11,2440,156160
zFXxM,2121-09-01,5564,400608
zQzLp,2069-11-16,8659,173180
FIAJK,2062-05-09,5086,122064
fhhcY,2113-02-11,3165,186735
zghcv,2040-04-05,6237,436590
KIJls,2104-05-11,5587,480482
wdpvP,2047-03-13,2508,82764
fFXEw,2085-10-12,4243,93346
qYLhG,2038-03-09,7488,67392
VuEHV,2087-10-29,7533,165726
GlgRx,2106-07-30,3001,120040
nvdSW,2119-06-29,9039,253092
kOoCc,2059-02-08,5839,99263
UbVdI,2062-09-07,2044,10220
NssPe,2056-09-09,7699,200174
xFuoR,2079-09-14,9545,639515
DTMgX,2089-06-19,9400,770800
mlJlb,2077-07-13,3615,318120
ymBoG,2069-02-01,2731,191170
IaTIL,2073-01-30,2608,153872
RDRbk,2039-02-27,2615,188280
PEdzJ,2069-03-26,3807,34263
uvYKG,2091-10-17,3710,70490
kaKpY,2058-09-02,2166,10830
SeXAD,2026-05-31,4371,362793
QMmbL,2119-08-18,3332,296548
AGZKo,2033-04-06,7997,399850
TScRb,2047-10-28,2342,21078
KGAMJ,2046-01-07,8630,60410
JViUc,2121-08-12,5028,321792
KAhnw,2104-05-27,5521,82815
xhPHG,2061-05-25,8915,731030
ZSErb,2080-03-01,7386,435774
PuWMA,2053-09-06,3830,379170
IXpTk,2028-08-29,9199,837109
soqBT,2035-05-29,4602,124254
UYTSr,2086-07-20,9144,301752
cfLcc,2113-12-13,2372,130460
LCmQP,2088-09-18,7014,575148
zQebo,2101-02-20,3249,68229
hWvFA,2076-11-26,2989,185318
tqpRp,2036-10-17,4525,407250
hUecU,2026-06-26,8297,555899
wyZhm,2068-07-05,2692,223436
EOVmQ,2048-11-29,4716,103752
wdJWS,2068-05-14,4752,308880
vVlLg,2060-10-29,9674,48370
dvYIP,2050-01-14,5069,415658
EYsXj,2046-11-12,4912,221040
IJRUx,2073-07-18,7510,225300
BQvxj,2091-05-21,4817,366092
MZeaV,2109-07-27,6810,510750
GdwjX,2037-04-11,6804,299376
XzDRI,2051-01-19,6813,299772
