StoreCode,Date,TotalSales,TotalAmount
SJmMg,2093-10-16,7504,607824
eFaAS,2114-10-14,7810,648230
GAZpr,2073-07-06,3463,266651
RzlSK,2053-03-26,3240,272160
WxaxZ,2107-04-16,3751,198803
VwQUS,2097-06-28,7396,710016
wGTkG,2083-07-29,4308,51696
xhwRj,2048-08-13,6756,94584
SJElI,2028-01-28,4017,80340
KUzqX,2060-07-03,8572,522892
aPylH,2029-11-08,2522,156364
meNtD,2031-03-17,6854,130226
pIQTk,2053-05-05,6073,327942
ExDQm,2051-07-10,8001,720090
bXRMv,2034-04-24,5273,358564
yBnce,2027-04-08,4148,344284
scuvi,2033-07-04,2384,73904
pgqEq,2045-04-11,5269,474210
ytYLT,2102-01-01,6761,669339
LDiYP,2021-06-28,4037,286627
WKkXA,2071-01-06,6141,374601
ABviR,2031-07-13,8140,667480
hJegb,2092-10-14,6736,545616
HKTiq,2061-11-30,7754,434224
OHnow,2064-09-20,7249,115984
FlrAk,2073-09-25,4355,191620
RFgpa,2100-07-29,6977,97678
saQBN,2089-02-07,8757,683046
Jkjcg,2032-07-02,4120,218360
nPQjP,2114-02-25,9848,797688
NdXau,2038-01-30,7155,429300
eNHsM,2070-01-02,6027,566538
ntjoe,2111-03-05,8554,222404
uJhPn,2021-05-27,4980,109560
AXiBL,2054-05-29,5382,296010
CqZhn,2118-12-23,9812,981200
CYcPN,2033-09-13,5474,547400
DpXrY,2051-06-06,7324,190424
JZmGM,2102-05-22,7414,467082
NAqcA,2026-10-15,4154,203546
lTPEo,2090-10-09,6593,217569
sTXYe,2024-10-16,8123,89353
gsXOr,2023-04-27,5558,555800
YRwUE,2075-05-24,7146,235818
RHAuO,2073-05-31,6779,555878
INYMj,2087-10-04,6382,402066
qNgVE,2055-03-15,8298,157662
bPUCM,2118-10-02,7119,71190
NyHOc,2121-07-31,3531,338976
pwnlB,2088-03-31,5523,270627
jcBdh,2037-02-04,6950,201550
byOjC,2023-02-28,2642,237780
AaqJK,2030-01-18,9719,204099
tzcPa,2048-08-17,2972,225872
Hkqpu,2062-10-10,7094,198632
Iizvd,2047-07-22,9545,334075
RDqil,2107-09-13,7491,704154
uHVWC,2107-07-19,2672,80160
RJhmE,2109-08-11,6013,114247
XvqqP,2119-03-31,8671,537602
xWhJf,2103-11-18,2475,195525
yGLBj,2077-12-03,6264,68904
dNYXo,2049-03-24,2159,159766
synBh,2088-06-21,7541,467542
hgXTv,2045-01-12,7234,253190
QscgK,2048-04-29,6125,385875
uDZNS,2034-11-03,3413,238910
gYdPd,2103-01-10,4283,338357
swMcN,2104-10-15,4592,280112
huOCi,2037-07-19,9046,651312
XKpkB,2033-04-28,4013,108351
IQIoQ,2100-11-08,2586,118956
Pqibt,2106-06-19,5738,258210
QLYru,2042-08-17,9599,595138
prNjp,2048-12-04,2962,159948
ywDgw,2035-06-21,5786,266156
EOuGi,2076-03-24,3370,235900
qGCvQ,2031-11-12,6324,512244
IwMFG,2114-09-19,3280,164000
RNCWl,2060-02-12,7359,161898
iufYB,2098-09-07,5174,36218
anlBU,2089-08-27,6358,305184
SPPBt,2070-04-03,2571,197967
uDaMI,2072-04-17,2020,80800
abUtW,2065-09-26,5956,238240
bceYY,2021-04-21,5866,451682
yIpfP,2101-09-28,4749,394167
iapZh,2030-02-07,2981,202708
xqxiX,2040-07-27,3276,88452
GpVwe,2097-12-10,5358,58938
TfCjo,2042-04-22,4448,173472
uSIuL,2039-01-04,5770,507760
DKhMG,2053-01-19,4913,176868
UMzIr,2060-11-24,5918,396506
JEcPe,2105-03-19,7734,92808
dHOWb,2054-07-27,8970,80730
MTtET,2080-09-06,5940,463320
cDvSm,2042-03-19,8102,437508
YqlzQ,2115-09-17,6817,579445
TIIHZ,2063-08-01,4379,345941
tQEig,2032-06-14,7118,263366
zEpHg,2054-12-08,6414,532362
EJFNk,2105-03-21,8334,608382
AvbxV,2043-09-16,8839,689442
HpTWl,2108-11-01,2836,136128
QCjmN,2071-02-28,4420,300560
tzeZO,2082-09-27,3486,237048
Kwcjp,2033-12-14,7968,270912
pcROx,2060-11-19,9261,101871
gAMtd,2029-12-28,4915,412860
VjKsx,2050-12-06,4134,99216
svunt,2055-11-04,6439,231804
YuwRT,2092-05-17,4934,78944
hPeiL,2033-06-05,8170,637260
uadTG,2091-05-14,4494,431424
CcTQy,2092-05-09,9379,431434
MfVCP,2117-06-07,8779,254591
gfSXb,2026-09-05,3030,115140
GPemI,2076-09-21,8231,790176
LohWj,2085-06-05,7699,585124
AlHDZ,2032-01-11,9446,585652
rykeP,2047-01-26,5377,333374
hAfge,2070-05-01,4801,268856
HMraQ,2086-03-13,9220,497880
eRGZG,2022-06-04,3738,325206
BzeNi,2086-05-08,8616,723744
dnagi,2032-07-27,4991,284487
JIrDE,2042-05-20,5313,462231
hYddv,2023-01-06,2652,169728
NvIxY,2105-09-08,4082,97968
geUiu,2025-10-23,6105,451770
vFTOt,2024-08-27,6133,515172
rLEAw,2059-01-22,3620,170140
jTOEa,2023-01-06,7402,547748
UufKk,2071-08-13,6166,215810
NaMdF,2115-12-10,9913,267651
vGgMR,2084-05-20,8932,196504
pqzjt,2088-07-15,2554,130254
qoWVi,2093-01-01,8980,844120
EzcZR,2032-09-17,7116,241944
XdLFb,2079-06-03,5783,543602
WqIEX,2085-10-24,6846,533988
KsXVw,2086-01-16,7474,89688
pQOhV,2040-07-25,2448,164016
sQwdy,2082-03-05,9923,476304
jaMrl,2070-03-29,2158,133796
GRjmN,2053-01-08,7589,705777
emfQE,2040-11-25,7217,461888
wRGlS,2094-12-17,2529,247842
YxXHJ,2040-09-24,7851,526017
JHBjS,2045-02-11,3156,22092
vyoFP,2046-06-02,7203,302526
cIism,2119-12-19,9602,787364
OSbey,2043-12-25,8286,563448
RLQox,2048-07-02,6446,70906
DLXXM,2091-01-23,2004,70140
oFMyv,2112-12-01,7335,359415
FMBqm,2095-12-21,4518,253008
RNPtE,2057-01-11,3773,335797
zpakt,2067-06-04,8585,154530
NLIXr,2083-04-28,4296,386640
LWokn,2068-07-15,2144,173664
mEnMN,2032-05-21,8649,847602
jikCb,2032-02-03,2376,45144
hMhBO,2116-02-01,2919,207249
iPoPi,2088-08-29,5469,350016
dqwSi,2045-01-31,7491,681681
fQpRI,2089-10-16,3235,323500
PqbsG,2072-07-22,7577,606160
DTWMq,2066-05-14,9846,187074
gwbWS,2055-12-22,2128,204288
yaSLi,2101-01-05,3782,359290
NSXnP,2023-06-01,7055,112880
btuqq,2090-10-16,9494,854460
rGKjc,2117-01-19,4734,473400
AMajW,2066-06-20,8476,67808
zmeiH,2078-10-05,5904,419184
UodQV,2118-01-26,3647,54705
kFoXg,2039-08-17,9588,86292
aVuXr,2112-06-19,7058,183508
uCgMd,2105-06-27,6088,584448
hRuRL,2067-02-06,7942,397100
tBSGm,2102-09-26,4732,189280
QJNYu,2090-04-11,5204,202956
NUyOZ,2065-08-04,9457,151312
qSebG,2023-07-03,5752,368128
HXgiL,2031-04-14,5103,168399
dziKG,2051-01-08,4800,43200
xjIiO,2024-07-21,3075,83025
rpbLk,2121-03-30,4432,323536
DZcGC,2084-11-04,9964,548020
CRFfQ,2059-01-10,8585,721140
OiMKI,2098-08-22,8933,553846
