StoreCode,Date,TotalSales,TotalAmount
zcMQT,2076-04-11,6521,143462
oZZEy,2077-04-25,5681,499928
HytDf,2032-10-19,3009,228684
ImKgR,2022-11-04,4098,45078
bzqhj,2045-01-20,9722,962478
JtNFm,2029-05-15,7682,645288
gIBGn,2063-08-26,5665,317240
BYHfs,2088-08-16,2885,124055
jSYfC,2112-12-29,3590,337460
XfDRz,2072-07-04,5551,177632
wuyow,2035-11-10,7376,73760
GhoWI,2048-05-09,8377,268064
LWALp,2112-06-03,8948,769528
kImZj,2051-08-26,4332,212268
xUZHW,2109-11-12,6878,343900
XHXCu,2056-02-12,4561,214367
LrRYP,2073-01-21,5902,519376
ZTCzx,2069-08-16,4010,401000
GaflA,2033-08-01,9628,962800
xXQVx,2043-11-24,7606,60848
yoPMM,2116-03-31,8288,605024
fnifp,2067-09-13,6755,553910
UBiHD,2061-02-21,2772,30492
pHkIy,2108-12-09,9351,673272
hAamr,2096-10-25,6536,522880
NGGPn,2120-11-16,7712,269920
PieYt,2089-05-27,2821,95914
BBviV,2059-01-08,9423,763263
WGIMR,2042-01-06,6059,521074
Fcoqj,2115-08-12,8563,188386
zxbcV,2112-07-09,5155,433020
aqXjv,2022-11-15,9317,121121
HwABJ,2090-02-23,2611,83552
pwxsm,2064-10-05,4065,28455
AxKjw,2041-02-17,3962,257530
KhQou,2078-12-22,4828,333132
FVLXv,2043-10-29,8487,364941
LzYQM,2099-06-15,4498,152932
eiFNn,2104-04-25,8187,401163
HTneU,2037-11-18,6129,98064
woWTU,2113-05-07,7495,404730
afDKH,2026-04-08,3943,323326
fXnQd,2056-08-10,3759,37590
nDWOq,2052-12-29,9126,419796
mgRkA,2054-02-24,3179,130339
rwALY,2039-10-12,4238,165282
bGjFI,2053-04-09,9758,165886
OjAxV,2085-06-15,2388,121788
pliSK,2104-07-24,2029,95363
dkzSF,2097-05-02,8975,780825
MuwFP,2086-12-21,7288,568464
cfFWu,2088-01-10,2128,61712
xfVbw,2112-06-24,5282,158460
xBRCe,2117-10-15,2442,46398
AiXGp,2041-05-14,4867,403961
COxZZ,2111-06-03,3475,111200
DgDLy,2047-07-19,2820,67680
yqSqM,2104-03-01,8745,96195
KuELV,2062-08-17,6191,154775
LQmGM,2070-10-24,7470,388440
gMrrU,2049-10-01,2665,122590
yYKlJ,2043-06-20,2776,138800
vlExD,2107-08-20,8413,757170
unHPa,2045-11-21,7236,477576
Ijovy,2077-06-08,4584,137520
jPInm,2022-03-10,8616,827136
gkiUJ,2087-02-03,2235,129630
cSwhe,2057-03-03,4023,193104
zKGLk,2051-11-16,8275,91025
HRRep,2090-05-25,2134,153648
cAurE,2112-06-18,7134,370968
YhtWY,2049-12-27,6397,550142
eSItw,2103-02-02,8207,188761
flkSX,2055-08-21,9038,433824
ltOdM,2025-11-08,3671,323048
iwuQa,2111-04-15,3427,236463
KcZRO,2047-07-14,6477,472821
yGEPn,2110-02-18,6353,50824
ZPCiI,2112-10-23,8204,598892
clyey,2050-02-20,9115,410175
ptuHY,2097-01-04,5233,204087
DSLiG,2101-10-21,9062,144992
tkjTV,2115-12-25,9335,354730
jpOue,2063-10-28,6344,44408
gHtBk,2049-12-22,9600,144000
HaQbW,2025-05-05,5616,190944
lPFrF,2095-09-04,5097,158007
zNqnr,2098-10-23,9169,357591
oSLEf,2064-08-02,8352,484416
XOeGK,2027-06-27,7040,190080
MkhmR,2076-09-18,2866,226414
HDFVh,2108-02-12,9381,872433
bZNrv,2039-06-28,3813,190650
qqMRa,2120-04-29,10000,60000
yuPlp,2056-02-15,4154,162006
EgDVY,2062-06-15,4643,218221
oJRnH,2058-01-26,5232,83712
Ulvwf,2110-07-31,9702,388080
Zdkte,2095-06-19,2943,61803
vuCOP,2058-02-25,2355,120105
kLAcH,2085-09-12,2022,171870
XGhbO,2038-05-16,6195,216825
XQaHJ,2046-03-23,5399,107980
xHllz,2078-09-12,5806,371584
XEmIJ,2047-04-04,5607,179424
orpMr,2033-03-01,5720,514800
jyrvB,2105-01-06,3665,95290
DiWdM,2041-02-24,4925,98500
pJbdt,2027-06-08,8638,768782
aQesR,2073-09-05,4446,62244
yaVEF,2110-05-20,2257,78995
NRoJG,2021-04-10,7439,327316
aTfZz,2030-04-27,7163,164749
oWLEE,2034-10-21,3538,275964
yutoT,2026-10-08,5300,121900
dGvdC,2100-04-12,7053,119901
AYYHE,2068-04-24,2922,242526
Pqphe,2097-08-09,7556,75560
VZEKW,2095-05-06,9358,786072
WRVNv,2104-04-12,6952,563112
iHfaD,2022-12-20,7412,570724
alDAd,2027-04-27,8776,596768
flZxQ,2090-07-09,8332,66656
NoAhW,2071-01-25,4650,344100
MRUez,2075-03-17,3331,93268
jqVSB,2116-10-06,9808,392320
aEZLq,2077-06-23,9402,695748
jFHnp,2050-07-29,5119,40952
niuao,2023-03-24,5475,498225
uxoTY,2027-09-22,6946,326462
QfxWo,2109-05-28,3135,257070
AgdDr,2082-06-27,8895,889500
zDqyD,2111-02-09,2434,226362
DQdfx,2095-09-02,2583,121401
GrqPo,2031-03-18,3786,283950
eSTsG,2069-07-19,8340,758940
oqAWv,2081-07-19,7290,648810
TbVIw,2032-03-22,9865,345275
FCIWC,2106-09-11,9577,86193
wAqsT,2120-05-25,7366,500888
UmHsj,2089-01-18,6387,255480
aOMVv,2071-11-15,3970,273930
DgKsH,2103-04-01,4934,202294
XAQvR,2082-03-20,5558,305690
VMttA,2039-03-23,9761,302591
RMmcx,2074-06-26,2253,164469
fGpJo,2021-10-26,2753,24777
gQLfK,2037-07-09,7584,242688
NwOBS,2093-10-26,7199,64791
vpVkm,2103-10-31,9105,573615
BvaxX,2021-09-07,2577,113388
WkQEr,2044-12-04,5734,286700
NEJMD,2078-02-15,7600,319200
iWElQ,2078-10-12,8989,809010
uBeRU,2039-02-27,8880,79920
IGvms,2061-11-11,7270,334420
QtidG,2102-11-18,8846,592682
QAbBt,2090-05-04,7849,784900
