StoreCode,Date,TotalSales,TotalAmount
aNprq,2112-10-17,4233,249747
FLcJk,2069-02-28,9326,923274
DsvRZ,2046-09-15,3273,160377
MUHIO,2067-04-27,6778,576130
PnQku,2101-09-15,5909,525901
auapI,2027-07-18,9021,604407
OgydP,2029-10-30,2307,223779
zFXxM,2073-02-04,8867,257143
zQzLp,2087-08-15,6303,201696
FIAJK,2025-08-21,6454,464688
fhhcY,2101-11-13,5342,459412
zghcv,2109-01-21,8848,97328
KIJls,2054-02-22,9948,159168
wdpvP,2056-07-22,3772,350796
fFXEw,2021-01-24,9895,900445
qYLhG,2062-07-07,8365,485170
VuEHV,2035-12-18,4967,327822
GlgRx,2072-07-22,6159,375699
nvdSW,2093-12-06,9315,773145
kOoCc,2115-10-25,8755,595340
UbVdI,2103-03-11,8021,344903
NssPe,2073-06-29,6454,187166
xFuoR,2105-07-08,6284,590696
DTMgX,2084-05-10,2276,191184
mlJlb,2038-08-09,8679,763752
ymBoG,2073-04-01,9894,237456
IaTIL,2081-02-17,4711,433412
RDRbk,2119-07-19,9203,92030
PEdzJ,2089-10-27,5571,250695
uvYKG,2074-03-05,6181,142163
kaKpY,2028-10-26,9918,267786
SeXAD,2044-12-31,3824,336512
QMmbL,2022-10-02,8852,265560
AGZKo,2034-05-14,4353,365652
TScRb,2096-01-03,4342,334334
KGAMJ,2116-04-21,8359,618566
JViUc,2084-08-10,6874,625534
KAhnw,2121-12-09,7275,210975
xhPHG,2081-11-21,3138,153762
ZSErb,2070-07-03,2825,194925
PuWMA,2111-01-16,3169,301055
IXpTk,2109-06-02,2435,99835
soqBT,2074-02-21,6271,269653
UYTSr,2065-04-20,4208,256688
cfLcc,2072-06-25,4042,355696
LCmQP,2077-03-19,8247,404103
zQebo,2070-06-21,3697,218123
hWvFA,2104-10-22,6189,167103
tqpRp,2093-09-07,8781,772728
hUecU,2084-03-21,5360,80400
wyZhm,2107-10-18,7768,372864
EOVmQ,2113-12-29,5621,455301
wdJWS,2096-04-27,6028,343596
vVlLg,2112-08-09,3078,46170
dvYIP,2048-10-27,8038,265254
EYsXj,2060-09-22,8829,123606
IJRUx,2030-08-26,3736,268992
BQvxj,2026-11-11,8764,359324
MZeaV,2054-11-25,4992,154752
GdwjX,2121-03-05,5515,391565
XzDRI,2057-05-13,9337,280110
SfoCb,2106-11-11,5756,287800
XHZpl,2118-08-30,8006,752564
qhGWw,2107-02-13,9989,539406
EyAMJ,2063-03-28,9523,190460
cOkai,2115-10-05,8945,411470
ErNKN,2109-09-12,4588,302808
LUZXk,2052-02-17,3806,281644
LCbTC,2076-09-30,9771,488550
aFBqj,2042-06-29,2001,28014
LgLtU,2054-03-21,8160,179520
SVJuK,2088-12-03,7450,149000
VgqlC,2107-04-20,2249,184418
lNIwZ,2110-06-08,9237,517272
nrDwj,2046-09-23,3436,271444
mTYLg,2055-02-19,2423,191417
kZqaY,2103-10-03,5033,110726
biUrp,2040-02-19,4377,179457
dySwt,2101-02-22,5631,489897
nXTSo,2108-03-13,9658,473242
NYJYP,2057-01-25,8403,84030
TdqRz,2058-05-22,6900,234600
DLuNM,2032-02-28,6280,332840
iOdxH,2118-05-22,8889,764454
gKrAl,2024-01-29,9480,559320
qjOML,2120-04-29,2208,216384
vzFzF,2058-07-31,3447,196479
IedHV,2118-10-06,8021,96252
eZrvP,2049-04-04,6093,304650
iflfM,2042-12-24,5079,304740
ylIMC,2058-12-10,8479,483303
VMeqN,2040-09-23,6793,142653
AwOZr,2051-06-02,9399,836511
SiIRG,2062-02-01,9149,311066
KMQJh,2094-02-25,3147,302112
ZkYJi,2120-08-26,3501,105030
QivYi,2065-03-19,6970,132430
jdRdI,2121-06-30,7835,509275
dlRPu,2062-09-24,3477,232959
AEzua,2099-10-18,8466,414834
udeoO,2068-04-06,8516,246964
tIbkH,2024-08-03,4717,193397
jnckU,2089-10-20,3282,321636
