StoreCode,Date,TotalSales,TotalAmount
CbeQK,2055-07-29,6789,617799
ZBfsh,2065-08-17,4933,246650
FvhES,2098-10-29,4081,346885
ldomP,2031-11-30,8058,636582
QnFtv,2050-05-29,6363,445410
eQHIq,2051-10-26,6341,348755
rhihY,2056-11-05,4572,192024
ScgLy,2094-09-04,7674,729030
TxJsD,2091-08-10,8449,270368
XgfTL,2087-04-03,2570,169620
esjbO,2062-07-07,9419,131866
puVXA,2089-12-18,4660,274940
rEUwW,2033-07-01,9546,57276
hAomW,2034-04-22,3994,323514
HtCeM,2049-02-13,5282,58102
AhDNA,2069-02-16,4745,99645
KErsa,2086-05-11,9931,99310
bfbuU,2093-08-30,5617,466211
crBFQ,2084-04-13,9401,394842
mFdLN,2067-08-27,5632,557568
CVBrm,2077-02-24,6638,139398
qDQip,2120-08-13,9775,273700
KUxkt,2079-01-23,5063,318969
qQbgw,2107-06-13,3500,224000
FBeJv,2063-09-20,6944,430528
kJFpB,2087-02-19,8568,77112
glKdt,2094-10-11,2408,204680
Tocnf,2033-11-20,2455,206220
JcCWb,2071-09-26,5284,523116
pXHPq,2115-02-10,9272,278160
iRpPc,2114-08-06,3178,98518
CjhMA,2025-09-12,2734,196848
mwCWY,2077-12-19,5993,233727
BfPZz,2098-09-30,3114,68508
XAFCB,2120-12-27,6694,542214
hQLuY,2060-03-22,8196,65568
bKFVJ,2067-06-03,6286,446306
cCncM,2058-03-16,2606,132906
NmlOX,2084-12-07,2725,201650
Gmust,2023-04-01,5687,534578
Rxykd,2041-04-08,7855,714805
oWaGI,2085-10-23,6044,120880
RsycJ,2084-03-11,7021,603806
RLIcT,2025-01-06,5179,435036
xzYdQ,2074-07-06,5583,535968
vDyzg,2118-01-30,8176,98112
UlCVn,2027-06-22,2369,139771
FzEpU,2079-08-21,9891,771498
yBIot,2054-09-16,9724,622336
iyptw,2029-12-19,5997,191904
xutyH,2085-04-27,6497,233892
yJMiJ,2088-12-03,5898,53082
NDifr,2093-04-29,2387,205282
RLjJn,2081-02-05,4889,224894
ufPuW,2045-04-06,8827,229502
SLgwX,2050-11-01,6492,512868
NAEvs,2066-10-25,2460,199260
eABiL,2117-07-01,6615,661500
fQuLm,2105-08-25,9323,596672
ldnYd,2037-03-09,6137,128877
ltiCp,2042-08-10,2435,46265
HnpRj,2054-06-29,5834,513392
OTaJQ,2034-10-05,5402,97236
ISWmm,2070-10-25,7931,261723
DahmV,2108-02-13,2696,161760
nNdzJ,2120-04-24,4940,49400
blkyR,2028-11-18,2173,149937
WOYco,2098-02-22,2964,219336
pzkIS,2096-05-11,7598,243136
qeYBQ,2057-12-30,7455,603855
voZEK,2049-11-11,6070,297430
rpnBO,2089-10-14,9493,332255
ZVuTI,2044-08-17,4161,382812
BtlKJ,2035-11-12,9657,357309
RbQBt,2113-03-14,2785,119755
mZDVM,2115-02-10,9159,485427
SaNNh,2061-10-10,3784,105952
Ksnvj,2077-06-03,4688,93760
NlpJP,2035-08-28,9687,920265
qDBKc,2055-02-02,8853,566592
ELRhJ,2053-12-02,2379,223626
mZpJm,2053-07-28,3846,357678
Myijg,2066-05-03,4156,45716
HESXi,2043-09-07,4603,428079
zmKuF,2022-06-12,5401,399674
Zhwqx,2097-07-16,7077,424620
mrMBd,2094-05-21,9404,818148
gRnNs,2063-04-20,5296,508416
AEaYi,2069-01-26,7890,173580
auACm,2049-12-04,7126,320670
uxZcL,2068-05-28,9657,753246
LLHRI,2085-08-06,7191,402696
Gfuml,2060-01-22,4186,159068
xpWFE,2059-10-24,4032,290304
hzYwn,2066-02-09,4395,43950
asrDF,2074-06-18,4627,74032
WqXEo,2024-06-27,9514,371046
UzyND,2096-12-17,3612,180600
VfSTP,2082-03-07,3316,208908
KICbe,2119-08-30,2681,91154
arcPj,2097-10-16,4252,72284
xuXJD,2101-07-26,5470,273500
LncVn,2046-12-16,3068,36816
DpLms,2079-01-05,3735,134460
ukbYT,2091-04-01,2314,94874
LUaMu,2093-12-31,7414,741400
HlQhV,2097-12-06,3014,138644
xqytA,2042-02-15,8535,324330
yRrjt,2090-12-12,7441,327404
qnaRz,2086-07-08,5645,95965
bLEdL,2024-06-04,6685,387730
nBWsX,2028-06-16,8217,731313
YEDdv,2040-08-28,4236,55068
Huqaw,2030-04-23,9225,747225
VEMDU,2026-09-25,2612,52240
ScRaF,2115-10-21,7671,61368
IkEWb,2086-05-04,2502,177642
yUAkF,2092-04-12,6427,475598
vmMwF,2030-02-17,8373,50238
CxgDi,2043-07-12,8975,179500
EiFLE,2114-02-17,7382,738200
vebAI,2102-11-18,9692,523368
hjmEW,2059-09-10,4586,160510
XwqDz,2050-06-29,5826,565122
oTQNK,2055-09-04,9249,610434
yfCFT,2114-01-01,8514,383130
sqipH,2037-12-24,5854,351240
vKHum,2068-09-25,6931,228723
GJYlu,2049-04-20,3300,89100
XsQNB,2111-09-11,9950,636800
XyNYW,2092-11-19,3560,74760
KfNPE,2103-02-07,6816,620256
zWLjt,2025-03-16,9442,925316
LBZOO,2114-05-12,8643,380292
jBUyx,2084-04-20,9819,657873
BkcIO,2050-09-26,6583,493725
npohD,2054-10-18,8248,173208
oHlSy,2094-02-03,6973,251028
ORjNJ,2119-10-14,2326,153516
nMeRc,2079-07-10,8887,622090
KPZsa,2031-07-30,3189,309333
HjFMY,2035-05-17,9899,890910
ZfISm,2063-03-28,9109,792483
xdQSe,2032-10-13,9180,660960
WZjPt,2024-07-04,4066,248026
uJKMn,2061-01-30,5606,246664
ycZWf,2039-07-02,9816,569328
jzDgS,2031-04-16,3820,259760
ThCjH,2066-12-21,6230,286580
LHQkS,2114-09-04,7739,441123
sEorK,2096-08-26,5531,204647
mlKgn,2046-04-10,7222,296102
wywHO,2048-01-09,9614,182666
YBGmN,2090-10-17,7764,326088
jBTfn,2090-09-02,9438,726726
NxHAX,2073-01-26,9595,863550
BtXrB,2066-06-27,6182,74184
SIGvq,2066-02-18,3393,223938
YUuxM,2044-11-19,6993,594405
lIxwY,2069-12-03,6827,464236
WRTEU,2021-07-19,7502,420112
aYZse,2088-12-06,2444,48880
uGymu,2084-04-24,5854,35124
bdVkY,2067-06-14,7541,331804
xxxdQ,2059-02-17,4865,389200
TEoKF,2048-08-19,6717,335850
TqvHY,2032-11-19,7976,797600
YrCmK,2051-08-31,3822,152880
AyODv,2089-12-27,6843,615870
SLGvg,2035-04-18,2370,49770
xYRIJ,2113-11-18,7514,202878
mQdRc,2024-09-25,4896,367200
PTuRg,2034-07-24,5470,169570
sBYvZ,2102-07-03,7741,712172
obwvs,2087-11-24,7413,133434
FvafL,2082-03-09,2122,55172
Lophj,2034-07-30,8759,621889
kIGjc,2032-03-01,6966,313470
hzhfC,2023-09-23,5529,348327
VcTBw,2065-05-12,4460,35680
SJmMg,2118-09-09,6065,394225
eFaAS,2107-09-20,6480,466560
GAZpr,2065-08-15,2041,187772
RzlSK,2022-11-24,9803,147045
WxaxZ,2062-08-29,6561,282123
VwQUS,2086-03-15,5948,113012
wGTkG,2068-08-27,9110,255080
xhwRj,2111-04-03,4057,44627
SJElI,2080-11-30,9011,829012
KUzqX,2068-07-26,6372,254880
aPylH,2067-11-15,3712,263552
meNtD,2113-06-13,2896,280912
pIQTk,2057-04-06,2610,75690
ExDQm,2104-05-14,5019,356349
bXRMv,2048-06-13,3713,118816
yBnce,2045-04-05,5125,102500
scuvi,2033-02-01,3679,147160
