StoreCode,Date,TotalSales,TotalAmount
okJyN,2059-09-04,7897,521202
ThPsv,2051-07-22,7214,360700
VWPwm,2105-08-30,3535,95445
UdIGN,2116-06-19,4644,111456
rHBoM,2072-06-06,7211,612935
AjNQi,2100-06-06,9763,478387
nHGfU,2026-03-21,7256,261216
vwXuA,2024-08-16,2939,47024
ZJRDH,2090-11-24,5693,102474
KNnBR,2071-05-04,9193,450457
JubAv,2033-04-27,5093,402347
MJXcE,2113-11-02,6461,381199
lzuFZ,2121-09-12,2957,38441
NbkzT,2067-06-22,7615,502590
dbLLF,2116-08-31,2556,28116
CGXWX,2062-03-24,4779,477900
Lnbox,2034-05-13,3867,77340
OOCWw,2028-10-18,5735,447330
oJjpd,2088-09-25,5403,399822
gEHsH,2040-06-24,5116,439976
wzYak,2074-04-12,8049,668067
zgXpN,2070-04-16,3516,225024
oyfDZ,2096-10-15,5488,186592
OKaQl,2079-10-16,6191,482898
rNDTc,2080-09-16,4647,116175
vZRdZ,2101-03-26,3158,189480
PEvtn,2082-01-15,3573,200088
sYwQV,2121-12-05,7905,600780
KBwCt,2093-11-21,3544,248080
mPuGW,2044-09-29,4883,73245
yTBDy,2095-05-27,5404,356664
CueVE,2098-02-25,8042,755948
qkxue,2082-07-07,4259,195914
LYhDl,2035-06-25,6982,418920
gndlW,2083-08-20,5837,99229
Lmlko,2069-01-24,3474,170226
JWBfD,2034-03-27,2107,107457
bIJKs,2033-01-01,8855,239085
wqsBh,2112-10-22,2056,104856
UcLrz,2044-02-19,3394,210428
QOSbc,2046-01-22,8331,308247
sMqHg,2077-07-17,5430,466980
ehiBf,2097-05-16,6367,617599
ddZJd,2087-07-29,3463,301281
CrzOh,2036-12-25,7263,254205
RDaEM,2111-06-13,8649,665973
djmvH,2058-12-13,7617,91404
ndGUZ,2045-07-30,2693,223519
vOfCn,2043-12-30,5074,273996
BTaZB,2093-12-17,6084,249444
Bxwxe,2092-01-30,5222,485646
aaCPZ,2042-10-12,3158,148426
BlIdp,2043-05-26,8847,840465
VBYtQ,2087-02-02,3606,356994
ZpOOw,2026-07-12,8750,113750
fRyHQ,2065-07-26,7922,126752
ttEre,2048-11-25,2308,99244
XfzNT,2077-11-13,9706,582360
KFoSd,2062-09-27,2313,78642
WTDQv,2071-04-18,4170,37530
MkNMD,2038-10-08,8755,551565
KBamU,2053-02-28,6039,326106
xViNc,2075-03-01,8171,98052
gKIyA,2069-08-17,9032,279992
OdkJD,2100-05-26,7715,285455
zxAJF,2093-10-11,3966,190368
Igdvq,2047-02-02,9937,188803
wiIhA,2111-01-27,5715,165735
FnFgI,2035-03-23,6914,649916
wJMYW,2105-02-12,3327,73194
mjplW,2098-12-05,6273,112914
eDTeH,2106-02-04,8485,110305
TIOBi,2113-10-01,3224,270816
xwKsc,2098-07-01,2425,31525
stMiO,2024-09-25,4769,42921
HawXD,2076-06-11,2250,121500
rfDaa,2112-01-03,5615,454815
OXAud,2119-12-29,8393,629475
lglks,2050-06-22,7642,565508
nTacC,2064-10-18,8845,822585
SeDoA,2060-10-18,3368,188608
TGccw,2058-03-26,7895,434225
XBWmR,2118-03-26,2232,44640
gykMD,2068-01-16,2416,74896
wEQqZ,2071-07-27,7919,79190
NyJnU,2066-05-02,7240,195480
DXhHc,2044-04-16,7568,605440
qDvAh,2073-08-01,9266,203852
nUTHk,2117-04-29,8333,383318
acGxm,2034-07-08,7708,508728
shnja,2046-02-28,7517,52619
KFUGw,2100-05-09,9273,241098
UDpYo,2121-12-17,8106,640374
LplpW,2082-02-24,8232,642096
aZUOR,2086-05-05,6140,128940
FWGHn,2046-01-01,2451,166668
LtwFp,2082-04-08,2151,197892
bRHtm,2039-09-22,7895,173690
MkghG,2064-01-28,5943,404124
Ikadb,2100-09-04,9559,716925
HZIVT,2058-01-10,5496,252816
WDVmp,2039-10-06,6714,281988
ozDIX,2032-11-12,7780,155600
qIDXq,2086-01-17,4457,26742
CTQfN,2027-08-07,6160,603680
QgAhx,2068-02-11,2188,135656
slAcJ,2109-10-30,8347,367268
vmrLU,2112-08-28,9623,596626
yTHEh,2087-03-08,9475,94750
lGoVa,2074-08-27,2970,139590
IRJuG,2083-06-02,9840,610080
psBFq,2037-03-19,2731,73737
VbuxQ,2027-09-09,5590,447200
uKndT,2049-09-09,2282,34230
fxCIy,2097-04-14,5515,170965
zGyGG,2094-11-01,4906,24530
uAkbh,2066-10-21,4687,131236
EwABN,2047-12-06,2524,222112
bxvtl,2051-03-07,7097,660021
mqxxj,2043-10-06,2308,62316
tsOJz,2076-08-04,2242,82954
GzhSX,2115-12-07,9074,163332
kvryu,2044-04-18,2673,149688
ZwgUp,2098-02-24,7775,396525
NUeWz,2023-10-01,2043,122580
vKyIK,2083-01-21,2516,155992
AmWQO,2047-07-13,2575,92700
fQyRo,2068-06-17,7432,156072
hjPHN,2032-03-04,2418,55614
POqse,2120-02-08,4181,41810
EVDgI,2055-08-19,5705,57050
IPcfn,2076-07-27,7192,424328
MeMGs,2034-08-27,2593,199661
jAhpX,2026-08-02,8110,470380
uGDff,2047-11-01,3277,104864
gOkdO,2096-12-29,3898,257268
jWIre,2039-10-12,8147,537702
fHpMI,2040-12-10,4079,155002
lVMVN,2066-03-22,5205,202995
GSRWU,2109-09-28,5148,370656
idOvW,2086-06-09,9035,307190
VWqbE,2076-09-06,3892,276332
vLmKV,2047-10-12,8710,348400
aWOOV,2118-03-26,4667,135343
kRrkx,2051-06-07,3751,277574
QkEUL,2094-03-11,6501,318549
uFpQH,2074-10-18,4641,399126
rkxtL,2042-08-25,2425,160050
talwS,2116-04-29,7750,457250
UaAMB,2059-11-30,3552,174048
UAeYW,2112-02-18,5608,72904
eyUEn,2059-08-19,9232,424672
PjnUz,2053-03-15,8907,329559
ODyWO,2121-09-03,2207,174353
VHTBY,2037-09-14,5183,435372
qfuvj,2073-09-16,4349,43490
GWKlk,2075-02-17,6042,344394
uDRja,2120-04-05,4136,74448
xncbm,2023-11-26,2202,176160
QqxEp,2114-04-03,5245,288475
QrNwO,2052-03-07,8649,233523
Sahxf,2036-03-03,5060,409860
oRlni,2046-05-26,9412,564720
pWhCP,2060-09-06,9702,669438
nYIib,2062-08-31,4092,229152
lDLzU,2038-01-28,2479,240463
HSBSH,2027-08-20,9785,538175
Amagt,2067-05-03,3843,130662
eZQuo,2050-09-17,2171,45591
oUUDg,2085-02-04,6528,548352
CbeQK,2041-09-19,2709,148995
ZBfsh,2077-10-03,2642,158520
FvhES,2066-12-11,6505,286220
ldomP,2089-11-11,7021,308924
QnFtv,2084-11-19,8376,284784
eQHIq,2054-10-14,3854,319882
rhihY,2072-03-19,8421,159999
ScgLy,2073-12-26,8241,41205
TxJsD,2024-11-23,9978,379164
XgfTL,2033-11-15,5071,380325
esjbO,2029-12-29,2690,260930
puVXA,2065-08-14,8932,312620
rEUwW,2110-12-29,7454,506872
hAomW,2112-11-26,6713,563892
HtCeM,2100-03-12,6359,445130
AhDNA,2094-12-10,9548,334180
KErsa,2051-02-25,3785,295230
bfbuU,2058-10-30,3638,214642
crBFQ,2119-07-04,8335,50010
mFdLN,2068-06-10,4937,434456
CVBrm,2094-01-01,2844,62568
qDQip,2029-04-23,3847,250055
KUxkt,2046-08-11,4237,139821
qQbgw,2055-10-04,2194,204042
FBeJv,2031-03-10,2711,54220
kJFpB,2066-10-31,7391,598671
glKdt,2097-06-06,5838,432012
Tocnf,2051-11-17,3146,226512
JcCWb,2064-07-17,5144,329216
pXHPq,2073-12-01,7219,649710
iRpPc,2106-10-18,6312,309288
CjhMA,2034-11-11,8373,92103
mwCWY,2084-12-18,4479,241866
BfPZz,2100-05-25,5617,89872
XAFCB,2037-07-22,3407,221455
hQLuY,2102-11-01,8649,354609
bKFVJ,2037-02-04,2895,248970
cCncM,2023-09-26,8720,767360
NmlOX,2081-02-22,8925,392700
Gmust,2090-06-23,8256,817344
Rxykd,2026-11-22,2237,172249
oWaGI,2045-08-05,4207,143038
RsycJ,2067-11-01,3565,117645
RLIcT,2041-02-17,9673,851224
xzYdQ,2102-02-19,2628,262800
vDyzg,2083-05-07,2358,188640
UlCVn,2102-04-08,9967,169439
FzEpU,2111-01-09,4419,181179
yBIot,2100-05-09,7253,145060
iyptw,2042-01-14,4576,73216
xutyH,2074-12-30,6473,459583
yJMiJ,2078-11-07,5471,114891
NDifr,2067-01-11,9585,431325
RLjJn,2113-04-24,8179,466203
ufPuW,2039-09-08,2403,38448
SLgwX,2121-03-18,4195,218140
NAEvs,2092-05-30,9471,719796
eABiL,2093-12-02,8359,183898
fQuLm,2033-10-10,6016,481280
ldnYd,2110-01-23,4261,196006
ltiCp,2113-09-01,8776,465128
HnpRj,2074-03-17,8900,712000
OTaJQ,2057-05-25,7564,204228
ISWmm,2062-04-16,9008,900800
DahmV,2107-05-05,3096,80496
nNdzJ,2031-03-19,5550,277500
blkyR,2052-09-20,9302,223248
WOYco,2081-05-24,6148,295104
pzkIS,2120-09-10,9510,256770
qeYBQ,2097-03-11,3600,158400
voZEK,2036-10-19,2959,56221
rpnBO,2114-07-25,5256,346896
ZVuTI,2054-05-04,3773,116963
BtlKJ,2075-07-19,2127,17016
RbQBt,2099-09-18,7718,493952
mZDVM,2029-10-01,8236,807128
SaNNh,2087-11-23,9752,887432
Ksnvj,2055-05-01,5101,270353
NlpJP,2026-04-10,5565,155820
qDBKc,2075-03-12,2088,167040
ELRhJ,2028-12-05,9859,739425
mZpJm,2082-01-09,4707,461286
Myijg,2055-09-24,8312,249360
HESXi,2059-09-06,6281,150744
zmKuF,2038-10-23,3756,120192
Zhwqx,2053-04-21,6065,570110
mrMBd,2030-08-07,5860,152360
gRnNs,2104-01-06,9112,164016
AEaYi,2117-09-12,3461,138440
auACm,2093-10-04,8392,671360
uxZcL,2036-08-22,4601,156434
LLHRI,2079-12-13,2101,44121
Gfuml,2111-02-14,6309,346995
xpWFE,2080-09-15,7910,601160
hzYwn,2071-05-31,6775,575875
