StoreCode,Date,TotalSales,TotalAmount
WKkXA,2068-11-09,2969,130636
ABviR,2079-03-08,9161,769524
hJegb,2075-12-13,4999,419916
HKTiq,2099-02-24,8760,516840
OHnow,2025-12-09,8057,410907
FlrAk,2050-09-09,7781,116715
RFgpa,2028-04-09,2084,158384
saQBN,2094-05-24,7294,94822
Jkjcg,2022-07-27,3606,216360
nPQjP,2121-11-19,3374,185570
NdXau,2067-12-14,4240,305280
eNHsM,2112-10-20,7189,64701
ntjoe,2036-09-02,3706,203830
uJhPn,2103-03-08,5929,94864
AXiBL,2033-05-12,7132,577692
CqZhn,2068-06-26,5085,376290
CYcPN,2041-06-19,5461,212979
DpXrY,2075-09-24,7907,197675
JZmGM,2047-01-03,3553,85272
NAqcA,2117-09-03,6196,508072
lTPEo,2032-03-28,2578,224286
sTXYe,2057-09-03,7178,717800
gsXOr,2113-08-19,3495,59415
YRwUE,2036-05-14,9405,489060
RHAuO,2109-05-12,9574,823364
INYMj,2073-06-21,4433,305877
qNgVE,2109-03-31,9142,731360
bPUCM,2101-10-01,3367,127946
NyHOc,2105-06-20,5953,535770
pwnlB,2023-03-09,4124,259812
jcBdh,2046-03-02,3450,231150
byOjC,2119-06-13,2696,186024
AaqJK,2032-02-03,5148,56628
tzcPa,2028-06-18,7045,183170
Hkqpu,2081-01-27,8885,328745
Iizvd,2040-10-13,2892,52056
RDqil,2086-03-15,4756,38048
uHVWC,2095-08-03,7688,568912
RJhmE,2038-08-09,8960,680960
XvqqP,2082-04-07,9675,174150
xWhJf,2087-10-26,2261,198968
yGLBj,2049-06-11,5250,378000
dNYXo,2080-02-05,7668,291384
synBh,2067-01-24,7864,235920
hgXTv,2095-10-29,8785,87850
QscgK,2044-11-05,5304,477360
uDZNS,2112-07-28,7416,452376
gYdPd,2074-11-15,6901,41406
swMcN,2029-08-30,7898,134266
huOCi,2026-08-16,2037,116109
XKpkB,2115-12-09,9815,912795
IQIoQ,2059-06-20,2344,117200
Pqibt,2112-06-21,5614,538944
QLYru,2092-08-24,6281,288926
prNjp,2053-11-27,9574,765920
ywDgw,2072-03-20,4626,208170
EOuGi,2103-12-22,9291,148656
qGCvQ,2101-10-21,8685,460305
IwMFG,2082-11-22,4618,350968
RNCWl,2100-04-21,3005,252420
iufYB,2111-02-10,2298,199926
anlBU,2053-10-27,3652,339636
SPPBt,2107-03-01,2722,228648
uDaMI,2118-03-19,3844,272924
abUtW,2056-05-31,7878,39390
bceYY,2025-12-27,7525,699825
yIpfP,2094-07-01,3531,49434
iapZh,2036-04-14,5328,442224
xqxiX,2101-04-25,2417,38672
GpVwe,2047-11-17,8641,77769
TfCjo,2115-06-27,3085,166590
uSIuL,2100-08-19,9857,916701
DKhMG,2062-08-26,7757,752429
UMzIr,2029-07-10,4566,310488
JEcPe,2056-04-03,4224,346368
dHOWb,2097-09-27,8399,461945
MTtET,2075-12-18,4459,111475
cDvSm,2035-12-10,2833,133151
YqlzQ,2073-02-18,3090,302820
TIIHZ,2076-03-29,7998,311922
tQEig,2097-12-27,6777,271080
zEpHg,2065-12-17,6349,76188
EJFNk,2089-01-03,6451,399962
AvbxV,2113-06-03,9828,442260
HpTWl,2036-12-26,8576,145792
QCjmN,2115-05-04,7559,559366
tzeZO,2068-08-19,7092,290772
Kwcjp,2057-06-13,5271,374241
pcROx,2087-03-25,4952,247600
gAMtd,2035-11-21,2043,175698
VjKsx,2022-05-08,7995,439725
svunt,2115-03-18,6488,428208
YuwRT,2055-04-16,5261,305138
hPeiL,2022-12-19,4682,93640
uadTG,2046-08-12,5652,519984
CcTQy,2062-08-29,4592,404096
MfVCP,2111-01-18,3384,179352
gfSXb,2117-07-06,8996,62972
GPemI,2105-03-31,7180,502600
LohWj,2064-04-22,6891,489261
AlHDZ,2048-10-01,8497,356874
rykeP,2111-03-20,7258,638704
hAfge,2075-10-23,2221,102166
HMraQ,2066-12-25,3015,21105
eRGZG,2047-04-18,8576,720384
BzeNi,2084-02-07,2465,138040
dnagi,2036-11-23,9645,790890
JIrDE,2053-10-03,6688,662112
hYddv,2120-03-16,7144,521512
NvIxY,2056-01-30,3391,166159
geUiu,2035-07-25,4826,366776
vFTOt,2077-05-23,5284,317040
rLEAw,2082-01-25,7593,394836
jTOEa,2104-10-18,7983,423099
UufKk,2055-02-03,3622,126770
NaMdF,2034-02-25,2600,174200
vGgMR,2069-12-22,3060,110160
pqzjt,2093-08-20,9544,725344
qoWVi,2048-08-23,9938,844730
EzcZR,2100-06-10,8417,530271
XdLFb,2045-05-06,7619,236189
WqIEX,2108-12-01,6182,309100
KsXVw,2059-09-29,3234,206976
pQOhV,2040-03-13,9885,98850
sQwdy,2047-10-04,5444,185096
jaMrl,2055-11-12,7744,635008
GRjmN,2051-10-30,9307,930700
emfQE,2046-12-04,2041,183690
wRGlS,2110-11-01,6742,215744
YxXHJ,2043-07-13,5036,125900
JHBjS,2096-03-20,8014,64112
vyoFP,2059-02-25,9972,538488
cIism,2044-06-02,9634,115608
OSbey,2028-08-07,3748,101196
RLQox,2120-01-26,3732,231384
DLXXM,2040-02-04,7769,201994
oFMyv,2065-06-12,8083,323320
FMBqm,2054-07-12,5534,221360
RNPtE,2095-05-10,7414,645018
zpakt,2106-11-02,7868,338324
NLIXr,2030-07-07,8836,318096
LWokn,2069-05-03,4885,415225
mEnMN,2044-12-05,6292,402688
jikCb,2058-11-13,3112,174272
hMhBO,2052-08-21,7575,727200
iPoPi,2031-12-19,7252,522144
dqwSi,2103-01-22,3233,25864
fQpRI,2046-03-13,4809,226023
PqbsG,2022-02-24,3823,64991
DTWMq,2023-10-07,4916,132732
gwbWS,2116-12-20,8252,148536
yaSLi,2059-06-16,2664,66600
NSXnP,2076-02-07,8300,190900
btuqq,2098-11-08,2870,51660
rGKjc,2109-07-02,5084,30504
AMajW,2029-06-15,2924,84796
zmeiH,2117-11-22,4011,312858
UodQV,2089-10-22,8447,827806
kFoXg,2027-05-31,3757,281775
aVuXr,2063-02-04,3717,338247
uCgMd,2079-04-24,4409,220450
hRuRL,2039-06-16,2249,105703
tBSGm,2120-09-26,9171,220104
QJNYu,2077-04-19,4371,43710
NUyOZ,2051-08-06,4746,327474
qSebG,2030-12-28,5060,182160
HXgiL,2116-03-25,6248,331144
dziKG,2040-12-14,9083,417818
xjIiO,2088-07-01,3196,284444
rpbLk,2048-03-29,4510,126280
DZcGC,2091-06-02,3507,189378
CRFfQ,2095-02-16,7100,198800
OiMKI,2029-05-18,9200,147200
BTAjc,2105-06-02,2406,115488
XXAjT,2093-08-16,2782,253162
IsNDn,2071-11-10,3374,212562
QaUMN,2047-07-18,7501,232531
wurcK,2093-01-22,9777,215094
kpmEp,2040-10-28,8544,205056
iyUdi,2073-01-26,7809,491967
TUqOz,2048-01-28,7204,100856
TQhEH,2086-04-13,6804,394632
vNjvh,2098-11-11,3509,340373
nCpCR,2093-02-17,2780,22240
OisEW,2032-06-30,7466,67194
rzWpv,2102-09-25,8337,275121
raUeR,2049-08-05,6983,307252
Nmidn,2042-11-16,9841,787280
TFkna,2102-12-23,7629,38145
fwNoW,2063-01-03,4886,234528
Pfnjx,2077-08-25,2583,118818
gnIxY,2085-07-30,6300,598500
eQsqH,2064-01-28,8641,190102
ekYdJ,2055-12-10,3973,286056
UqncH,2099-09-23,9260,416700
bHvQY,2112-01-07,3809,26663
ooFMl,2048-06-16,3214,134988
BHMMR,2068-02-24,7115,199220
iNHre,2032-07-24,9903,584277
vneIJ,2041-09-05,9249,758418
LtozY,2092-03-01,7500,225000
rDduE,2055-02-02,6585,283155
yfBSp,2095-05-15,7393,288327
hlorh,2052-01-05,6425,603950
hFHEe,2078-11-06,3574,46462
ueVpT,2105-01-27,8250,816750
kARRM,2064-08-18,5027,261404
HeRgG,2090-07-29,4812,197292
KtVeF,2021-05-08,7590,60720
TYMCc,2052-10-14,4593,73488
rPlyx,2073-07-14,5863,328328
RwoJX,2082-03-12,9473,303136
RnfWE,2067-07-10,3728,208768
dLNJC,2036-11-28,7556,551588
wRVSD,2089-03-14,7187,503090
naVXO,2110-06-13,5707,302471
Vhrir,2091-09-09,3495,311055
xnqgV,2087-04-19,5547,327273
UAlSz,2105-05-10,3851,180997
soSos,2097-08-16,3189,172206
pBadJ,2023-11-27,5927,438598
DiAjh,2033-02-14,5244,288420
MGHhA,2114-10-12,2745,161955
rWKmx,2097-07-29,4004,264264
JuHHk,2068-04-25,9988,279664
gosJF,2076-08-22,8466,838134
wEXNf,2095-01-22,8437,421850
erENa,2024-01-03,9884,197680
KIYze,2070-10-29,9799,460553
ZITXO,2060-09-14,2703,105417
ukwKz,2067-04-24,9530,857700
fROpz,2055-01-08,6021,409428
SOpJC,2025-02-17,2156,163856
dEUJN,2113-05-21,9391,845190
SIymk,2063-01-07,8057,120855
dGlTK,2068-01-03,5759,253396
rKzml,2051-03-20,7138,164174
lbbAI,2102-09-07,6565,288860
DJjpR,2030-05-27,4691,342443
hejzM,2054-08-18,4280,89880
oZZEy,2103-12-30,6341,259981
HytDf,2102-11-08,3250,266500
ImKgR,2023-05-04,3729,197637
bzqhj,2089-03-04,3391,54256
JtNFm,2056-04-04,2950,103250
gIBGn,2100-02-05,8458,608976
BYHfs,2074-03-29,9502,133028
jSYfC,2118-10-07,5636,512876
XfDRz,2110-11-10,3974,302024
wuyow,2074-09-29,8702,574332
GhoWI,2096-01-19,5906,259864
LWALp,2035-09-20,4048,360272
kImZj,2119-04-12,7547,437726
xUZHW,2029-03-02,4830,376740
XHXCu,2083-03-21,9977,219494
LrRYP,2088-02-27,5610,448800
ZTCzx,2060-11-14,7483,209524
GaflA,2105-08-28,6408,185832
xXQVx,2083-07-31,5469,437520
yoPMM,2108-06-03,5615,308825
fnifp,2021-07-17,6168,104856
UBiHD,2073-09-22,2770,163430
pHkIy,2111-08-23,6548,405976
hAamr,2026-04-06,5104,270512
NGGPn,2049-09-06,7778,85558
PieYt,2082-11-19,7258,137902
BBviV,2053-02-04,6825,184275
WGIMR,2080-01-17,6087,480873
Fcoqj,2023-01-24,6244,43708
zxbcV,2110-11-02,2842,150626
aqXjv,2097-05-14,9275,343175
HwABJ,2047-03-09,2110,147700
pwxsm,2118-04-09,8083,630474
AxKjw,2054-04-29,8310,58170
KhQou,2063-10-17,7458,171534
FVLXv,2055-03-15,7126,669844
LzYQM,2087-04-10,9687,464976
eiFNn,2071-01-02,8899,186879
HTneU,2069-09-08,3611,86664
woWTU,2023-05-01,6188,538356
afDKH,2103-10-16,9693,765747
fXnQd,2053-09-18,2466,145494
nDWOq,2086-04-15,8645,561925
mgRkA,2111-02-18,8981,538860
rwALY,2029-11-12,4515,320565
bGjFI,2068-09-29,9125,492750
OjAxV,2066-01-15,4729,345217
pliSK,2034-02-10,9797,205737
dkzSF,2034-06-17,4154,132928
MuwFP,2107-12-12,2874,86220
cfFWu,2084-06-30,2673,37422
xfVbw,2065-05-31,7953,373791
xBRCe,2022-05-02,3010,126420
AiXGp,2085-07-19,9500,807500
COxZZ,2110-06-10,7981,199525
DgDLy,2026-11-28,2034,189162
yqSqM,2028-05-28,3939,133926
KuELV,2090-03-28,2446,114962
LQmGM,2049-10-23,2875,31625
gMrrU,2096-08-06,9986,659076
yYKlJ,2022-06-18,7549,75490
vlExD,2036-08-08,4904,201064
unHPa,2069-04-10,8160,816000
Ijovy,2022-02-18,2625,94500
jPInm,2034-05-08,4354,195930
gkiUJ,2082-04-09,2429,111734
cSwhe,2079-05-23,3038,33418
zKGLk,2073-06-30,9064,154088
HRRep,2048-10-30,4028,132924
cAurE,2028-01-17,9192,386064
YhtWY,2097-08-28,5348,336924
eSItw,2105-07-17,4115,312740
flkSX,2087-02-20,5686,136464
ltOdM,2061-10-14,7671,767100
iwuQa,2063-11-13,3926,302302
KcZRO,2093-04-09,3269,94801
yGEPn,2035-04-14,4986,214398
ZPCiI,2073-08-06,5261,420880
clyey,2059-09-10,5171,387825
ptuHY,2110-04-24,9012,747996
DSLiG,2074-01-18,5765,403550
tkjTV,2074-10-13,5911,472880
jpOue,2085-12-09,2917,215858
gHtBk,2035-05-10,3692,239980
HaQbW,2058-02-01,6630,179010
lPFrF,2095-06-11,5561,216879
zNqnr,2037-02-23,8698,69584
oSLEf,2040-06-22,4441,115466
XOeGK,2110-11-19,7219,295979
MkhmR,2040-05-25,3240,22680
HDFVh,2054-08-09,7451,745100
bZNrv,2076-12-09,8438,371272
qqMRa,2063-03-02,7171,415918
yuPlp,2109-08-05,2181,181023
EgDVY,2054-06-27,5427,260496
oJRnH,2105-03-26,2559,58857
Ulvwf,2075-04-18,7610,289180
Zdkte,2117-07-31,2381,85716
vuCOP,2070-11-09,2290,135110
kLAcH,2047-09-16,8920,651160
XGhbO,2115-03-31,9721,651307
XQaHJ,2069-04-20,2810,42150
xHllz,2053-09-03,6549,288156
XEmIJ,2023-10-27,3748,93700
orpMr,2087-02-09,7204,244936
jyrvB,2081-05-28,7953,747582
DiWdM,2071-02-14,5625,506250
pJbdt,2055-01-30,2901,211773
aQesR,2039-09-24,3433,68660
yaVEF,2106-09-28,7241,340327
NRoJG,2057-05-10,8723,444873
aTfZz,2056-07-19,9624,769920
oWLEE,2061-04-29,4182,372198
yutoT,2093-11-30,4778,124228
dGvdC,2075-09-26,6400,217600
AYYHE,2051-07-09,6685,260715
Pqphe,2032-10-27,4333,389970
VZEKW,2072-03-29,4271,196466
WRVNv,2089-09-03,2031,28434
iHfaD,2034-04-07,5732,246476
alDAd,2022-07-19,4777,148087
flZxQ,2093-12-27,6068,600732
NoAhW,2062-08-13,2384,107280
MRUez,2107-08-06,4858,403214
jqVSB,2042-12-08,8539,546496
aEZLq,2053-02-10,6754,648384
jFHnp,2096-08-31,5906,377984
niuao,2109-09-28,7102,85224
uxoTY,2117-01-21,5037,266961
QfxWo,2070-06-28,8617,396382
AgdDr,2092-06-25,4805,139345
zDqyD,2118-05-07,3367,265993
DQdfx,2064-01-29,2808,261144
GrqPo,2031-06-07,4159,103975
eSTsG,2063-02-05,5397,318423
oqAWv,2024-05-21,6996,398772
TbVIw,2087-05-29,2152,21520
FCIWC,2115-02-22,7110,49770
wAqsT,2077-12-13,5879,117580
UmHsj,2053-12-16,2679,150024
aOMVv,2065-05-07,8977,745091
DgKsH,2067-03-04,3154,280706
XAQvR,2046-06-13,7845,353025
VMttA,2085-05-10,9233,572446
RMmcx,2038-01-01,8518,655886
fGpJo,2039-12-06,6371,172017
gQLfK,2074-10-15,2986,137356
NwOBS,2105-10-10,7629,564546
vpVkm,2061-02-24,5506,479022
BvaxX,2037-07-30,4098,110646
WkQEr,2114-07-15,7123,612578
NEJMD,2091-08-22,9301,864993
iWElQ,2035-04-09,8446,506760
uBeRU,2058-10-29,9124,310216
IGvms,2064-08-04,4053,178332
QtidG,2086-01-19,5596,33576
QAbBt,2044-04-20,9928,704888
GlqCH,2055-07-03,8769,394605
clIpF,2072-05-15,6080,437760
hgYlA,2052-01-27,6762,405720
GXuAF,2103-02-06,7545,271620
aTYKa,2111-12-22,5389,447287
jDKYr,2114-08-21,6276,583668
HpDxV,2039-06-24,7496,284848
yKFQJ,2099-01-11,4002,224112
mYRzy,2117-08-07,4490,193070
YbrVf,2120-07-08,6819,122742
OnxjQ,2028-12-29,4059,129888
TSqRr,2021-09-04,7480,134640
NDtjR,2057-03-07,8290,373050
kPsmd,2048-04-11,5651,469033
GeMWZ,2114-05-24,4223,206927
Dgwbu,2090-09-22,8737,419376
RJOUN,2091-07-11,2692,34996
KOOGk,2103-12-19,9485,607040
etwzA,2119-08-23,8820,220500
gkJwL,2083-09-30,3889,120559
TkCEQ,2028-07-23,8562,282546
mfVba,2073-10-12,6348,609408
iVjoX,2046-04-27,6680,387440
xNjcJ,2080-04-17,6780,250860
GQUGT,2092-03-20,7142,614212
YaHYp,2058-11-11,5326,287604
XPLIp,2067-06-23,4047,149739
KhXqf,2075-06-26,5410,530180
nBQnc,2048-11-16,4918,368850
TbFwW,2057-04-14,6244,131124
kNhde,2077-12-28,8910,623700
dhFID,2099-01-08,7628,244096
EZiaQ,2074-10-21,4611,258216
sLFmF,2110-02-22,9628,712472
toqFu,2024-10-31,5423,330803
PdveO,2028-07-07,3728,339248
BzZTV,2035-10-04,7168,551936
khBfg,2040-09-07,3359,67180
Brbyo,2078-05-10,6863,336287
hxCJQ,2096-03-07,2865,123195
PXenY,2072-02-01,9351,850941
cwtDX,2030-02-26,7753,721029
eUPbR,2076-07-29,3550,124250
WmlnQ,2117-12-05,3127,62540
kOlaN,2115-11-13,9303,865179
yrQct,2041-03-31,9901,148515
WJdpA,2084-11-27,5929,474320
fXWVR,2113-10-28,5404,91868
NMxTB,2079-08-01,5192,436128
pUtri,2053-01-01,3058,281336
wnZIE,2051-07-25,9560,659640
TgYFa,2092-06-07,9526,762080
aNprq,2021-10-08,9340,728520
FLcJk,2028-07-21,6806,68060
DsvRZ,2042-11-14,3260,58680
MUHIO,2063-03-15,6465,374970
PnQku,2087-08-20,8223,731847
auapI,2060-04-26,9224,267496
OgydP,2079-09-14,6644,265760
zFXxM,2073-10-23,6254,625400
zQzLp,2064-08-24,8045,530970
FIAJK,2096-12-06,3499,31491
fhhcY,2098-03-18,4709,127143
zghcv,2104-05-26,7944,39720
KIJls,2077-03-29,4044,359916
wdpvP,2115-09-21,2992,185504
fFXEw,2090-06-02,3837,337656
qYLhG,2069-05-03,8106,510678
VuEHV,2080-05-04,6760,67600
GlgRx,2113-03-15,8178,736020
nvdSW,2109-12-24,2141,38538
kOoCc,2059-11-13,6279,207207
UbVdI,2104-08-18,6594,408828
NssPe,2031-05-06,8501,331539
xFuoR,2063-12-11,6365,229140
DTMgX,2051-05-14,8016,176352
mlJlb,2045-11-22,5852,403788
ymBoG,2047-12-17,7058,402306
IaTIL,2021-06-11,9398,657860
RDRbk,2077-04-14,7175,57400
PEdzJ,2117-09-13,4836,430404
uvYKG,2053-10-23,9458,662060
kaKpY,2112-06-11,2770,180050
SeXAD,2105-05-13,9619,817615
QMmbL,2104-09-27,7752,364344
AGZKo,2061-03-03,5931,569376
TScRb,2104-07-24,7052,119884
KGAMJ,2057-07-06,6405,320250
JViUc,2117-08-31,2671,109511
KAhnw,2073-11-17,5279,438157
xhPHG,2087-05-07,7541,550493
ZSErb,2111-11-30,4137,177891
PuWMA,2049-07-25,2110,52750
IXpTk,2119-10-19,2379,104676
soqBT,2092-09-19,3611,259992
UYTSr,2047-04-05,4727,42543
cfLcc,2105-04-14,6502,396622
LCmQP,2022-10-08,2850,57000
zQebo,2028-04-13,7755,736725
hWvFA,2083-07-27,2774,257982
tqpRp,2023-08-09,6484,304748
hUecU,2071-07-05,4739,85302
wyZhm,2089-12-04,5325,42600
EOVmQ,2085-10-09,8331,266592
wdJWS,2029-12-15,3740,112200
vVlLg,2056-12-23,5101,331565
dvYIP,2099-08-22,9574,76592
EYsXj,2033-03-13,2365,144265
IJRUx,2102-04-06,8308,415400
BQvxj,2074-11-01,7286,109290
MZeaV,2085-07-31,4180,384560
GdwjX,2021-05-20,8117,584424
XzDRI,2086-10-09,4925,54175
SfoCb,2066-08-29,8789,114257
XHZpl,2118-02-10,2374,197042
qhGWw,2026-07-19,8588,635512
EyAMJ,2101-11-02,8533,162127
cOkai,2047-12-01,6795,33975
ErNKN,2025-07-24,7439,476096
LUZXk,2038-10-29,3226,248402
LCbTC,2032-08-28,3138,56484
aFBqj,2111-12-17,8647,734995
LgLtU,2055-09-05,7053,359703
SVJuK,2121-12-19,7748,697320
VgqlC,2024-11-26,7135,649285
lNIwZ,2116-11-10,5589,329751
nrDwj,2075-12-14,6225,74700
mTYLg,2038-07-24,5768,144200
kZqaY,2089-09-21,2461,108284
biUrp,2100-07-25,6607,594630
dySwt,2052-08-10,9919,674492
nXTSo,2082-12-18,3998,383808
NYJYP,2038-07-28,4281,389571
TdqRz,2026-06-13,2152,53800
DLuNM,2115-04-24,2676,187320
iOdxH,2072-04-11,8597,68776
gKrAl,2034-01-21,4817,207131
qjOML,2031-07-29,3654,160776
vzFzF,2088-06-24,5137,210617
IedHV,2061-02-21,5407,291978
eZrvP,2099-02-13,3378,283752
iflfM,2082-05-15,2432,192128
ylIMC,2104-06-20,7517,67653
VMeqN,2078-03-08,4656,246768
AwOZr,2078-03-21,4043,125333
SiIRG,2034-03-17,3020,39260
KMQJh,2058-06-18,3619,224378
ZkYJi,2029-06-19,4471,98362
QivYi,2065-04-18,6234,112212
jdRdI,2066-06-14,4036,28252
dlRPu,2071-10-18,5151,515100
AEzua,2052-04-30,4245,309885
udeoO,2107-06-06,8263,99156
tIbkH,2054-05-08,2535,187590
jnckU,2106-01-16,8373,209325
UqKHU,2045-08-28,6173,487667
fvvzF,2043-04-04,3490,136110
ubBvJ,2115-11-10,3646,51044
jcBKP,2118-01-01,3798,364608
MZufH,2081-06-04,9468,539676
leBWA,2021-08-19,6081,334455
FZkIh,2091-04-17,8366,234248
QcxGX,2099-11-26,7136,663648
OYDFS,2066-09-01,8271,248130
CWpDO,2111-11-24,9234,212382
yMpVe,2057-03-28,6940,215140
NHPBK,2023-04-18,3252,198372
BTfXS,2110-12-30,9549,954900
GYwgd,2094-11-04,3275,275100
SJHSM,2058-06-14,7948,397400
eaOwZ,2057-09-12,7671,299169
GegCn,2049-11-03,2970,80190
CVdHm,2101-09-16,9034,469768
piDSU,2084-11-10,3384,121824
uHFdq,2055-02-26,3577,286160
VBvsZ,2120-08-11,5830,443080
OaonV,2022-11-02,6100,445300
WxCuC,2113-04-13,9063,299079
lrdmQ,2118-05-31,8378,645106
XDBOn,2113-05-13,3497,276263
zKiCg,2081-08-30,6521,384739
GhWjC,2044-09-02,2767,143884
rLgcW,2026-08-14,2835,42525
Kmhev,2049-07-16,8468,745184
JMnTL,2058-04-22,4352,169728
tygbv,2119-03-20,2051,86142
KSaTN,2078-11-28,9127,319445
kYhLY,2032-07-14,5876,376064
IQpeV,2073-12-22,8438,759420
SSGhM,2085-01-12,9500,161500
qMQqC,2047-07-09,9106,245862
iaKlv,2096-04-29,4045,113260
uTDfX,2097-06-10,3247,285736
EywWq,2047-08-16,9497,930706
YsTui,2043-08-12,6374,388814
KNCJS,2079-04-16,4530,335220
WuKsx,2040-01-24,4316,375492
ANVEy,2078-06-22,5297,185395
UWaYX,2081-08-09,4750,52250
ssYLB,2075-09-07,2238,69378
setOB,2112-10-11,4985,353935
hsrSA,2079-01-06,7241,181025
kqluk,2061-10-03,7013,119221
JYZuR,2040-04-22,2803,218634
STRTS,2048-12-18,6420,218280
qTePA,2084-06-27,2909,139632
mSMBw,2107-10-27,5575,412550
dDwYL,2058-12-14,7561,506587
Xgsru,2050-04-27,9268,194628
ZetEh,2120-02-07,2674,123004
vlvxB,2075-09-06,7448,610736
PGFlN,2088-04-29,8980,161640
hwJkd,2094-10-27,5637,67644
jtVyk,2094-06-27,7743,402636
rbgKb,2055-12-31,8041,410091
DUdIG,2107-05-26,5879,205765
GYZVK,2098-09-09,2214,166050
QliAf,2115-02-26,5660,543360
NlLfn,2083-09-30,5431,271550
tmKjH,2102-10-06,3293,223924
kqimz,2063-03-01,2175,208800
slAfl,2106-04-23,3544,145304
Vahai,2098-04-14,7411,125987
tXPLn,2087-09-12,2811,148983
ePGqv,2080-09-28,5820,98940
zCCRP,2029-05-20,7662,337128
hMOUE,2102-06-18,7299,722601
ntrCa,2105-01-20,5518,380742
GmWQr,2103-10-02,9596,211112
egwMA,2047-06-22,6079,553189
HaEgD,2049-04-16,2760,165600
xdCJc,2038-12-29,9955,597300
okJyN,2075-05-29,3831,61296
ThPsv,2040-12-18,3192,150024
VWPwm,2096-10-08,5634,461988
UdIGN,2040-10-11,8427,657306
rHBoM,2118-06-21,6965,515410
AjNQi,2039-11-17,4165,87465
nHGfU,2092-09-25,6284,238792
vwXuA,2062-05-14,2239,17912
ZJRDH,2051-01-12,6593,79116
KNnBR,2040-12-20,9142,813638
JubAv,2106-03-27,6326,322626
MJXcE,2053-09-03,3445,316940
lzuFZ,2021-05-14,5454,32724
NbkzT,2079-02-07,4075,69275
dbLLF,2055-11-22,3543,347214
CGXWX,2072-09-26,9071,390053
Lnbox,2112-10-07,5180,233100
OOCWw,2054-07-10,8038,626964
oJjpd,2119-02-10,8497,654269
gEHsH,2080-01-05,6247,530995
wzYak,2062-06-11,9729,710217
zgXpN,2080-01-29,3656,127960
oyfDZ,2115-08-19,8832,105984
OKaQl,2051-05-02,2300,27600
rNDTc,2031-03-09,3298,237456
vZRdZ,2044-09-15,3190,111650
PEvtn,2022-11-29,9349,430054
sYwQV,2034-03-03,8592,824832
KBwCt,2055-01-01,2167,169026
mPuGW,2085-06-09,6262,394506
yTBDy,2067-04-12,3603,223386
CueVE,2055-07-13,2039,150886
qkxue,2115-06-26,5833,204155
LYhDl,2073-01-29,6163,591648
gndlW,2037-06-03,2654,204358
Lmlko,2036-11-20,4776,52536
JWBfD,2061-09-18,3574,121516
bIJKs,2034-08-15,4078,293616
wqsBh,2076-09-30,5252,147056
UcLrz,2065-04-10,9416,188320
QOSbc,2087-10-16,8779,798889
sMqHg,2108-02-21,7348,389444
ehiBf,2051-06-23,6406,627788
ddZJd,2095-09-27,4534,140554
CrzOh,2098-07-03,4001,144036
RDaEM,2068-11-16,4770,391140
djmvH,2076-04-13,2061,123660
ndGUZ,2033-08-10,4180,238260
vOfCn,2086-04-06,3323,225964
BTaZB,2109-02-12,7686,238266
Bxwxe,2114-03-06,6245,149880
aaCPZ,2041-08-07,2688,21504
BlIdp,2068-10-07,5964,453264
VBYtQ,2032-03-13,9317,642873
ZpOOw,2048-08-09,2153,30142
fRyHQ,2070-03-08,4459,419146
ttEre,2026-07-08,4302,240912
XfzNT,2083-08-05,4240,394320
KFoSd,2045-05-19,7650,114750
WTDQv,2026-08-13,4373,314856
MkNMD,2032-07-28,6686,461334
KBamU,2111-10-27,2079,37422
xViNc,2096-05-09,6353,95295
gKIyA,2048-09-08,3847,100022
OdkJD,2070-08-25,5472,508896
zxAJF,2053-09-10,9906,931164
Igdvq,2097-11-10,3370,43810
wiIhA,2051-12-21,7359,588720
FnFgI,2110-05-29,7854,337722
wJMYW,2021-08-04,8786,606234
mjplW,2027-07-07,9602,86418
eDTeH,2099-06-01,6359,337027
TIOBi,2092-02-17,7160,429600
xwKsc,2118-10-08,4430,363260
