StoreCode,Date,TotalSales,TotalAmount
SeDoA,2044-08-28,7692,446136
TGccw,2037-11-11,7570,605600
XBWmR,2040-07-03,8380,787720
gykMD,2042-12-31,8610,258300
wEQqZ,2066-06-21,4224,304128
NyJnU,2098-08-21,7985,215595
DXhHc,2120-02-06,9685,116220
qDvAh,2025-06-15,9312,633216
nUTHk,2064-11-14,2846,48382
acGxm,2028-02-03,8552,85520
shnja,2033-09-05,5142,102840
KFUGw,2105-06-02,4515,117390
UDpYo,2040-06-14,5102,494894
LplpW,2041-07-26,5574,161646
aZUOR,2105-01-14,6884,626444
FWGHn,2048-02-14,8884,328708
LtwFp,2070-05-08,9366,280980
bRHtm,2021-02-05,2811,42165
MkghG,2033-01-24,3517,341149
Ikadb,2117-01-07,6715,329035
HZIVT,2096-12-17,2101,159676
WDVmp,2114-04-07,6792,373560
ozDIX,2102-10-20,9088,508928
qIDXq,2106-01-14,4216,257176
CTQfN,2092-03-12,9628,914660
QgAhx,2062-02-24,7256,159632
slAcJ,2073-04-07,3300,224400
vmrLU,2107-09-17,3040,297920
yTHEh,2059-09-20,6968,508664
lGoVa,2048-05-09,3887,50531
IRJuG,2027-12-03,6059,181770
psBFq,2110-07-02,4815,370755
VbuxQ,2052-11-17,5825,454350
uKndT,2027-04-13,3560,188680
fxCIy,2086-12-14,5140,426620
zGyGG,2063-04-09,3673,58768
uAkbh,2040-08-05,8840,777920
EwABN,2037-07-21,9282,83538
bxvtl,2026-11-19,8083,218241
mqxxj,2086-05-14,2206,194128
tsOJz,2103-01-19,8469,347229
GzhSX,2071-12-09,3829,149331
kvryu,2114-03-01,6757,432448
ZwgUp,2035-06-10,9950,89550
NUeWz,2051-03-07,5977,71724
vKyIK,2095-05-23,7890,299820
AmWQO,2060-11-24,3182,292744
fQyRo,2052-03-17,8821,802711
hjPHN,2068-11-10,6838,253006
POqse,2108-10-30,9797,127361
EVDgI,2075-08-21,6657,206367
IPcfn,2035-02-19,5577,189618
MeMGs,2067-10-31,2411,202524
jAhpX,2096-06-21,6676,473996
uGDff,2045-08-06,5791,474862
gOkdO,2047-05-30,2251,211594
jWIre,2118-10-05,5071,299189
fHpMI,2075-10-04,2955,289590
lVMVN,2029-06-07,5370,150360
GSRWU,2023-05-06,9859,276052
idOvW,2061-10-31,6579,335529
VWqbE,2114-05-18,8553,855300
vLmKV,2049-06-13,8367,610791
aWOOV,2067-05-07,8381,452574
kRrkx,2091-10-08,8882,452982
QkEUL,2117-11-20,5815,209340
uFpQH,2069-07-27,3045,194880
rkxtL,2108-02-28,4236,351588
talwS,2023-11-24,9302,576724
UaAMB,2078-09-05,2402,100884
UAeYW,2077-02-17,6417,468441
eyUEn,2105-03-03,5800,406000
PjnUz,2067-01-11,5886,470880
ODyWO,2117-02-19,7851,416103
VHTBY,2068-06-16,9351,710676
qfuvj,2120-06-16,9017,243459
GWKlk,2086-02-22,7115,263255
uDRja,2116-02-12,9988,639232
xncbm,2077-12-14,5096,382200
QqxEp,2048-02-01,5088,183168
QrNwO,2064-01-10,6102,561384
Sahxf,2031-07-29,2441,43938
oRlni,2055-06-01,8770,526200
pWhCP,2100-08-10,9298,743840
nYIib,2084-07-25,4592,440832
lDLzU,2049-01-26,9001,873097
HSBSH,2083-12-12,4598,22990
Amagt,2029-12-20,2191,184044
eZQuo,2053-03-30,8270,430040
oUUDg,2102-08-13,2086,79268
CbeQK,2037-07-22,8868,709440
ZBfsh,2040-11-30,5549,488312
FvhES,2049-09-08,7987,119805
ldomP,2104-01-12,8579,583372
QnFtv,2027-07-31,9292,325220
eQHIq,2041-03-18,5791,515399
rhihY,2046-05-07,5619,325902
ScgLy,2095-03-03,7089,467874
TxJsD,2078-07-04,3777,18885
XgfTL,2100-10-23,9513,114156
esjbO,2077-01-22,8325,566100
puVXA,2041-01-09,9420,536940
rEUwW,2070-04-10,6141,104397
hAomW,2026-03-06,4011,84231
HtCeM,2038-10-10,3698,232974
AhDNA,2081-09-16,9012,162216
KErsa,2108-03-17,8220,304140
bfbuU,2064-04-13,7572,90864
crBFQ,2062-08-30,3570,292740
mFdLN,2033-02-25,8093,606975
CVBrm,2073-06-13,5198,337870
qDQip,2117-03-09,5596,458872
KUxkt,2027-06-26,8794,765078
qQbgw,2052-06-27,2620,18340
FBeJv,2110-08-18,8384,67072
kJFpB,2119-07-28,2803,16818
glKdt,2117-08-18,5564,528580
Tocnf,2105-08-20,6751,216032
JcCWb,2049-10-28,3981,314499
pXHPq,2097-07-19,3212,199144
iRpPc,2110-03-23,3302,19812
CjhMA,2104-06-13,5441,282932
mwCWY,2034-05-12,6359,527797
BfPZz,2091-02-03,2873,281554
XAFCB,2075-10-07,4581,187821
hQLuY,2062-10-25,9382,825616
bKFVJ,2053-07-28,9291,483132
cCncM,2120-04-21,7998,71982
NmlOX,2052-07-09,3429,37719
Gmust,2030-09-22,7030,203870
Rxykd,2101-12-16,7092,574452
oWaGI,2042-11-30,6269,175532
RsycJ,2087-04-07,7353,345591
RLIcT,2077-12-11,5557,200052
xzYdQ,2075-11-26,6670,553610
vDyzg,2110-05-05,7065,219015
UlCVn,2110-10-21,4003,60045
FzEpU,2041-03-07,3765,327555
yBIot,2059-10-27,7188,690048
iyptw,2101-04-13,4074,199626
xutyH,2046-12-08,2761,196031
yJMiJ,2102-03-18,4793,359475
NDifr,2095-02-16,6520,32600
RLjJn,2021-08-06,2723,40845
ufPuW,2038-12-06,8150,562350
SLgwX,2031-03-01,4940,380380
NAEvs,2098-04-22,8924,580060
eABiL,2095-06-08,8493,433143
fQuLm,2051-07-09,2818,19726
ldnYd,2110-06-27,2745,74115
ltiCp,2098-03-30,3882,372672
HnpRj,2047-03-13,2284,20556
OTaJQ,2093-09-08,8314,507154
ISWmm,2060-05-01,4173,408954
DahmV,2071-03-01,2973,258651
nNdzJ,2089-10-27,3006,105210
blkyR,2075-06-10,3496,195776
WOYco,2094-11-06,3256,97680
pzkIS,2091-06-21,2383,166810
qeYBQ,2058-08-23,8618,224068
voZEK,2022-08-25,4365,231345
rpnBO,2041-11-27,9949,358164
ZVuTI,2077-08-15,3836,333732
BtlKJ,2048-09-11,3555,344835
RbQBt,2035-12-28,3993,179685
mZDVM,2043-12-19,2828,70700
SaNNh,2098-03-23,9527,562093
Ksnvj,2096-11-19,2280,150480
NlpJP,2105-02-12,9943,666181
qDBKc,2034-04-19,7947,47682
ELRhJ,2102-10-17,4409,123452
mZpJm,2042-09-12,9245,471495
Myijg,2116-01-30,5666,419284
HESXi,2111-08-02,2994,47904
zmKuF,2044-01-10,8460,659880
Zhwqx,2114-12-14,4244,250396
mrMBd,2098-08-08,8588,523868
gRnNs,2065-08-20,6398,556626
AEaYi,2027-06-04,8662,190564
auACm,2065-09-27,6524,143528
uxZcL,2061-11-03,5514,181962
LLHRI,2111-12-21,7155,93015
Gfuml,2044-08-23,8523,673317
xpWFE,2083-06-29,7708,300612
hzYwn,2026-02-04,2516,148444
asrDF,2023-06-01,5008,25040
WqXEo,2045-10-28,3901,358892
UzyND,2046-04-29,5351,112371
VfSTP,2037-06-07,2260,160460
KICbe,2069-04-18,2916,282852
arcPj,2111-02-22,7105,603925
xuXJD,2093-04-21,6081,261483
LncVn,2066-02-16,9833,491650
DpLms,2056-08-06,4499,323928
ukbYT,2063-07-28,5451,267099
LUaMu,2067-11-29,5286,79290
HlQhV,2100-03-17,9794,176292
xqytA,2024-12-04,7432,52024
yRrjt,2112-10-12,3477,180804
qnaRz,2064-02-23,2950,238950
bLEdL,2117-12-30,8012,512768
nBWsX,2050-11-23,6237,155925
YEDdv,2030-02-24,3621,333132
Huqaw,2117-01-12,5768,288400
VEMDU,2119-09-23,8975,682100
ScRaF,2042-08-02,2456,127712
IkEWb,2106-09-23,9161,137415
yUAkF,2049-01-07,9364,234100
vmMwF,2081-01-06,7327,564179
CxgDi,2051-10-12,6744,182088
EiFLE,2110-01-22,5698,438746
vebAI,2112-02-11,9484,635428
hjmEW,2095-08-28,3737,235431
XwqDz,2098-03-21,8537,85370
oTQNK,2078-02-18,7627,449993
yfCFT,2037-12-03,9549,95490
sqipH,2021-09-22,6536,333336
vKHum,2063-02-02,3787,45444
GJYlu,2112-09-11,7652,665724
XsQNB,2108-04-10,3070,199550
XyNYW,2042-10-01,2897,147747
KfNPE,2043-11-23,6400,38400
zWLjt,2105-04-02,8905,881595
LBZOO,2085-09-02,6152,233776
jBUyx,2094-02-28,2231,145015
BkcIO,2114-09-11,7436,312312
npohD,2031-03-03,4443,342111
oHlSy,2107-10-13,5136,349248
ORjNJ,2063-11-16,3381,155526
nMeRc,2062-09-13,7271,65439
KPZsa,2074-07-12,5543,232806
HjFMY,2088-06-19,3787,121184
ZfISm,2021-02-08,2987,131428
xdQSe,2111-04-22,7215,483405
WZjPt,2069-08-06,6462,161550
uJKMn,2072-03-04,3572,275044
ycZWf,2113-08-25,2670,13350
jzDgS,2074-08-21,3868,189532
ThCjH,2053-05-16,3343,200580
LHQkS,2111-01-31,8140,643060
sEorK,2114-12-14,2812,132164
mlKgn,2077-08-07,7782,560304
wywHO,2087-04-06,2371,196793
YBGmN,2069-08-09,5943,558642
jBTfn,2052-09-26,2274,93234
NxHAX,2100-03-29,9344,635392
BtXrB,2075-08-04,6090,371490
SIGvq,2090-12-09,3696,36960
YUuxM,2075-02-09,4626,148032
lIxwY,2107-10-11,3808,354144
WRTEU,2074-03-28,8429,84290
aYZse,2101-08-19,9800,225400
uGymu,2094-05-19,3200,19200
bdVkY,2113-01-22,2599,116955
xxxdQ,2043-01-16,5765,46120
TEoKF,2096-11-13,4545,281790
TqvHY,2064-11-25,4894,288746
YrCmK,2022-01-28,4202,151272
AyODv,2032-08-28,5388,290952
SLGvg,2037-08-06,9471,899745
xYRIJ,2077-04-16,6657,299565
mQdRc,2031-02-17,8685,347400
PTuRg,2026-11-25,2900,31900
sBYvZ,2110-07-12,7043,471881
obwvs,2072-05-25,2712,181704
FvafL,2121-06-21,6548,497648
Lophj,2080-08-13,2670,58740
kIGjc,2061-01-29,7278,138282
hzhfC,2074-12-06,8649,787059
VcTBw,2063-03-17,9454,415976
SJmMg,2043-06-03,2750,198000
eFaAS,2112-02-18,2613,224718
GAZpr,2073-06-09,5634,264798
RzlSK,2098-08-01,4814,259956
WxaxZ,2113-09-19,4024,205224
VwQUS,2063-11-07,5787,561339
wGTkG,2039-11-23,7467,642162
xhwRj,2111-01-14,8315,374175
SJElI,2046-06-02,5379,333498
KUzqX,2060-10-14,5005,60060
aPylH,2029-09-22,9208,331488
meNtD,2109-11-10,4695,70425
pIQTk,2121-06-17,8807,176140
ExDQm,2032-07-23,3112,21784
bXRMv,2092-01-07,3229,303526
yBnce,2094-02-26,3049,64029
scuvi,2067-10-23,7667,230010
pgqEq,2052-09-28,6531,640038
ytYLT,2120-11-08,5500,291500
LDiYP,2066-01-10,7651,45906
WKkXA,2050-12-26,6283,420961
ABviR,2070-11-22,3131,65751
hJegb,2068-01-10,8118,552024
HKTiq,2030-02-08,8406,521172
OHnow,2089-01-11,4815,423720
FlrAk,2119-10-20,7401,37005
RFgpa,2066-07-31,9173,862262
saQBN,2045-01-26,2206,187510
Jkjcg,2089-12-01,3857,196707
nPQjP,2038-05-09,8727,279264
NdXau,2049-12-01,2576,38640
eNHsM,2103-12-03,7782,155640
ntjoe,2099-08-28,6767,277447
uJhPn,2102-12-17,9238,535804
AXiBL,2031-06-21,8253,148554
CqZhn,2062-01-20,5631,518052
CYcPN,2031-11-07,3069,18414
DpXrY,2026-10-05,3076,181484
JZmGM,2036-07-21,3604,43248
NAqcA,2038-03-20,8298,472986
