StoreCode,Date,TotalSales,TotalAmount
MuwFP,2104-10-15,4238,21190
cfFWu,2048-06-29,5134,338844
xfVbw,2108-10-06,7159,171816
xBRCe,2118-02-17,6582,394920
AiXGp,2100-04-23,4578,201432
COxZZ,2105-08-09,4613,336749
DgDLy,2114-09-08,6928,491888
yqSqM,2070-01-06,3845,142265
KuELV,2096-07-09,6710,516670
LQmGM,2114-12-02,8670,138720
gMrrU,2118-03-30,8751,665076
yYKlJ,2062-03-06,4817,216765
vlExD,2051-11-02,3755,270360
unHPa,2101-07-22,5884,35304
Ijovy,2100-11-06,9494,303808
jPInm,2040-09-06,2669,176154
gkiUJ,2102-05-12,9564,554712
cSwhe,2098-12-09,2316,18528
zKGLk,2121-08-04,3603,140517
HRRep,2071-05-15,8273,256463
cAurE,2060-06-28,7821,516186
YhtWY,2071-05-02,5466,355290
eSItw,2116-12-10,7834,47004
flkSX,2044-03-25,6440,270480
ltOdM,2109-09-21,2611,232379
iwuQa,2111-07-10,5493,43944
KcZRO,2031-06-13,2102,25224
yGEPn,2057-10-29,2758,44128
ZPCiI,2067-07-10,9833,521149
clyey,2107-10-28,4217,295190
ptuHY,2050-07-06,6240,174720
DSLiG,2066-11-14,8254,247620
tkjTV,2094-02-22,7130,149730
jpOue,2062-01-15,2455,56465
gHtBk,2108-03-11,2087,177395
HaQbW,2039-12-20,3403,313076
lPFrF,2077-10-19,3015,15075
zNqnr,2098-01-15,7692,392292
oSLEf,2067-12-21,2812,163096
XOeGK,2113-05-22,2120,205640
MkhmR,2052-07-04,4920,167280
HDFVh,2100-01-18,2659,231333
bZNrv,2080-04-14,7464,380664
qqMRa,2031-08-10,3491,268807
yuPlp,2065-03-23,7829,258357
EgDVY,2052-12-02,8595,309420
oJRnH,2052-04-23,5162,511038
Ulvwf,2063-02-28,6708,315276
Zdkte,2113-03-02,2749,16494
vuCOP,2104-10-09,6740,465060
kLAcH,2057-08-24,8099,558831
XGhbO,2079-08-09,6537,542571
XQaHJ,2034-05-16,4362,157032
xHllz,2120-05-08,4307,163666
XEmIJ,2061-02-21,2018,18162
orpMr,2067-06-03,5685,278565
jyrvB,2081-11-01,7708,547268
DiWdM,2093-10-14,6726,336300
pJbdt,2097-01-28,4205,378450
aQesR,2110-12-24,5335,330770
yaVEF,2039-03-16,7605,501930
NRoJG,2120-05-27,5824,413504
aTfZz,2074-05-30,4497,382245
oWLEE,2032-10-19,2875,152375
yutoT,2111-09-02,9998,959808
dGvdC,2050-06-13,7420,200340
AYYHE,2090-11-20,4087,277916
Pqphe,2113-09-20,7880,520080
VZEKW,2050-07-19,8538,836724
WRVNv,2063-11-20,3825,359550
iHfaD,2031-01-28,4029,177276
alDAd,2092-06-12,8419,454626
flZxQ,2105-01-15,3148,254988
