StoreCode,Date,TotalSales,TotalAmount
iRpPc,2064-05-03,6970,397290
CjhMA,2112-10-26,5953,160731
mwCWY,2023-08-26,3309,181995
BfPZz,2074-12-17,3931,369514
XAFCB,2033-06-08,2837,99295
hQLuY,2021-02-06,8573,454369
bKFVJ,2026-03-30,3290,85540
cCncM,2084-06-04,3378,239838
NmlOX,2055-10-03,3840,42240
Gmust,2118-02-24,5553,149931
Rxykd,2065-07-01,9914,733636
oWaGI,2026-08-19,7042,521108
RsycJ,2037-09-29,9015,216360
RLIcT,2070-05-06,6850,335650
xzYdQ,2104-10-05,9655,173790
vDyzg,2037-01-25,8683,182343
UlCVn,2021-05-22,4440,119880
FzEpU,2048-09-10,2161,200973
yBIot,2101-02-16,8411,689702
iyptw,2060-08-03,5596,212648
xutyH,2112-12-03,7001,189027
yJMiJ,2121-10-13,9011,838023
NDifr,2072-01-03,3673,330570
RLjJn,2023-04-12,4996,179856
ufPuW,2048-11-20,9097,245619
SLgwX,2112-07-24,8686,512474
NAEvs,2067-09-07,3802,273744
eABiL,2104-04-10,7998,247938
fQuLm,2024-04-17,7773,435288
ldnYd,2040-01-07,5921,47368
ltiCp,2091-09-07,7886,260238
HnpRj,2064-01-10,7605,646425
OTaJQ,2112-12-02,8777,219425
ISWmm,2022-12-19,7436,282568
DahmV,2062-11-17,3854,316028
nNdzJ,2049-05-02,8865,381195
blkyR,2037-06-18,8066,653346
WOYco,2025-02-11,9992,249800
pzkIS,2069-07-02,5349,58839
qeYBQ,2057-03-10,2855,14275
voZEK,2055-06-07,6228,193068
rpnBO,2044-07-14,7295,466880
ZVuTI,2054-09-06,5655,418470
BtlKJ,2038-05-18,2736,153216
RbQBt,2071-11-11,7504,375200
mZDVM,2081-04-10,3835,111215
SaNNh,2103-09-22,5434,76076
Ksnvj,2034-05-10,2249,146185
NlpJP,2075-10-10,3687,195411
qDBKc,2057-12-06,4964,451724
ELRhJ,2117-02-20,4554,437184
mZpJm,2099-01-28,2658,77082
Myijg,2030-09-23,3281,321538
HESXi,2050-11-27,5176,134576
zmKuF,2055-08-22,2438,53636
Zhwqx,2069-01-20,6170,598490
mrMBd,2094-08-11,2912,122304
gRnNs,2031-12-16,5737,367168
AEaYi,2023-08-26,3321,49815
auACm,2082-11-18,6634,590426
uxZcL,2104-09-09,5850,491400
LLHRI,2053-12-15,8551,649876
Gfuml,2059-12-02,2867,126148
xpWFE,2066-10-06,5788,162064
hzYwn,2103-06-19,2297,64316
asrDF,2038-04-01,3917,258522
WqXEo,2098-11-26,5318,196766
UzyND,2060-03-04,9838,49190
VfSTP,2112-04-04,2827,31097
KICbe,2084-02-27,7242,405552
arcPj,2088-04-26,8134,252154
xuXJD,2067-11-25,7490,486850
LncVn,2042-01-05,6514,117252
DpLms,2115-06-13,8914,213936
ukbYT,2026-04-08,8452,583188
LUaMu,2058-12-27,6798,605022
HlQhV,2116-09-16,5405,313490
xqytA,2075-07-15,6909,207270
yRrjt,2047-07-01,2107,54782
qnaRz,2040-11-26,3469,239361
bLEdL,2113-11-17,4081,118349
nBWsX,2021-08-23,6648,172848
YEDdv,2031-05-10,9027,99297
Huqaw,2072-09-25,2001,28014
VEMDU,2069-08-13,2461,34454
ScRaF,2064-11-12,2977,276861
IkEWb,2116-05-31,8357,83570
yUAkF,2086-12-11,4287,64305
vmMwF,2057-01-26,7819,680253
CxgDi,2095-09-16,4835,212740
EiFLE,2050-10-09,9774,889434
vebAI,2060-05-24,7517,511156
hjmEW,2053-09-19,2924,195908
XwqDz,2073-08-21,9458,141870
oTQNK,2069-09-09,5156,61872
yfCFT,2069-07-02,5457,190995
sqipH,2035-12-31,5157,144396
vKHum,2105-09-30,8075,113050
GJYlu,2036-02-14,6519,599748
XsQNB,2070-04-21,4033,258112
XyNYW,2021-09-21,8039,779783
KfNPE,2098-10-09,8078,581616
zWLjt,2052-05-01,8354,142018
LBZOO,2032-02-06,7632,549504
jBUyx,2106-10-21,5587,173197
BkcIO,2068-04-27,5583,513636
npohD,2030-12-23,7954,143172
oHlSy,2105-11-30,9968,109648
ORjNJ,2038-07-26,5238,94284
nMeRc,2116-03-28,9932,218504
KPZsa,2112-05-28,2754,63342
HjFMY,2102-08-16,6606,284058
ZfISm,2116-04-07,2794,69850
xdQSe,2104-01-18,4911,162063
WZjPt,2117-02-22,5022,256122
uJKMn,2116-03-23,4440,395160
ycZWf,2068-12-19,4274,427400
jzDgS,2117-04-30,2793,181545
ThCjH,2087-12-23,4191,381381
LHQkS,2040-09-12,7308,372708
sEorK,2066-10-31,3860,23160
mlKgn,2103-02-12,6427,411328
wywHO,2095-01-03,6993,48951
YBGmN,2040-02-11,8755,420240
jBTfn,2047-05-16,2306,101464
NxHAX,2064-01-21,2699,156542
BtXrB,2108-05-27,9332,289292
SIGvq,2077-02-13,7911,268974
YUuxM,2096-03-02,4721,113304
lIxwY,2081-12-04,3824,202672
WRTEU,2044-02-09,6430,630140
aYZse,2067-04-11,6375,210375
uGymu,2065-04-28,3482,170618
bdVkY,2072-07-11,7510,127670
xxxdQ,2114-04-02,7378,221340
TEoKF,2030-08-17,5647,564700
TqvHY,2037-10-21,7389,620676
YrCmK,2097-05-30,7675,145825
AyODv,2091-12-31,5390,123970
SLGvg,2096-04-23,9580,651440
xYRIJ,2028-03-28,9341,74728
mQdRc,2120-12-15,5248,456576
PTuRg,2062-06-17,5452,49068
sBYvZ,2058-03-23,9871,227033
obwvs,2050-10-29,4555,218640
FvafL,2065-12-07,2170,143220
Lophj,2063-01-04,7723,216244
kIGjc,2082-10-03,7120,199360
hzhfC,2103-03-16,5455,458220
VcTBw,2107-03-05,2051,125111
SJmMg,2029-12-11,7677,161217
eFaAS,2062-06-11,2083,193719
GAZpr,2089-09-09,7045,133855
RzlSK,2038-04-21,9505,703370
WxaxZ,2049-03-23,3462,90012
VwQUS,2086-06-30,9194,119522
wGTkG,2077-11-05,6413,634887
xhwRj,2098-01-10,2185,170430
SJElI,2106-02-17,8306,456830
KUzqX,2084-01-19,8763,587121
aPylH,2121-08-28,8150,81500
meNtD,2087-01-29,3387,314991
pIQTk,2115-06-12,7642,427952
ExDQm,2106-05-30,3626,159544
bXRMv,2110-06-14,4802,312130
yBnce,2085-05-17,8073,476307
scuvi,2034-03-24,8293,364892
pgqEq,2093-04-04,4957,208194
ytYLT,2111-08-09,4381,61334
LDiYP,2074-09-01,5820,529620
WKkXA,2061-07-23,3970,186590
ABviR,2066-11-21,3447,341253
hJegb,2079-08-15,2396,206056
HKTiq,2049-01-16,9587,115044
OHnow,2118-04-22,2525,42925
FlrAk,2046-04-14,3041,15205
RFgpa,2074-10-09,7692,738432
saQBN,2110-05-14,6965,410935
Jkjcg,2029-02-12,6527,378566
nPQjP,2084-10-10,5536,226976
NdXau,2081-03-16,9906,633984
eNHsM,2113-01-19,3394,84850
ntjoe,2104-12-27,6117,587232
uJhPn,2104-05-19,9692,765668
AXiBL,2088-03-13,8979,170601
CqZhn,2091-11-04,6069,327726
CYcPN,2082-02-22,9247,508585
DpXrY,2077-06-14,6378,31890
JZmGM,2040-04-01,5745,563010
NAqcA,2079-07-30,4530,425820
lTPEo,2070-02-13,2903,168374
sTXYe,2085-10-18,2738,95830
gsXOr,2113-11-30,7056,642096
YRwUE,2072-07-11,5558,500220
RHAuO,2058-12-01,5117,358190
INYMj,2100-05-06,2392,179400
qNgVE,2093-01-22,2546,137484
bPUCM,2063-11-02,8524,613728
NyHOc,2088-04-12,5966,435518
pwnlB,2081-04-29,6853,41118
jcBdh,2026-05-11,3809,76180
byOjC,2073-03-03,8048,321920
AaqJK,2069-09-13,5374,53740
tzcPa,2066-05-28,9108,355212
Hkqpu,2044-01-04,2218,197402
Iizvd,2101-12-23,8191,737190
RDqil,2109-05-10,2591,176188
uHVWC,2041-06-22,4218,54834
RJhmE,2070-04-05,8309,182798
XvqqP,2049-01-06,2327,72137
xWhJf,2026-03-20,8935,679060
yGLBj,2098-07-20,4338,125802
dNYXo,2041-05-24,6127,42889
synBh,2078-09-23,7797,584775
hgXTv,2060-01-19,5308,392792
QscgK,2119-05-18,4037,363330
uDZNS,2073-12-17,9137,456850
gYdPd,2094-01-07,3548,227072
swMcN,2069-02-24,6695,502125
huOCi,2092-02-08,4005,392490
XKpkB,2108-09-24,8562,659274
IQIoQ,2074-12-10,3353,140826
Pqibt,2100-10-23,8805,475470
QLYru,2093-09-12,9829,963242
prNjp,2107-10-21,9386,544388
ywDgw,2027-08-10,9409,291679
EOuGi,2087-11-03,7018,119306
qGCvQ,2056-07-22,5542,504322
IwMFG,2115-03-30,8702,548226
RNCWl,2037-01-26,6025,313300
iufYB,2102-04-16,7013,98182
anlBU,2023-06-16,4225,84500
SPPBt,2060-12-26,6076,467852
uDaMI,2081-10-11,6163,486877
abUtW,2065-07-12,7126,391930
bceYY,2079-02-14,3453,248616
yIpfP,2110-11-23,2411,178414
iapZh,2075-10-19,5423,103037
xqxiX,2025-05-31,7299,328455
GpVwe,2043-09-07,8392,453168
TfCjo,2067-02-07,4940,311220
uSIuL,2084-12-25,9719,544264
DKhMG,2060-06-14,3539,63702
UMzIr,2121-10-13,9651,617664
JEcPe,2078-09-30,9104,719216
dHOWb,2057-08-01,4292,90132
MTtET,2094-04-22,3608,202048
cDvSm,2094-10-10,9107,346066
YqlzQ,2077-01-05,2760,135240
TIIHZ,2047-08-25,8219,295884
tQEig,2057-01-21,5617,494296
zEpHg,2098-12-01,5487,65844
EJFNk,2046-11-14,7367,589360
AvbxV,2108-01-30,7879,567288
HpTWl,2120-01-06,4605,363795
QCjmN,2098-11-16,4003,168126
tzeZO,2074-06-21,3143,204295
Kwcjp,2117-12-13,8256,214656
pcROx,2068-10-19,5892,459576
gAMtd,2051-03-18,8803,114439
VjKsx,2022-07-06,8266,330640
svunt,2075-03-03,9177,853461
YuwRT,2067-09-08,8920,695760
hPeiL,2026-08-22,2858,217208
uadTG,2077-04-07,3374,263172
CcTQy,2095-04-10,5234,444890
MfVCP,2116-11-03,4682,454154
gfSXb,2081-10-09,9957,945915
GPemI,2082-03-28,3150,166950
LohWj,2042-06-06,2204,209380
AlHDZ,2102-02-09,6482,550970
rykeP,2035-01-23,6214,130494
hAfge,2069-06-16,9000,360000
HMraQ,2062-06-09,8170,253270
eRGZG,2029-01-09,8990,287680
BzeNi,2087-11-06,2408,223944
dnagi,2030-03-14,5751,253044
JIrDE,2103-09-15,7045,493150
hYddv,2103-03-31,6707,214624
NvIxY,2030-05-17,3832,298896
geUiu,2046-09-26,3309,69489
vFTOt,2027-07-31,6121,140783
rLEAw,2091-04-22,5771,259695
jTOEa,2051-12-14,6818,586348
UufKk,2089-10-02,7744,751168
NaMdF,2112-02-04,7151,257436
vGgMR,2082-10-13,9024,45120
pqzjt,2089-11-16,3829,88067
qoWVi,2041-12-09,7887,244497
EzcZR,2085-09-28,5117,332605
XdLFb,2077-12-18,3073,150577
WqIEX,2073-05-23,8180,474440
KsXVw,2082-05-19,8403,697449
pQOhV,2068-11-15,2511,75330
sQwdy,2023-05-17,7659,742923
jaMrl,2105-10-29,7068,692664
GRjmN,2109-10-15,4995,74925
emfQE,2038-10-02,2905,49385
wRGlS,2092-12-04,8755,166345
YxXHJ,2077-12-06,7970,175340
JHBjS,2034-03-03,2345,93800
vyoFP,2071-10-31,2741,216539
cIism,2074-08-06,9010,720800
OSbey,2089-11-15,9141,630729
RLQox,2118-08-05,2546,244416
DLXXM,2052-07-04,5572,245168
oFMyv,2086-06-11,8500,552500
FMBqm,2057-04-28,9767,117204
RNPtE,2021-05-22,8622,362124
zpakt,2114-03-26,3075,67650
NLIXr,2040-08-26,9038,198836
LWokn,2082-01-11,4878,248778
mEnMN,2063-03-26,4919,177084
jikCb,2121-10-24,9568,956800
hMhBO,2087-08-12,7081,382374
iPoPi,2054-12-20,2289,157941
dqwSi,2021-09-21,8092,445060
fQpRI,2042-04-01,3143,264012
PqbsG,2038-05-31,5144,30864
DTWMq,2065-06-16,6807,660279
gwbWS,2074-01-12,5959,232401
yaSLi,2084-09-24,8449,211225
NSXnP,2036-04-05,9348,616968
btuqq,2085-11-25,4819,101199
rGKjc,2028-05-02,3513,175650
AMajW,2041-07-10,8312,141304
zmeiH,2050-01-29,7941,714690
UodQV,2106-03-28,6940,117980
kFoXg,2070-09-08,5469,344547
aVuXr,2083-06-30,7726,625806
uCgMd,2092-08-21,5660,469780
hRuRL,2059-11-03,6195,154875
tBSGm,2021-01-17,5642,180544
QJNYu,2096-01-20,2689,182852
NUyOZ,2022-09-21,8904,240408
qSebG,2119-06-17,3051,115938
HXgiL,2078-01-22,7802,600754
dziKG,2067-11-17,9559,477950
xjIiO,2104-10-23,6397,108749
rpbLk,2081-06-03,8612,697572
DZcGC,2108-02-19,6666,306636
CRFfQ,2028-01-21,4014,228798
OiMKI,2075-02-03,9947,895230
BTAjc,2042-10-18,8380,226260
XXAjT,2027-10-15,6491,564717
IsNDn,2071-12-07,7474,739926
QaUMN,2115-07-27,4642,162470
wurcK,2038-05-18,5558,339038
kpmEp,2045-12-15,8287,530368
iyUdi,2056-02-21,2994,17964
TUqOz,2097-07-18,7490,209720
TQhEH,2114-03-21,6370,477750
vNjvh,2091-10-06,5691,563409
nCpCR,2063-02-12,9566,937468
OisEW,2030-04-25,7852,785200
rzWpv,2094-03-12,3092,68024
raUeR,2068-11-28,8669,537478
Nmidn,2024-03-01,9883,810406
TFkna,2086-11-12,7656,199056
fwNoW,2115-06-19,8012,344516
Pfnjx,2052-09-19,2012,70420
gnIxY,2026-02-23,7466,530086
eQsqH,2111-04-26,4679,37432
ekYdJ,2102-07-22,9519,47595
UqncH,2055-10-24,8343,83430
bHvQY,2074-08-22,5118,102360
ooFMl,2084-08-07,3957,284904
BHMMR,2041-07-17,5162,134212
iNHre,2087-07-14,5080,508000
vneIJ,2073-01-12,5195,140265
