StoreCode,Date,TotalSales,TotalAmount
arcPj,2022-08-14,6423,256920
xuXJD,2078-08-22,2928,105408
LncVn,2021-11-08,9862,986200
DpLms,2090-06-09,5594,447520
ukbYT,2034-11-15,4954,490446
LUaMu,2027-02-15,5820,343380
HlQhV,2112-09-08,7357,323708
xqytA,2048-06-23,8708,165452
yRrjt,2093-03-27,7573,545256
qnaRz,2060-01-03,7311,628746
bLEdL,2069-10-31,4391,307370
nBWsX,2081-04-27,9095,854930
YEDdv,2071-03-04,7880,141840
Huqaw,2077-07-27,8967,313845
VEMDU,2024-06-27,5777,433275
ScRaF,2108-06-04,3496,34960
IkEWb,2094-03-13,6408,557496
yUAkF,2049-03-30,5788,214156
vmMwF,2036-11-05,2816,214016
CxgDi,2059-03-20,6332,215288
EiFLE,2066-06-22,2575,113300
vebAI,2067-03-24,7160,587120
hjmEW,2021-02-01,6997,636727
XwqDz,2084-06-14,2601,62424
oTQNK,2094-03-01,5901,295050
yfCFT,2098-04-21,2111,137215
sqipH,2084-10-21,7361,88332
vKHum,2068-02-11,3340,140280
GJYlu,2097-11-02,7154,414932
XsQNB,2076-09-09,3667,55005
XyNYW,2103-10-26,4321,120988
KfNPE,2080-04-28,5355,492660
zWLjt,2117-10-23,3996,223776
LBZOO,2084-10-26,7366,147320
jBUyx,2053-11-21,8151,179322
BkcIO,2058-10-21,8078,686630
npohD,2104-06-20,7416,548784
oHlSy,2105-01-06,6872,178672
ORjNJ,2090-06-22,8944,321984
nMeRc,2111-05-24,9356,823328
KPZsa,2050-02-25,5922,71064
HjFMY,2027-01-26,7027,217837
ZfISm,2056-08-24,3722,279150
xdQSe,2084-04-14,8408,294280
WZjPt,2043-02-21,9679,193580
uJKMn,2088-04-21,3462,321966
ycZWf,2052-06-24,9475,132650
jzDgS,2038-07-25,7359,125103
ThCjH,2041-02-17,9799,979900
LHQkS,2111-04-23,6850,465800
sEorK,2072-07-13,3009,15045
mlKgn,2041-08-30,8118,64944
wywHO,2080-09-03,3303,99090
YBGmN,2106-10-08,2407,28884
jBTfn,2116-02-06,3505,129685
NxHAX,2053-04-30,5897,153322
BtXrB,2036-04-20,9253,194313
SIGvq,2085-02-23,5284,26420
YUuxM,2023-04-16,9885,879765
lIxwY,2022-01-11,9146,667658
WRTEU,2066-03-10,6305,617890
aYZse,2104-01-25,9227,710479
uGymu,2050-07-11,7460,581880
bdVkY,2096-10-26,4241,97543
xxxdQ,2084-02-10,7099,326554
TEoKF,2092-11-13,9341,392322
TqvHY,2040-11-20,2125,195500
YrCmK,2037-10-17,2298,121794
AyODv,2095-01-05,5931,290619
SLGvg,2058-09-25,6267,194277
xYRIJ,2033-03-09,7563,166386
mQdRc,2120-12-30,3252,71544
PTuRg,2115-03-28,8934,348426
sBYvZ,2056-09-29,6829,396082
obwvs,2075-05-13,6316,88424
FvafL,2104-04-25,6042,259806
Lophj,2075-10-12,5525,342550
kIGjc,2076-02-01,6290,622710
hzhfC,2111-04-23,8223,57561
VcTBw,2106-01-10,3787,208285
SJmMg,2077-02-07,8242,140114
eFaAS,2039-11-07,8217,369765
GAZpr,2112-12-12,5355,149940
RzlSK,2074-05-12,2456,230864
WxaxZ,2065-01-27,2678,88374
VwQUS,2058-06-03,3589,61013
wGTkG,2093-07-09,6345,361665
xhwRj,2036-12-24,5720,102960
SJElI,2089-08-26,4967,312921
KUzqX,2106-08-06,6820,668360
aPylH,2057-02-18,8956,662744
meNtD,2064-09-04,7056,296352
pIQTk,2091-06-02,6037,555404
ExDQm,2024-02-20,3284,288992
bXRMv,2041-02-16,6358,623084
yBnce,2042-07-25,4184,41840
scuvi,2038-08-12,3594,352212
pgqEq,2071-09-19,6723,47061
ytYLT,2029-06-29,7017,596445
LDiYP,2060-10-17,6380,357280
WKkXA,2115-05-11,5829,443004
ABviR,2041-05-27,8971,134565
hJegb,2057-11-27,3955,130515
HKTiq,2042-09-11,5092,137484
OHnow,2079-07-17,6827,40962
FlrAk,2086-03-03,3309,46326
RFgpa,2121-06-30,5751,155277
saQBN,2110-04-26,9395,46975
Jkjcg,2057-09-06,7567,105938
nPQjP,2097-12-06,5325,420675
NdXau,2059-04-10,5402,135050
eNHsM,2058-04-25,7008,588672
ntjoe,2120-12-24,7281,400455
uJhPn,2090-08-24,7006,175150
AXiBL,2073-11-06,7651,191275
CqZhn,2036-12-07,6636,530880
CYcPN,2099-04-01,2604,31248
DpXrY,2023-07-17,7563,355461
JZmGM,2073-03-12,9194,551640
NAqcA,2107-03-07,7610,745780
lTPEo,2045-02-23,3633,217980
sTXYe,2039-11-04,2743,255099
gsXOr,2070-10-31,3227,280749
YRwUE,2116-02-15,9096,618528
RHAuO,2073-03-29,5243,393225
INYMj,2080-08-27,8707,452764
qNgVE,2118-05-15,8483,161177
bPUCM,2077-12-25,3841,226619
NyHOc,2038-10-06,2231,220869
pwnlB,2091-03-22,7065,607590
jcBdh,2021-12-10,5368,467016
byOjC,2041-12-07,7909,395450
AaqJK,2044-06-06,3401,115634
tzcPa,2084-11-24,4587,371547
Hkqpu,2080-08-30,4693,84474
Iizvd,2101-02-09,9704,883064
RDqil,2104-04-27,2523,186702
uHVWC,2026-07-05,5177,274381
RJhmE,2067-05-13,7705,755090
XvqqP,2085-07-14,7383,701385
xWhJf,2037-10-04,2647,246171
yGLBj,2108-02-04,9077,190617
dNYXo,2054-06-25,5815,360530
synBh,2045-12-14,8865,372330
hgXTv,2023-10-17,3003,102102
QscgK,2071-12-10,5776,300352
uDZNS,2120-09-11,2376,118800
gYdPd,2069-01-05,2542,228780
swMcN,2045-07-05,2776,144352
huOCi,2035-02-23,6388,153312
XKpkB,2065-05-18,6266,319566
IQIoQ,2034-08-14,6119,226403
Pqibt,2036-05-16,6794,543520
QLYru,2070-06-05,8438,135008
prNjp,2066-08-17,6721,127699
ywDgw,2078-12-07,8801,123214
EOuGi,2081-02-09,4946,178056
qGCvQ,2093-07-26,7344,58752
IwMFG,2036-12-15,5467,164010
RNCWl,2058-12-05,7024,604064
iufYB,2059-08-26,3430,178360
anlBU,2115-12-01,4472,420368
SPPBt,2053-08-31,7848,227592
uDaMI,2094-08-15,7538,512584
abUtW,2068-05-02,7670,207090
bceYY,2090-06-07,3658,117056
yIpfP,2023-05-18,5756,564088
iapZh,2029-12-23,5592,50328
xqxiX,2104-07-15,2248,110152
GpVwe,2081-09-02,6013,42091
TfCjo,2114-03-01,9109,373469
uSIuL,2079-06-09,9661,492711
DKhMG,2076-04-21,8727,506166
UMzIr,2086-03-04,8582,308952
JEcPe,2038-12-09,5799,562503
dHOWb,2021-11-06,5120,215040
MTtET,2101-08-17,6427,482025
cDvSm,2039-01-12,7728,533232
YqlzQ,2120-05-24,9172,779620
TIIHZ,2063-02-07,7607,494455
tQEig,2064-02-18,6037,446738
zEpHg,2081-02-01,4538,385730
EJFNk,2103-08-18,8154,236466
AvbxV,2064-03-15,9491,578951
HpTWl,2073-08-18,2886,141414
QCjmN,2119-04-01,9400,902400
tzeZO,2076-05-27,5681,232921
Kwcjp,2060-08-15,9405,131670
pcROx,2121-04-11,5345,293975
gAMtd,2080-10-02,7160,71600
VjKsx,2060-01-13,4259,76662
svunt,2044-04-14,5909,177270
YuwRT,2050-07-25,6182,568744
hPeiL,2120-10-31,4253,348746
uadTG,2024-05-16,5516,237188
CcTQy,2088-10-23,7606,730176
MfVCP,2073-10-05,6509,286396
gfSXb,2105-06-08,6995,97930
GPemI,2117-12-26,6776,304920
LohWj,2077-03-30,2141,132742
AlHDZ,2096-03-28,6062,551642
rykeP,2058-10-18,3064,177712
hAfge,2052-08-19,9575,517050
HMraQ,2116-01-26,3326,26608
eRGZG,2080-06-05,4231,190395
BzeNi,2097-12-16,6067,91005
dnagi,2041-10-28,8969,735458
JIrDE,2054-07-02,9932,576056
hYddv,2088-03-27,9416,75328
NvIxY,2028-05-11,9093,63651
geUiu,2046-08-28,6924,124632
vFTOt,2042-06-08,3296,181280
rLEAw,2095-07-13,8389,436228
jTOEa,2031-10-31,2291,27492
UufKk,2063-09-09,7558,574408
NaMdF,2093-08-10,7182,438102
vGgMR,2060-06-28,3131,87668
pqzjt,2074-12-08,9023,387989
qoWVi,2084-03-05,5001,145029
EzcZR,2039-10-29,5236,392700
XdLFb,2115-01-10,5739,246777
WqIEX,2106-08-15,9017,315595
KsXVw,2026-12-01,4139,351815
pQOhV,2104-04-14,9899,772122
sQwdy,2025-02-06,2104,10520
jaMrl,2049-02-05,6330,253200
GRjmN,2040-08-09,2231,91471
emfQE,2034-12-08,5051,217193
wRGlS,2069-10-05,2724,177060
YxXHJ,2070-09-27,4039,181755
JHBjS,2121-04-04,2644,31728
vyoFP,2068-07-07,2874,221298
cIism,2041-01-08,5726,463806
OSbey,2080-10-23,7897,718627
RLQox,2062-08-02,7318,556168
DLXXM,2091-12-18,3177,168381
oFMyv,2116-04-09,4415,66225
FMBqm,2080-08-08,9413,376520
RNPtE,2069-07-05,9190,477880
zpakt,2088-12-13,3484,125424
NLIXr,2109-10-12,9937,417354
LWokn,2064-06-07,5151,463590
mEnMN,2117-07-25,8790,140640
jikCb,2058-04-19,2947,277018
hMhBO,2026-02-09,6036,597564
iPoPi,2031-04-22,4734,392922
dqwSi,2061-08-20,7423,66807
fQpRI,2115-05-23,2539,126950
PqbsG,2042-07-04,8721,113373
DTWMq,2099-01-16,4731,326439
gwbWS,2109-12-18,4699,361823
yaSLi,2094-11-21,6375,376125
NSXnP,2072-02-25,4353,387417
btuqq,2121-01-15,2699,64776
rGKjc,2119-03-08,7049,387695
AMajW,2059-02-23,2186,21860
zmeiH,2031-12-25,4017,333411
UodQV,2070-09-30,6242,493118
kFoXg,2088-09-18,2718,231030
aVuXr,2086-01-03,9844,502044
uCgMd,2037-06-20,6687,361098
hRuRL,2079-03-20,9331,531867
tBSGm,2043-07-14,3197,268548
QJNYu,2039-06-16,9861,246525
NUyOZ,2030-05-25,7799,405548
qSebG,2062-08-02,5654,469282
HXgiL,2108-01-07,2612,101868
dziKG,2072-12-21,8699,417552
xjIiO,2075-11-24,7074,339552
rpbLk,2092-07-31,2418,116064
DZcGC,2041-06-05,7356,551700
CRFfQ,2039-12-16,9288,594432
OiMKI,2064-03-05,7715,131155
BTAjc,2048-01-02,8502,833196
XXAjT,2079-03-19,8925,383775
IsNDn,2040-11-21,6863,679437
QaUMN,2101-08-23,6231,137082
wurcK,2051-05-09,9410,592830
kpmEp,2033-07-02,4551,450549
iyUdi,2055-06-08,2012,82492
TUqOz,2068-12-11,4796,417252
TQhEH,2049-01-24,3042,164268
vNjvh,2092-10-28,2668,101384
nCpCR,2121-07-28,2272,184032
OisEW,2112-01-11,6880,557280
rzWpv,2121-04-25,6613,46291
raUeR,2070-04-05,2654,230898
Nmidn,2057-11-19,9498,379920
TFkna,2055-06-12,7271,603493
fwNoW,2037-07-17,6203,186090
Pfnjx,2043-05-28,6217,105689
gnIxY,2075-05-02,2197,32955
eQsqH,2030-10-13,3517,45721
ekYdJ,2096-12-29,8556,248124
UqncH,2081-03-16,4161,141474
bHvQY,2093-11-15,2735,185980
ooFMl,2085-10-19,4453,396317
BHMMR,2082-07-05,3090,275010
iNHre,2067-05-09,2698,153786
vneIJ,2057-05-31,4132,123960
