StoreCode,Date,TotalSales,TotalAmount
MkhmR,2057-07-01,7841,705690
HDFVh,2024-07-28,6764,128516
bZNrv,2070-02-21,5093,86581
qqMRa,2050-01-05,4839,183882
yuPlp,2038-06-16,2279,164088
EgDVY,2050-11-30,8273,794208
oJRnH,2093-03-26,4081,236698
Ulvwf,2091-05-23,9893,682617
Zdkte,2072-03-28,5917,53253
vuCOP,2102-10-16,6880,96320
kLAcH,2106-10-14,9700,970000
XGhbO,2101-04-24,2344,58600
XQaHJ,2025-05-25,2759,264864
xHllz,2072-03-27,6159,541992
XEmIJ,2090-09-19,9308,707408
orpMr,2094-11-13,6011,156286
jyrvB,2121-04-02,8631,474705
DiWdM,2038-09-07,9902,267354
pJbdt,2120-10-29,2175,104400
aQesR,2074-08-10,3333,286638
yaVEF,2035-07-20,9105,810345
NRoJG,2071-08-11,9748,243700
aTfZz,2045-09-03,4191,251460
oWLEE,2090-03-18,4981,249050
yutoT,2086-02-15,3385,169250
dGvdC,2028-11-21,5632,90112
AYYHE,2037-08-02,3834,276048
Pqphe,2084-11-23,4329,64935
VZEKW,2092-12-25,8564,753632
WRVNv,2036-03-12,3224,154752
iHfaD,2057-07-08,6317,562213
alDAd,2081-04-25,9764,663952
flZxQ,2028-08-12,7838,86218
NoAhW,2032-02-03,3453,113949
MRUez,2032-06-07,6700,274700
jqVSB,2079-11-20,2859,197271
aEZLq,2048-08-19,8635,561275
jFHnp,2108-05-29,4503,31521
niuao,2031-03-10,3623,286217
uxoTY,2073-02-16,3893,35037
QfxWo,2093-06-05,2715,86880
AgdDr,2117-10-13,2892,14460
zDqyD,2085-11-10,3020,99660
DQdfx,2104-10-10,5166,51660
GrqPo,2054-07-14,8825,494200
eSTsG,2105-08-16,5503,368701
oqAWv,2084-11-07,2201,134261
TbVIw,2109-10-13,6911,684189
FCIWC,2110-09-20,6780,230520
wAqsT,2117-04-27,5214,349338
UmHsj,2051-08-08,7531,263585
aOMVv,2038-04-15,8030,682550
DgKsH,2036-10-11,4157,108082
XAQvR,2062-06-27,8599,60193
VMttA,2106-11-15,9789,978900
RMmcx,2021-09-18,4550,45500
fGpJo,2093-09-05,2953,218522
gQLfK,2023-06-18,8837,397665
NwOBS,2056-10-17,3605,173040
vpVkm,2026-05-25,5062,40496
BvaxX,2023-05-10,8437,126555
WkQEr,2120-10-22,3137,266645
NEJMD,2059-07-18,5768,190344
iWElQ,2042-03-18,6457,38742
uBeRU,2028-06-03,2152,133424
IGvms,2098-05-21,9032,45160
QtidG,2038-09-07,4386,412284
QAbBt,2058-04-19,4196,109096
GlqCH,2069-05-14,6673,146806
clIpF,2032-08-09,6215,416405
hgYlA,2084-08-16,7133,663369
GXuAF,2070-07-27,2698,156484
aTYKa,2027-01-06,8349,684618
jDKYr,2073-10-04,7585,364080
HpDxV,2039-12-04,5447,43576
yKFQJ,2091-03-21,6270,119130
mYRzy,2118-08-11,4649,241748
YbrVf,2099-03-08,3892,315252
OnxjQ,2046-06-21,9065,317275
TSqRr,2116-02-11,3720,18600
NDtjR,2082-06-28,6145,301105
kPsmd,2061-07-30,5406,172992
GeMWZ,2101-09-29,2326,113974
Dgwbu,2114-02-14,4849,286091
RJOUN,2071-03-11,5313,409101
KOOGk,2111-06-18,6275,181975
etwzA,2030-08-08,6947,333456
gkJwL,2052-12-30,2683,123418
TkCEQ,2051-07-07,5585,497065
mfVba,2021-02-13,2329,11645
iVjoX,2031-08-05,6472,563064
xNjcJ,2057-02-20,7475,680225
GQUGT,2031-09-28,9286,204292
YaHYp,2113-05-03,6796,265044
XPLIp,2058-01-15,8370,175770
KhXqf,2038-01-21,5999,71988
nBQnc,2065-02-16,4452,347256
TbFwW,2056-06-19,4497,305796
kNhde,2113-06-29,9708,970800
dhFID,2071-04-02,5567,222680
EZiaQ,2119-01-27,2585,95645
sLFmF,2046-05-25,4297,382433
toqFu,2116-10-20,8317,124755
PdveO,2110-09-17,6759,202770
BzZTV,2023-12-16,5547,471495
khBfg,2104-10-20,7536,256224
Brbyo,2098-04-07,6518,567066
hxCJQ,2032-02-05,3444,344400
PXenY,2098-09-24,8025,577800
cwtDX,2066-07-06,5762,339958
eUPbR,2100-05-15,6729,148038
WmlnQ,2085-08-16,9328,643632
kOlaN,2068-07-08,5397,188895
yrQct,2043-07-16,6596,389164
WJdpA,2024-09-28,5702,387736
fXWVR,2072-05-16,7038,563040
NMxTB,2083-11-14,5933,231387
pUtri,2052-01-18,6330,373470
wnZIE,2070-07-28,2277,97911
TgYFa,2110-11-05,4542,354276
aNprq,2055-06-04,6733,175058
FLcJk,2091-06-06,3282,19692
DsvRZ,2037-11-25,7951,318040
MUHIO,2105-05-24,7423,363727
PnQku,2117-02-04,6884,598908
auapI,2114-10-15,2240,192640
OgydP,2082-09-28,2041,114296
zFXxM,2063-03-09,9903,267381
zQzLp,2108-06-01,5428,510232
FIAJK,2071-09-25,9457,728189
fhhcY,2055-03-27,3544,141760
zghcv,2100-05-17,8474,245746
KIJls,2118-02-15,3449,196593
wdpvP,2117-01-28,3198,262236
fFXEw,2118-03-25,5219,334016
qYLhG,2027-10-21,4977,348390
VuEHV,2041-11-20,4634,287308
GlgRx,2032-09-14,9912,555072
nvdSW,2069-12-28,8770,254330
kOoCc,2120-04-06,6516,469152
UbVdI,2087-11-19,4588,238576
NssPe,2037-01-01,2157,62553
xFuoR,2042-02-15,6786,190008
DTMgX,2046-05-31,2592,186624
mlJlb,2099-02-11,5660,430160
ymBoG,2027-07-20,8931,98241
IaTIL,2055-05-27,5542,277100
RDRbk,2081-08-26,6090,36540
PEdzJ,2104-04-11,9346,261688
uvYKG,2084-04-07,9115,309910
kaKpY,2060-11-24,7858,762226
SeXAD,2084-10-06,3158,293694
QMmbL,2074-06-04,6508,110636
AGZKo,2033-12-09,3944,382568
TScRb,2060-06-07,4111,36999
KGAMJ,2062-03-17,5398,151144
JViUc,2068-01-21,2205,218295
KAhnw,2074-06-21,9677,251602
xhPHG,2050-09-14,8558,376552
ZSErb,2102-05-10,9213,810744
PuWMA,2110-08-26,5265,179010
IXpTk,2026-03-08,2257,101565
soqBT,2094-01-18,3030,130290
UYTSr,2044-04-12,9651,202671
cfLcc,2099-05-08,7417,704615
LCmQP,2034-08-16,8283,132528
zQebo,2086-02-17,4886,449512
hWvFA,2116-05-24,4799,335930
tqpRp,2109-07-23,5493,104367
hUecU,2021-02-05,2242,210748
wyZhm,2033-12-19,2905,151060
EOVmQ,2072-10-17,8137,97644
wdJWS,2049-12-13,3559,117447
vVlLg,2060-01-03,8613,654588
dvYIP,2099-02-21,5318,106360
EYsXj,2085-03-25,9847,305257
IJRUx,2089-02-10,2615,185665
BQvxj,2022-09-23,8926,749784
MZeaV,2034-01-24,4094,61410
GdwjX,2048-10-10,5364,359388
XzDRI,2119-09-09,4040,177760
SfoCb,2060-05-19,6681,307326
XHZpl,2048-10-20,9467,331345
qhGWw,2115-01-04,8154,269082
EyAMJ,2044-07-06,2180,183120
cOkai,2028-07-02,9835,973665
ErNKN,2082-09-11,8820,485100
LUZXk,2106-11-22,3111,255102
LCbTC,2107-02-10,3517,263775
aFBqj,2086-08-17,6999,643908
LgLtU,2061-01-17,9913,317216
SVJuK,2098-04-14,3223,286847
VgqlC,2043-02-22,7151,50057
lNIwZ,2095-07-31,2455,166940
nrDwj,2035-02-16,3595,147395
mTYLg,2111-07-10,7122,64098
kZqaY,2056-04-10,3309,16545
biUrp,2085-02-19,8634,345360
