StoreCode,Date,TotalSales,TotalAmount
idOvW,2063-02-02,8647,475585
VWqbE,2064-07-21,2828,152712
vLmKV,2106-08-02,4002,256128
aWOOV,2035-08-01,3108,239316
kRrkx,2034-04-08,3432,151008
QkEUL,2093-12-09,5271,516558
uFpQH,2079-12-07,2808,272376
rkxtL,2061-08-17,2299,114950
talwS,2116-12-23,3597,169059
UaAMB,2084-09-14,9099,427653
UAeYW,2085-12-19,3390,223740
eyUEn,2112-06-18,9180,752760
PjnUz,2063-10-31,4124,123720
ODyWO,2026-11-06,4998,409836
VHTBY,2035-06-20,3729,126786
qfuvj,2047-08-13,8393,335720
GWKlk,2056-12-28,3408,88608
uDRja,2116-09-14,6059,575605
xncbm,2086-10-12,7113,462345
QqxEp,2037-05-23,3875,317750
QrNwO,2076-10-24,6537,594867
Sahxf,2099-01-08,3671,157853
oRlni,2034-09-26,6638,112846
pWhCP,2047-12-16,4278,265236
nYIib,2063-02-26,2500,17500
lDLzU,2085-12-16,6552,321048
HSBSH,2034-02-04,6675,133500
Amagt,2101-08-23,3544,184288
eZQuo,2104-02-21,3503,45539
oUUDg,2028-09-23,6086,426020
CbeQK,2035-04-27,2494,17458
ZBfsh,2116-12-14,9608,855112
FvhES,2112-08-22,3803,235786
ldomP,2021-08-16,6711,342261
QnFtv,2041-01-26,6314,145222
eQHIq,2039-04-21,2391,222363
rhihY,2113-10-22,5637,281850
ScgLy,2056-04-02,7589,242848
TxJsD,2045-07-31,2005,80200
XgfTL,2079-01-05,5482,482416
esjbO,2121-09-07,8593,541359
puVXA,2091-07-07,6021,481680
rEUwW,2038-04-16,9758,302498
hAomW,2051-12-09,9791,832235
HtCeM,2024-06-10,8504,42520
AhDNA,2096-10-09,9759,439155
KErsa,2084-08-08,3380,30420
bfbuU,2092-08-02,6673,433745
crBFQ,2076-05-06,5806,139344
mFdLN,2082-01-05,8385,167700
CVBrm,2113-08-26,4415,101545
qDQip,2065-07-07,6289,88046
KUxkt,2100-04-21,8873,532380
qQbgw,2108-09-04,5722,411984
FBeJv,2096-08-18,8506,757034
kJFpB,2073-10-27,7616,327488
glKdt,2047-12-23,4033,342805
Tocnf,2062-05-02,4283,141339
JcCWb,2083-09-17,2384,71520
pXHPq,2037-11-23,8660,363720
iRpPc,2097-04-30,4854,373758
CjhMA,2092-11-15,7044,584652
mwCWY,2070-12-31,2592,189216
BfPZz,2047-09-10,8451,160569
XAFCB,2099-10-15,8375,552750
hQLuY,2072-07-24,4994,74910
bKFVJ,2040-10-23,5611,364715
cCncM,2054-05-11,5298,196026
NmlOX,2102-09-23,9618,76944
Gmust,2098-12-08,6994,433628
Rxykd,2097-06-16,5385,269250
oWaGI,2106-08-01,3719,111570
RsycJ,2045-01-07,5695,153765
RLIcT,2082-08-20,3212,301928
xzYdQ,2103-02-03,9010,189210
vDyzg,2033-08-01,9251,175769
UlCVn,2040-04-16,9354,93540
FzEpU,2089-08-29,4692,248676
yBIot,2024-07-22,3700,318200
iyptw,2034-07-06,3081,95511
xutyH,2113-06-26,5566,350658
yJMiJ,2050-01-30,7381,44286
NDifr,2028-05-23,2884,43260
RLjJn,2075-02-03,4035,310695
ufPuW,2067-09-05,3211,61009
SLgwX,2094-05-01,6420,455820
NAEvs,2042-08-23,8038,803800
eABiL,2053-12-13,5602,408946
fQuLm,2053-02-22,3001,78026
ldnYd,2036-02-16,8778,166782
ltiCp,2119-08-15,3577,118041
HnpRj,2038-04-04,5252,194324
OTaJQ,2087-01-27,7245,434700
ISWmm,2082-12-05,6312,454464
DahmV,2027-05-05,3452,155340
nNdzJ,2075-06-05,7544,512992
blkyR,2054-07-05,3350,23450
WOYco,2064-09-17,9367,665057
pzkIS,2119-10-05,8931,142896
qeYBQ,2043-07-16,4295,300650
voZEK,2036-03-26,5391,134775
rpnBO,2077-09-16,7589,440162
ZVuTI,2111-09-11,8534,426700
BtlKJ,2067-01-09,7578,416790
RbQBt,2049-04-13,2527,75810
mZDVM,2120-01-27,8794,641962
SaNNh,2083-09-29,8640,397440
Ksnvj,2041-12-11,7274,247316
NlpJP,2098-12-10,4352,60928
qDBKc,2094-04-27,7561,748539
ELRhJ,2113-11-10,3109,174104
mZpJm,2065-04-20,3686,36860
Myijg,2026-10-12,8677,520620
HESXi,2119-06-13,7266,646674
zmKuF,2038-05-19,8576,317312
Zhwqx,2084-06-28,5709,119889
mrMBd,2051-02-21,3760,263200
gRnNs,2121-09-13,9529,505037
AEaYi,2092-11-25,5775,346500
auACm,2073-03-22,4226,46486
uxZcL,2048-07-02,3142,188520
LLHRI,2089-05-23,5773,138552
Gfuml,2087-12-07,7326,542124
xpWFE,2052-09-28,7856,526352
hzYwn,2104-01-19,8469,846900
asrDF,2085-04-26,6503,136563
WqXEo,2113-09-02,8949,859104
UzyND,2074-01-17,8623,810562
VfSTP,2102-08-30,6832,102480
KICbe,2083-10-28,9744,643104
arcPj,2035-07-07,9784,117408
xuXJD,2087-11-03,9107,464457
LncVn,2103-11-17,4432,279216
DpLms,2105-11-20,4784,76544
ukbYT,2061-08-29,4551,282162
LUaMu,2072-11-01,4041,113148
HlQhV,2116-10-18,7302,240966
xqytA,2118-07-19,2608,192992
yRrjt,2032-03-02,6764,453188
qnaRz,2082-10-02,4179,204771
bLEdL,2026-03-19,5750,86250
nBWsX,2044-05-21,7910,94920
YEDdv,2100-10-08,4890,322740
Huqaw,2083-08-06,7241,543075
VEMDU,2108-11-20,3312,264960
ScRaF,2121-09-27,9196,432212
IkEWb,2053-03-05,2608,229504
yUAkF,2063-04-17,5903,360083
vmMwF,2109-09-15,4271,367306
CxgDi,2026-08-23,8848,769776
EiFLE,2097-12-02,5291,455026
vebAI,2066-12-21,4826,96520
hjmEW,2113-03-25,9330,83970
XwqDz,2089-03-28,7869,566568
oTQNK,2114-10-11,8477,152586
yfCFT,2024-03-11,8197,754124
sqipH,2041-04-20,2304,82944
vKHum,2103-10-15,7585,68265
GJYlu,2074-05-02,2576,90160
XsQNB,2104-12-12,4317,427383
XyNYW,2068-06-17,2250,18000
KfNPE,2087-10-28,5782,104076
zWLjt,2029-10-16,2687,18809
LBZOO,2119-08-17,9754,673026
jBUyx,2033-02-07,4713,226224
BkcIO,2045-12-22,4425,177000
npohD,2102-09-05,2005,146365
oHlSy,2033-06-19,5227,313620
ORjNJ,2065-09-29,3376,128288
nMeRc,2087-06-23,6885,454410
KPZsa,2080-09-07,6794,74734
HjFMY,2088-12-27,5135,498095
ZfISm,2026-02-26,6712,181224
