StoreCode,Date,TotalSales,TotalAmount
eUPbR,2023-11-18,4300,111800
WmlnQ,2094-04-02,5786,381876
kOlaN,2052-04-07,9802,970398
yrQct,2088-06-03,9169,45845
WJdpA,2044-06-09,7969,701272
fXWVR,2042-08-16,8748,463644
NMxTB,2021-05-10,2438,219420
pUtri,2060-12-27,9916,128908
wnZIE,2099-08-10,2457,125307
TgYFa,2067-04-28,5831,332367
aNprq,2064-10-09,3374,124838
FLcJk,2027-03-14,7588,546336
DsvRZ,2036-10-10,7548,498168
MUHIO,2103-05-06,4363,253054
PnQku,2103-05-02,6744,155112
auapI,2051-03-04,2954,206780
OgydP,2030-11-15,6640,624160
zFXxM,2070-11-05,2067,66144
zQzLp,2050-12-01,3779,98254
FIAJK,2044-04-15,8590,103080
fhhcY,2114-01-15,2916,110808
zghcv,2108-04-22,8385,100620
KIJls,2066-04-30,9101,846393
wdpvP,2116-04-20,3695,192140
fFXEw,2097-04-08,7189,280371
qYLhG,2033-04-25,3647,269878
VuEHV,2067-04-30,2068,43428
GlgRx,2113-01-20,7306,708682
nvdSW,2048-12-25,3838,287850
kOoCc,2116-06-30,5885,329560
UbVdI,2058-07-08,2082,208200
NssPe,2054-01-28,4760,209440
xFuoR,2045-01-14,4641,440895
DTMgX,2052-10-10,9878,533412
mlJlb,2057-08-27,5489,395208
ymBoG,2036-12-31,8383,469448
IaTIL,2106-05-09,9616,557728
RDRbk,2038-12-23,6790,482090
PEdzJ,2063-06-28,4386,315792
uvYKG,2115-05-23,5060,344080
kaKpY,2107-08-02,8158,310004
SeXAD,2054-06-01,9075,372075
QMmbL,2098-12-07,5094,30564
AGZKo,2025-06-22,8677,130155
TScRb,2047-09-12,5279,31674
KGAMJ,2105-09-02,8923,455073
JViUc,2114-09-08,7965,71685
KAhnw,2101-09-23,2102,134528
xhPHG,2059-11-07,3614,43368
ZSErb,2078-11-07,7731,394281
PuWMA,2046-07-13,4044,113232
IXpTk,2066-06-22,9542,372138
soqBT,2021-01-22,6091,420279
UYTSr,2086-03-11,8673,676494
cfLcc,2040-02-03,9441,377640
LCmQP,2031-07-30,2316,192228
zQebo,2032-08-24,3240,97200
hWvFA,2087-08-30,2267,56675
tqpRp,2082-12-29,8133,650640
hUecU,2110-12-09,3735,44820
wyZhm,2059-11-23,7301,306642
EOVmQ,2026-08-23,8519,562254
wdJWS,2035-01-30,4104,135432
vVlLg,2093-03-01,4797,417339
dvYIP,2050-04-30,6552,622440
EYsXj,2038-01-13,7475,104650
IJRUx,2068-10-04,4559,428546
BQvxj,2077-07-22,6378,631422
MZeaV,2094-03-23,9237,683538
GdwjX,2097-09-13,4585,385140
XzDRI,2048-03-22,9580,239500
SfoCb,2064-01-20,5432,385672
XHZpl,2026-12-09,3227,183939
qhGWw,2026-01-01,6794,54352
EyAMJ,2054-04-06,8946,286272
cOkai,2103-02-26,3047,262042
ErNKN,2052-05-19,3316,252016
LUZXk,2088-09-15,3991,347217
LCbTC,2108-02-11,5593,274057
aFBqj,2044-08-30,8651,77859
LgLtU,2054-07-23,5773,57730
SVJuK,2057-09-23,4798,220708
VgqlC,2111-01-24,6301,529284
lNIwZ,2066-09-23,3982,374308
nrDwj,2085-04-11,6766,602174
mTYLg,2121-05-27,8722,549486
kZqaY,2053-06-03,6993,650349
biUrp,2065-02-15,8238,288330
dySwt,2059-11-25,3081,258804
nXTSo,2029-07-21,3796,318864
NYJYP,2035-08-16,5552,477472
TdqRz,2119-07-26,2985,17910
DLuNM,2040-11-19,8220,90420
iOdxH,2060-06-15,2504,15024
gKrAl,2090-06-06,9231,812328
qjOML,2111-02-02,5880,282240
vzFzF,2048-09-10,6798,367092
IedHV,2082-05-24,3685,132660
eZrvP,2060-12-25,3335,190095
iflfM,2103-02-15,4553,86507
ylIMC,2042-09-26,3072,224256
VMeqN,2037-10-23,9873,868824
AwOZr,2022-11-07,8005,232145
SiIRG,2058-05-06,9769,527526
KMQJh,2037-06-23,8907,80163
ZkYJi,2102-05-04,3718,304876
QivYi,2101-11-17,7753,666758
jdRdI,2111-07-28,5834,93344
dlRPu,2093-12-12,6181,599557
AEzua,2103-12-01,8386,201264
udeoO,2066-11-12,3121,237196
