StoreCode,Date,TotalSales,TotalAmount
wyZhm,2057-11-15,2892,237144
EOVmQ,2114-08-01,6224,522816
wdJWS,2092-07-09,5857,398276
vVlLg,2064-07-11,9969,159504
dvYIP,2022-03-29,6102,158652
EYsXj,2090-06-23,9316,931600
IJRUx,2052-09-04,8721,113373
BQvxj,2022-12-28,4583,183320
MZeaV,2074-04-28,4199,146965
GdwjX,2062-05-12,4895,132165
XzDRI,2121-09-14,4591,390235
SfoCb,2045-06-13,9685,542360
XHZpl,2110-09-15,8929,169651
qhGWw,2029-06-01,5529,259863
EyAMJ,2061-08-03,8966,152422
cOkai,2030-07-31,5727,125994
ErNKN,2080-04-22,3683,62611
LUZXk,2120-04-06,4806,192240
LCbTC,2079-10-13,3673,190996
aFBqj,2073-12-05,9734,905262
LgLtU,2087-08-11,5132,261732
SVJuK,2027-07-12,8854,805714
VgqlC,2045-04-30,4299,382611
lNIwZ,2104-09-13,4959,123975
nrDwj,2113-06-27,6833,519308
mTYLg,2027-11-08,8380,142460
kZqaY,2077-03-04,6677,627638
biUrp,2041-10-09,8126,162520
dySwt,2071-09-21,9993,869391
nXTSo,2062-09-13,5802,348120
NYJYP,2104-11-10,2862,168858
TdqRz,2115-02-21,7603,684270
DLuNM,2074-01-06,4753,408758
iOdxH,2051-03-14,8658,727272
gKrAl,2097-04-24,6547,216051
qjOML,2036-12-27,2992,26928
vzFzF,2047-04-27,9262,296384
IedHV,2036-08-09,7693,330799
eZrvP,2079-04-01,4323,393393
iflfM,2025-06-09,5795,394060
ylIMC,2062-06-08,4373,389197
VMeqN,2026-09-26,8777,307195
AwOZr,2073-12-28,7239,390906
SiIRG,2111-08-15,5685,352470
KMQJh,2022-08-23,4346,152110
ZkYJi,2113-12-02,6004,456304
QivYi,2050-03-10,9770,488500
jdRdI,2085-09-11,3222,257760
dlRPu,2039-01-04,2731,90123
AEzua,2108-05-24,5627,50643
udeoO,2110-05-12,7135,299670
tIbkH,2083-02-13,5281,116182
jnckU,2092-12-10,3724,67032
UqKHU,2074-06-18,7824,109536
fvvzF,2085-01-21,7833,86163
ubBvJ,2039-11-12,2315,67135
jcBKP,2073-06-24,4037,201850
MZufH,2060-07-15,2738,213564
leBWA,2114-12-20,7351,374901
FZkIh,2104-06-04,3477,166896
QcxGX,2079-06-18,8241,428532
OYDFS,2100-03-09,9324,65268
CWpDO,2022-07-17,4056,93288
yMpVe,2056-10-25,4409,154315
NHPBK,2046-06-04,9148,201256
BTfXS,2096-09-12,8682,286506
GYwgd,2027-09-23,2665,106600
SJHSM,2092-05-21,5955,398985
eaOwZ,2088-11-25,8444,413756
GegCn,2101-11-13,8875,887500
CVdHm,2110-03-14,7440,372000
piDSU,2042-08-10,8368,543920
uHFdq,2063-12-18,7199,230368
VBvsZ,2047-12-08,3794,303520
OaonV,2043-12-22,2169,123633
WxCuC,2081-04-30,5249,493406
lrdmQ,2071-09-19,9240,803880
XDBOn,2085-10-13,3751,135036
zKiCg,2070-11-27,3850,358050
GhWjC,2026-03-06,7959,644679
rLgcW,2029-08-29,2169,13014
Kmhev,2072-12-26,9958,69706
JMnTL,2114-04-18,9641,424204
tygbv,2041-01-19,3856,104112
KSaTN,2024-05-02,2670,173550
kYhLY,2098-10-15,4350,313200
IQpeV,2096-02-04,4378,61292
SSGhM,2060-09-10,6693,595677
qMQqC,2094-06-12,7923,483303
iaKlv,2054-02-25,6877,206310
uTDfX,2071-07-28,9371,121823
EywWq,2040-07-13,6889,489119
YsTui,2034-07-01,7160,379480
KNCJS,2055-08-01,4054,348644
WuKsx,2030-06-27,5175,439875
ANVEy,2117-10-19,6994,342706
UWaYX,2088-12-16,2238,15666
ssYLB,2054-01-27,2952,44280
setOB,2037-02-21,8295,406455
hsrSA,2068-05-07,6901,213931
kqluk,2064-06-22,5987,305337
JYZuR,2110-06-18,4070,130240
STRTS,2046-08-26,9796,284084
qTePA,2108-10-09,4704,112896
mSMBw,2040-09-14,7273,436380
dDwYL,2067-10-01,2600,111800
Xgsru,2115-04-19,2011,84462
ZetEh,2037-03-30,7519,187975
vlvxB,2039-12-19,4203,416097
PGFlN,2089-04-25,7502,232562
hwJkd,2029-12-16,9880,948480
jtVyk,2107-03-22,4361,327075
rbgKb,2034-04-25,8624,198352
DUdIG,2093-07-30,5169,103380
GYZVK,2045-10-29,3005,276460
QliAf,2073-04-08,9708,582480
NlLfn,2105-02-26,2331,137529
tmKjH,2075-01-15,8161,383567
kqimz,2094-11-08,2314,189748
slAfl,2086-01-25,3070,254810
Vahai,2115-06-19,9990,949050
tXPLn,2057-11-26,3582,179100
ePGqv,2022-12-04,4181,121249
zCCRP,2030-08-20,4582,187862
hMOUE,2074-06-09,7095,503745
ntrCa,2053-02-20,6906,75966
GmWQr,2040-07-31,3126,184434
egwMA,2102-02-20,4307,111982
HaEgD,2070-09-28,7881,559551
xdCJc,2076-10-22,6755,290465
okJyN,2087-04-27,5803,504861
ThPsv,2098-02-21,6827,279907
VWPwm,2076-07-26,5802,533784
UdIGN,2066-10-13,3821,233081
rHBoM,2023-08-13,2179,139456
AjNQi,2119-12-31,6209,478093
nHGfU,2121-11-30,9868,256568
vwXuA,2087-11-02,4023,177012
ZJRDH,2062-05-17,3017,105595
KNnBR,2073-08-24,7731,448398
JubAv,2053-12-18,9157,439536
MJXcE,2049-01-23,7969,669396
lzuFZ,2120-05-29,7710,717030
NbkzT,2084-08-28,9585,555930
dbLLF,2116-03-13,4206,189270
CGXWX,2037-05-25,9466,482766
Lnbox,2043-04-13,4661,349575
OOCWw,2082-05-09,4428,22140
oJjpd,2023-09-08,7083,566640
gEHsH,2100-06-28,3270,258330
wzYak,2062-08-29,3457,266189
zgXpN,2056-04-04,6095,73140
oyfDZ,2040-04-20,8428,834372
OKaQl,2109-06-03,6174,228438
rNDTc,2054-10-01,4312,293216
vZRdZ,2066-08-03,4746,66444
PEvtn,2044-03-09,2283,130131
sYwQV,2090-01-11,3784,223256
KBwCt,2035-05-31,9762,966438
mPuGW,2073-07-24,2344,23440
yTBDy,2041-07-22,5654,367510
CueVE,2120-04-29,7437,647019
qkxue,2118-10-13,6417,57753
LYhDl,2047-08-12,3609,39699
gndlW,2068-01-06,7474,201798
Lmlko,2067-03-18,6168,339240
JWBfD,2092-01-29,7447,104258
bIJKs,2086-10-26,2673,130977
wqsBh,2084-03-16,8510,255300
UcLrz,2078-09-12,5132,153960
QOSbc,2069-01-07,3381,175812
sMqHg,2117-11-28,9158,348004
ehiBf,2039-05-12,3144,138336
ddZJd,2100-01-24,7670,414180
CrzOh,2076-08-06,6454,271068
RDaEM,2084-09-11,2540,231140
djmvH,2055-09-20,6147,276615
ndGUZ,2073-11-21,4215,168600
vOfCn,2087-04-01,7563,347898
BTaZB,2025-12-31,3028,75700
Bxwxe,2095-10-19,5072,177520
aaCPZ,2108-10-26,5067,405360
BlIdp,2069-02-06,2208,108192
VBYtQ,2030-10-14,3636,247248
ZpOOw,2032-11-27,8810,290730
fRyHQ,2095-07-25,2240,123200
ttEre,2067-12-28,2524,108532
XfzNT,2041-04-01,5061,86037
KFoSd,2086-02-22,7707,369936
WTDQv,2051-11-07,6093,304650
MkNMD,2041-09-08,6078,468006
