StoreCode,Date,TotalSales,TotalAmount
HZIVT,2118-06-02,9477,691821
WDVmp,2076-12-13,7622,564028
ozDIX,2120-09-27,7850,94200
qIDXq,2076-07-03,5887,276689
CTQfN,2052-01-07,4122,403956
QgAhx,2106-03-08,9957,338538
slAcJ,2078-12-09,6951,271089
vmrLU,2098-06-13,6388,574920
yTHEh,2077-06-23,5402,480778
lGoVa,2089-10-16,7040,77440
IRJuG,2110-02-10,8841,70728
psBFq,2103-03-03,5491,241604
VbuxQ,2043-10-03,5605,414770
uKndT,2061-01-12,4210,37890
fxCIy,2057-12-13,3114,186840
zGyGG,2096-05-15,2014,34238
uAkbh,2057-02-20,2677,243607
EwABN,2034-12-16,8264,603272
bxvtl,2061-08-20,6695,488735
mqxxj,2034-10-12,6601,594090
tsOJz,2055-03-19,3124,62480
GzhSX,2106-01-19,3606,46878
kvryu,2092-12-16,4881,229407
ZwgUp,2080-03-02,2326,106996
NUeWz,2061-02-16,8011,480660
vKyIK,2074-05-10,2750,79750
AmWQO,2052-07-19,7414,103796
fQyRo,2059-01-01,8951,742933
hjPHN,2099-11-27,8217,813483
POqse,2061-02-18,5547,277350
EVDgI,2042-12-02,5125,107625
IPcfn,2030-07-01,2907,252909
MeMGs,2119-09-14,3499,118966
jAhpX,2035-10-23,2191,153370
uGDff,2025-08-29,7413,644931
gOkdO,2025-04-20,3255,55335
jWIre,2029-01-14,2813,157528
fHpMI,2065-08-07,8814,52884
lVMVN,2038-02-01,9324,550116
GSRWU,2040-07-14,5818,325808
idOvW,2071-09-04,5863,515944
VWqbE,2077-10-27,9010,657730
vLmKV,2075-03-16,8847,238869
aWOOV,2051-10-25,2303,36848
kRrkx,2119-06-03,5518,435922
QkEUL,2054-01-09,8526,699132
uFpQH,2044-05-03,7420,690060
rkxtL,2044-07-22,2392,155480
talwS,2032-01-31,8540,486780
UaAMB,2120-07-01,2412,65124
UAeYW,2078-12-06,6342,158550
eyUEn,2065-06-08,2695,99715
PjnUz,2092-02-19,9768,273504
ODyWO,2066-04-29,4631,74096
VHTBY,2073-01-20,8891,791299
qfuvj,2056-03-22,5613,381684
GWKlk,2105-04-20,3112,311200
uDRja,2057-09-09,3932,224124
xncbm,2033-06-12,4338,277632
QqxEp,2073-09-05,2246,213370
QrNwO,2088-11-10,9761,48805
Sahxf,2051-04-10,7511,255374
oRlni,2055-05-08,3416,95648
pWhCP,2061-02-20,5718,274464
nYIib,2111-09-27,8285,604805
lDLzU,2034-04-13,9319,577778
HSBSH,2035-05-25,7814,781400
Amagt,2111-01-14,5084,498232
eZQuo,2038-05-08,5387,247802
oUUDg,2097-11-26,2280,41040
CbeQK,2074-11-21,2893,283514
ZBfsh,2088-10-27,5788,196792
FvhES,2063-03-15,5219,140913
ldomP,2052-12-21,3849,65433
QnFtv,2061-11-30,5021,271134
eQHIq,2105-09-07,8335,366740
rhihY,2090-05-01,4052,117508
ScgLy,2022-12-18,2779,186193
TxJsD,2032-03-21,7924,736932
XgfTL,2077-04-26,4533,308244
esjbO,2061-01-12,6862,301928
puVXA,2029-03-15,2169,214731
rEUwW,2021-05-18,2106,56862
hAomW,2113-02-18,5324,165044
HtCeM,2111-04-26,5100,494700
AhDNA,2066-01-28,2393,98113
KErsa,2114-03-04,4816,110768
bfbuU,2064-12-07,3682,81004
crBFQ,2094-05-10,6527,385093
mFdLN,2053-05-23,8982,898200
CVBrm,2032-03-09,9708,232992
qDQip,2032-09-18,4533,349041
KUxkt,2037-08-03,7096,269648
qQbgw,2029-11-12,2267,97481
FBeJv,2102-01-16,6055,538895
kJFpB,2092-12-08,7515,202905
glKdt,2041-03-02,6784,468096
Tocnf,2026-04-05,4416,397440
JcCWb,2073-09-23,5978,203252
pXHPq,2060-09-10,2958,106488
iRpPc,2090-10-29,8619,491283
