StoreCode,Date,TotalSales,TotalAmount
PuWMA,2025-12-14,6268,551584
IXpTk,2121-01-03,2482,96798
soqBT,2092-08-17,7712,771200
UYTSr,2091-07-31,4157,99768
cfLcc,2042-01-23,2437,202271
LCmQP,2096-02-17,9898,494900
zQebo,2070-08-26,6915,200535
hWvFA,2024-04-14,2650,37100
tqpRp,2097-05-19,9693,562194
hUecU,2029-01-20,9256,731224
wyZhm,2041-11-18,9811,215842
EOVmQ,2104-03-07,6541,294345
wdJWS,2111-04-30,3819,255873
vVlLg,2064-08-26,8940,143040
dvYIP,2085-05-13,8604,447408
EYsXj,2110-10-10,5224,292544
IJRUx,2035-10-10,2935,93920
BQvxj,2042-01-03,7963,629077
MZeaV,2054-10-26,9748,935808
GdwjX,2057-06-14,6868,659328
XzDRI,2091-09-19,6446,528572
SfoCb,2089-02-11,7074,636660
XHZpl,2049-02-21,7549,158529
qhGWw,2117-04-13,8521,306756
EyAMJ,2060-07-06,4042,44462
cOkai,2094-01-22,7310,182750
ErNKN,2105-01-14,7987,87857
LUZXk,2032-11-26,5949,208215
LCbTC,2057-03-04,8584,403448
aFBqj,2117-04-26,2139,177537
LgLtU,2093-06-09,9806,843316
SVJuK,2102-10-30,8318,191314
VgqlC,2043-02-16,3516,98448
lNIwZ,2105-01-03,4173,29211
nrDwj,2119-02-26,8385,142545
mTYLg,2050-02-16,3155,302880
kZqaY,2092-03-21,5621,483406
biUrp,2052-12-20,5361,385992
dySwt,2095-01-07,3436,237084
nXTSo,2066-10-26,4056,247416
NYJYP,2045-03-23,5997,179910
TdqRz,2062-10-10,4869,384651
DLuNM,2115-06-23,9615,673050
iOdxH,2062-04-09,9366,758646
gKrAl,2089-06-10,9139,895622
qjOML,2085-09-08,8529,349689
vzFzF,2048-05-27,6408,602352
IedHV,2057-09-11,8693,695440
eZrvP,2100-06-25,7997,631763
iflfM,2084-12-21,4792,143760
ylIMC,2111-01-30,8011,112154
VMeqN,2070-04-04,9281,733199
AwOZr,2092-05-13,7824,172128
SiIRG,2092-07-29,4971,462303
KMQJh,2063-02-14,7995,399750
ZkYJi,2120-10-06,8278,322842
QivYi,2022-12-25,6322,50576
jdRdI,2057-02-02,5007,305427
dlRPu,2050-08-20,3670,198180
AEzua,2085-05-08,2201,44020
udeoO,2116-03-15,2001,188094
tIbkH,2070-03-29,3011,150550
jnckU,2106-12-16,4351,348080
UqKHU,2071-02-14,8357,200568
fvvzF,2082-07-09,6924,623160
ubBvJ,2036-10-04,9789,675441
jcBKP,2041-01-06,6023,228874
MZufH,2048-08-14,5043,337881
leBWA,2082-01-20,9565,133910
FZkIh,2109-12-01,9207,405108
QcxGX,2045-08-02,2653,111426
OYDFS,2055-11-26,2983,277419
CWpDO,2071-10-11,4052,194496
yMpVe,2096-05-25,5634,67608
NHPBK,2082-06-25,9419,65933
BTfXS,2066-01-03,2263,165199
GYwgd,2075-06-07,2376,216216
SJHSM,2027-11-05,9049,615332
eaOwZ,2052-05-20,4200,264600
GegCn,2087-01-25,6861,617490
CVdHm,2070-11-11,4403,180523
piDSU,2102-09-18,4482,376488
uHFdq,2101-10-27,2855,48535
VBvsZ,2044-08-05,2904,188760
OaonV,2038-04-12,9947,89523
WxCuC,2084-06-01,8192,614400
lrdmQ,2036-08-05,9380,253260
XDBOn,2025-08-28,6607,356778
zKiCg,2100-11-06,6284,515288
GhWjC,2099-09-05,3111,220881
rLgcW,2097-03-06,6586,540052
Kmhev,2084-06-05,9762,956676
JMnTL,2100-01-30,4171,120959
tygbv,2116-10-05,4384,70144
KSaTN,2054-06-25,2652,175032
kYhLY,2042-01-25,2788,245344
IQpeV,2097-10-21,5317,388141
SSGhM,2034-01-24,7892,623468
qMQqC,2092-05-10,8852,672752
iaKlv,2098-11-28,8932,875336
uTDfX,2121-05-13,7079,594636
EywWq,2112-12-19,4141,169781
YsTui,2055-11-22,5038,236786
KNCJS,2058-02-28,9132,538788
WuKsx,2114-09-17,4294,395048
ANVEy,2099-03-26,5040,468720
UWaYX,2079-02-23,5083,360893
ssYLB,2044-10-11,8474,381330
setOB,2040-12-02,5769,513441
hsrSA,2121-05-11,2034,109836
kqluk,2070-05-29,6782,657854
JYZuR,2061-04-27,8229,378534
STRTS,2030-01-07,2870,157850
qTePA,2091-08-10,6785,420670
mSMBw,2083-07-11,3313,301483
dDwYL,2094-02-03,2212,174748
Xgsru,2068-06-09,3797,159474
ZetEh,2053-08-10,8146,798308
vlvxB,2114-06-11,2678,13390
PGFlN,2038-07-16,3686,364914
hwJkd,2030-02-26,8446,844600
jtVyk,2116-04-20,7248,514608
rbgKb,2105-04-14,2691,201825
DUdIG,2081-05-01,5479,186286
GYZVK,2028-12-22,4761,447534
QliAf,2120-01-27,8558,813010
NlLfn,2066-02-02,4860,92340
tmKjH,2112-12-23,9205,506275
kqimz,2095-11-14,6677,640992
slAfl,2072-09-25,8841,689598
Vahai,2070-07-01,8714,287562
tXPLn,2062-06-05,9748,662864
ePGqv,2098-01-01,3442,271918
zCCRP,2050-09-29,7178,358900
hMOUE,2102-11-09,8588,618336
ntrCa,2023-05-30,2001,164082
GmWQr,2086-01-14,9541,171738
egwMA,2052-05-25,3605,118965
HaEgD,2089-01-05,7192,136648
xdCJc,2111-07-29,8832,105984
okJyN,2120-01-20,3675,330750
ThPsv,2111-12-19,5034,30204
VWPwm,2059-12-28,4566,141546
UdIGN,2036-11-08,3950,347600
rHBoM,2051-12-08,5098,331370
AjNQi,2050-07-31,5913,549909
nHGfU,2040-07-20,6733,309718
vwXuA,2088-03-05,8435,759150
ZJRDH,2076-05-01,9526,57156
KNnBR,2095-09-27,2272,215840
JubAv,2081-05-27,8324,416200
MJXcE,2090-07-23,8114,641006
lzuFZ,2026-07-30,3256,107448
NbkzT,2052-02-17,7347,345309
dbLLF,2041-06-25,3143,50288
CGXWX,2055-09-06,6909,359268
Lnbox,2022-08-12,3525,285525
OOCWw,2056-11-15,5092,239324
oJjpd,2082-07-13,6232,130872
gEHsH,2120-02-01,2298,80430
wzYak,2021-04-20,7113,675735
zgXpN,2051-08-20,3747,243555
oyfDZ,2069-03-02,4530,326160
OKaQl,2030-04-28,5278,506688
rNDTc,2115-04-13,2099,201504
vZRdZ,2070-09-25,4910,230770
PEvtn,2044-11-29,7299,678807
sYwQV,2094-04-23,6556,426140
KBwCt,2072-10-28,9869,305939
mPuGW,2058-10-08,7737,116055
