StoreCode,Date,TotalSales,TotalAmount
MkNMD,2098-04-26,9473,558907
KBamU,2047-11-09,9657,618048
xViNc,2113-02-16,5675,505075
gKIyA,2048-03-08,6543,78516
OdkJD,2104-08-08,7967,71703
zxAJF,2033-10-26,9977,99770
Igdvq,2053-09-13,4087,245220
wiIhA,2085-06-12,4113,94599
FnFgI,2059-01-16,6366,120954
wJMYW,2039-02-10,6389,249171
mjplW,2086-10-19,5780,323680
eDTeH,2054-02-23,4888,435032
TIOBi,2067-01-19,8834,415198
xwKsc,2030-10-12,5485,356525
stMiO,2116-09-19,4621,180219
HawXD,2120-12-07,7238,202664
rfDaa,2078-06-04,3451,165648
OXAud,2093-08-16,2237,158827
lglks,2073-09-24,3486,59262
nTacC,2111-04-13,8064,661248
SeDoA,2099-03-17,3904,359168
TGccw,2024-04-28,9459,368901
XBWmR,2035-05-02,6736,161664
gykMD,2081-06-09,9543,286290
wEQqZ,2085-10-21,8306,647868
NyJnU,2062-01-08,9893,138502
DXhHc,2092-11-19,5154,458706
qDvAh,2040-09-13,9524,676204
nUTHk,2027-07-06,8103,688755
acGxm,2071-05-20,6325,158125
shnja,2073-10-08,6234,392742
KFUGw,2025-03-19,2280,29640
UDpYo,2053-08-23,6041,519526
LplpW,2079-05-06,7415,348505
aZUOR,2107-06-21,5067,60804
FWGHn,2054-09-08,7186,186836
LtwFp,2113-05-20,9244,184880
bRHtm,2045-11-22,5337,85392
MkghG,2120-06-20,5540,465360
Ikadb,2114-08-07,4306,90426
HZIVT,2102-11-29,7451,223530
WDVmp,2115-06-02,9394,544852
ozDIX,2118-04-12,6872,164928
qIDXq,2037-04-03,4254,63810
CTQfN,2087-02-20,5635,293020
QgAhx,2031-06-10,8449,566083
slAcJ,2056-04-28,9651,762429
vmrLU,2104-08-19,7936,658688
yTHEh,2022-11-12,5387,474056
lGoVa,2061-06-15,3083,144901
IRJuG,2062-11-28,5960,172840
psBFq,2073-12-15,9459,274311
VbuxQ,2035-12-05,7964,318560
uKndT,2036-08-17,2542,216070
fxCIy,2045-12-05,2320,222720
zGyGG,2052-09-01,9873,404793
uAkbh,2100-07-08,3676,279376
EwABN,2061-04-04,5746,252824
bxvtl,2034-06-25,7356,536988
mqxxj,2096-04-03,6727,417074
tsOJz,2065-12-11,9701,795482
GzhSX,2021-08-04,8050,788900
kvryu,2033-02-16,7489,479296
ZwgUp,2097-09-10,2645,140185
NUeWz,2091-03-02,6688,240768
vKyIK,2076-01-07,6587,474264
AmWQO,2086-06-18,5619,398949
fQyRo,2092-04-26,9425,424125
hjPHN,2037-10-25,8190,810810
POqse,2058-03-01,8348,283832
EVDgI,2052-11-04,9912,198240
IPcfn,2097-02-24,3570,299880
MeMGs,2103-02-10,8290,547140
jAhpX,2083-05-14,3379,172329
uGDff,2110-01-30,4745,94900
gOkdO,2116-11-27,7537,278869
jWIre,2052-01-02,8297,365068
fHpMI,2085-09-14,8458,211450
lVMVN,2048-04-08,9970,478560
GSRWU,2114-07-19,3247,240278
idOvW,2098-11-28,9849,531846
VWqbE,2101-02-25,2491,14946
