StoreCode,Date,TotalSales,TotalAmount
VjKsx,2099-05-09,9024,812160
svunt,2110-10-06,5058,409698
YuwRT,2030-04-05,2279,143577
hPeiL,2089-01-17,6025,590450
uadTG,2026-04-26,5074,238478
CcTQy,2106-10-15,4223,401185
MfVCP,2039-02-02,9288,278640
gfSXb,2106-01-01,5330,293150
GPemI,2043-04-28,6354,247806
LohWj,2030-02-27,7610,608800
AlHDZ,2026-02-12,3071,21497
rykeP,2082-09-12,4046,368186
hAfge,2068-08-22,6461,38766
HMraQ,2063-03-11,5817,570066
eRGZG,2057-07-06,3047,304700
BzeNi,2120-09-08,9210,147360
dnagi,2073-02-19,8807,88070
JIrDE,2121-01-24,6720,524160
hYddv,2116-02-16,8275,132400
NvIxY,2117-01-12,3157,315700
geUiu,2053-10-28,4853,145590
vFTOt,2099-01-02,5935,563825
rLEAw,2042-07-07,4686,126522
jTOEa,2087-02-23,4238,228852
UufKk,2089-10-05,5466,393552
NaMdF,2052-11-01,5141,303319
vGgMR,2040-05-23,8327,324753
pqzjt,2028-06-15,6757,87841
qoWVi,2092-11-02,7708,763092
EzcZR,2074-03-13,9075,898425
XdLFb,2073-06-29,6555,45885
WqIEX,2051-08-10,8619,361998
KsXVw,2088-05-16,4275,141075
pQOhV,2069-04-28,4599,229950
sQwdy,2095-07-29,8863,168397
jaMrl,2115-10-03,3843,203679
GRjmN,2068-03-17,4198,121742
emfQE,2082-06-10,5481,400113
wRGlS,2079-08-05,3884,349560
YxXHJ,2064-09-15,3301,211264
JHBjS,2121-04-05,6480,226800
vyoFP,2066-07-06,7747,612013
cIism,2047-08-24,6536,581704
OSbey,2102-02-05,5049,45441
RLQox,2060-09-22,8642,751854
DLXXM,2082-10-30,9237,683538
oFMyv,2069-11-02,3923,337378
FMBqm,2107-02-05,6531,476763
RNPtE,2063-05-26,4582,274920
zpakt,2120-11-12,2955,150705
NLIXr,2097-11-25,2812,61864
LWokn,2067-02-01,6177,450921
mEnMN,2058-09-24,6321,233877
jikCb,2084-04-28,3768,214776
hMhBO,2033-02-06,6945,166680
iPoPi,2049-11-05,3207,272595
dqwSi,2071-12-21,4397,413318
fQpRI,2032-06-23,6615,423360
PqbsG,2039-11-06,6531,372267
DTWMq,2054-04-05,3489,331455
gwbWS,2042-10-26,6731,652907
yaSLi,2073-07-23,7373,44238
NSXnP,2095-09-15,3148,151104
btuqq,2085-09-24,8568,505512
rGKjc,2109-10-31,2558,158596
AMajW,2087-06-17,4773,276834
zmeiH,2029-01-19,2382,83370
UodQV,2025-03-17,6708,60372
kFoXg,2049-05-14,2303,198058
aVuXr,2079-11-12,4202,327756
uCgMd,2042-03-16,2975,35700
hRuRL,2054-05-28,7388,487608
tBSGm,2103-12-03,5718,411696
QJNYu,2068-01-27,4859,310976
NUyOZ,2030-12-02,9387,713412
qSebG,2033-09-26,9073,235898
HXgiL,2022-04-30,2558,184176
dziKG,2075-08-14,8352,367488
xjIiO,2033-05-27,9349,832061
rpbLk,2021-05-09,9708,339780
DZcGC,2023-01-31,2647,166761
CRFfQ,2110-06-15,4395,347205
OiMKI,2087-03-23,5774,369536
BTAjc,2041-05-16,5092,407360
XXAjT,2113-08-26,4479,313530
IsNDn,2113-06-21,2273,165929
QaUMN,2064-01-10,7282,458766
