StoreCode,Date,TotalSales,TotalAmount
kqluk,2041-11-01,6073,218628
JYZuR,2027-10-10,6396,262236
STRTS,2102-05-18,2804,249556
qTePA,2038-07-17,9361,74888
mSMBw,2071-12-12,2843,193324
dDwYL,2036-01-20,6125,343000
Xgsru,2079-08-18,2400,127200
ZetEh,2056-11-22,7287,342489
vlvxB,2047-04-07,5580,195300
PGFlN,2022-04-11,7615,647275
hwJkd,2088-12-24,7020,203580
jtVyk,2096-04-10,2021,121260
rbgKb,2085-01-15,6767,466923
DUdIG,2076-08-04,2542,177940
GYZVK,2092-07-04,7746,410538
QliAf,2104-09-13,6815,54520
NlLfn,2031-08-13,9272,760304
tmKjH,2088-07-15,2713,225179
kqimz,2088-12-27,3007,183427
slAfl,2090-04-27,6056,115064
Vahai,2104-04-24,4788,138852
tXPLn,2121-07-15,7039,703900
ePGqv,2119-02-12,3377,189112
zCCRP,2065-02-13,5718,514620
hMOUE,2043-07-22,2976,107136
ntrCa,2076-07-31,6340,405760
GmWQr,2096-02-01,9856,295680
egwMA,2084-07-09,4560,232560
HaEgD,2036-08-01,2311,92440
xdCJc,2065-05-17,4681,318308
okJyN,2027-11-26,6507,475011
ThPsv,2079-08-25,2849,202279
VWPwm,2121-08-27,7157,379321
UdIGN,2036-01-09,7162,666066
rHBoM,2108-06-11,3672,290088
AjNQi,2091-02-28,7010,658940
nHGfU,2102-06-16,7681,445498
vwXuA,2033-03-13,2035,67155
ZJRDH,2075-02-05,2387,50127
KNnBR,2049-10-29,2971,279274
JubAv,2118-10-15,5115,419430
MJXcE,2079-02-02,4128,235296
lzuFZ,2117-09-30,4752,427680
NbkzT,2066-09-11,5454,534492
dbLLF,2073-07-26,9236,794296
CGXWX,2093-10-14,7944,421032
Lnbox,2079-11-08,5347,203186
OOCWw,2087-07-28,6283,502640
oJjpd,2047-02-24,5298,158940
gEHsH,2115-12-02,2235,183270
wzYak,2069-08-12,7182,79002
zgXpN,2076-10-14,7333,659970
oyfDZ,2074-06-07,9171,91710
OKaQl,2021-09-18,8804,44020
rNDTc,2083-01-25,5210,197980
vZRdZ,2095-12-25,9120,583680
PEvtn,2081-06-23,6429,437172
sYwQV,2097-11-25,9901,524753
KBwCt,2030-12-06,9777,948369
mPuGW,2029-11-30,3278,272074
yTBDy,2095-07-28,6286,427448
CueVE,2045-05-25,5758,115160
qkxue,2043-05-29,2423,145380
LYhDl,2041-08-29,7458,59664
gndlW,2094-05-04,5255,430910
Lmlko,2040-01-03,9191,689325
JWBfD,2069-05-06,7616,753984
bIJKs,2035-04-06,2084,91696
wqsBh,2051-12-05,5856,81984
UcLrz,2051-01-26,7702,639266
QOSbc,2054-06-29,7427,386204
sMqHg,2091-08-07,2041,165321
ehiBf,2024-01-27,8874,381582
ddZJd,2054-02-07,8728,113464
CrzOh,2112-10-19,7490,629160
RDaEM,2041-06-12,3629,322981
djmvH,2076-11-01,5806,336748
