StoreCode,Date,TotalSales,TotalAmount
WRTEU,2102-10-12,8687,651525
aYZse,2086-08-24,2242,35872
uGymu,2082-11-30,8609,60263
bdVkY,2071-03-08,9254,46270
xxxdQ,2029-03-26,9972,887508
TEoKF,2046-03-05,7325,366250
TqvHY,2100-07-27,6233,305417
YrCmK,2104-07-30,7528,255952
AyODv,2044-03-26,6471,207072
SLGvg,2105-02-13,9380,56280
xYRIJ,2031-10-11,3089,132827
mQdRc,2040-02-10,3514,284634
PTuRg,2090-04-25,8438,489404
sBYvZ,2028-01-15,6561,183708
obwvs,2027-06-01,3284,65680
FvafL,2043-01-29,3445,24115
Lophj,2120-04-27,6245,537070
kIGjc,2069-06-12,6582,612126
hzhfC,2053-06-12,3431,130378
VcTBw,2112-06-26,8373,133968
SJmMg,2051-05-19,3293,29637
eFaAS,2029-01-14,9402,451296
GAZpr,2099-03-01,8635,647625
RzlSK,2085-04-22,4869,63297
WxaxZ,2098-12-19,5869,52821
VwQUS,2070-03-04,6246,99936
wGTkG,2067-05-24,7215,714285
xhwRj,2121-12-14,6355,209715
SJElI,2056-10-20,3365,154790
KUzqX,2120-10-29,5961,71532
aPylH,2091-02-26,9613,797879
meNtD,2075-10-22,2376,85536
pIQTk,2100-04-07,7070,261590
ExDQm,2029-12-27,7073,594132
bXRMv,2090-07-23,5745,97665
yBnce,2024-05-14,2022,70770
scuvi,2045-08-10,5288,502360
pgqEq,2068-07-27,4484,228684
ytYLT,2040-02-05,4403,299404
LDiYP,2098-12-09,9835,491750
WKkXA,2036-01-10,6517,645183
ABviR,2041-05-31,2381,33334
hJegb,2026-09-20,3276,39312
HKTiq,2040-11-30,8300,257300
OHnow,2096-04-21,6359,343386
FlrAk,2107-10-14,5230,434090
RFgpa,2107-07-17,7922,522852
saQBN,2083-07-22,7582,583814
Jkjcg,2111-09-29,2703,202725
nPQjP,2115-01-04,6201,620100
NdXau,2054-02-01,4256,421344
eNHsM,2029-01-23,5707,91312
ntjoe,2063-01-26,5740,264040
uJhPn,2052-08-30,2332,163240
AXiBL,2073-10-10,2194,136028
CqZhn,2105-10-21,8225,205625
CYcPN,2069-10-15,3836,161112
DpXrY,2027-12-29,7333,161326
JZmGM,2030-05-17,3560,32040
NAqcA,2111-02-03,8904,391776
lTPEo,2074-12-26,4138,132416
sTXYe,2102-01-23,7758,411174
gsXOr,2119-10-23,8604,326952
YRwUE,2028-06-29,8841,159138
RHAuO,2068-09-15,5037,206517
INYMj,2097-08-13,7849,667165
qNgVE,2073-02-04,8031,594294
bPUCM,2109-10-28,2731,161129
NyHOc,2045-08-02,9642,713508
pwnlB,2074-05-07,7826,406952
jcBdh,2033-11-14,6560,236160
byOjC,2039-07-13,2026,99274
AaqJK,2080-10-29,9573,201033
tzcPa,2049-09-15,7626,427056
Hkqpu,2035-11-26,9730,486500
Iizvd,2059-02-24,9832,688240
RDqil,2029-11-04,4814,168490
uHVWC,2069-10-21,9798,950406
RJhmE,2065-10-21,7382,509358
XvqqP,2029-11-16,3101,65121
xWhJf,2083-11-08,6813,585918
yGLBj,2029-03-15,6683,320784
dNYXo,2087-01-06,7198,331108
synBh,2087-02-01,4720,254880
hgXTv,2053-03-16,4613,456687
QscgK,2091-11-24,4737,345801
uDZNS,2105-09-10,5659,322563
gYdPd,2057-09-17,5041,352870
swMcN,2053-06-23,2624,125952
huOCi,2041-07-07,3207,32070
XKpkB,2048-02-01,9367,65569
IQIoQ,2058-09-15,7921,380208
Pqibt,2095-01-13,5775,213675
QLYru,2077-12-21,6669,40014
prNjp,2034-09-03,3279,62301
ywDgw,2058-10-01,2600,231400
EOuGi,2039-05-05,9550,601650
qGCvQ,2033-02-10,6237,324324
IwMFG,2110-04-19,6394,613824
RNCWl,2097-12-16,6640,298800
iufYB,2066-02-02,4578,448644
anlBU,2022-09-20,4832,328576
SPPBt,2107-11-20,7458,178992
uDaMI,2089-10-08,2845,28450
abUtW,2068-07-29,3989,382944
bceYY,2029-02-12,6802,149644
yIpfP,2031-11-07,2775,230325
iapZh,2046-01-04,3245,210925
xqxiX,2031-01-14,3644,36440
GpVwe,2070-01-02,8155,203875
