StoreCode,Date,TotalSales,TotalAmount
wzYak,2118-07-17,3009,81243
zgXpN,2102-02-05,7285,451670
oyfDZ,2055-07-13,9656,308992
OKaQl,2111-05-26,5235,408330
rNDTc,2079-01-03,7047,162081
vZRdZ,2102-03-24,7929,666036
PEvtn,2067-02-14,5807,563279
sYwQV,2098-08-17,5755,540970
KBwCt,2036-12-31,4196,54548
mPuGW,2100-05-08,6877,502021
yTBDy,2065-07-13,8563,787796
CueVE,2078-04-27,7073,176825
qkxue,2089-05-15,3176,247728
LYhDl,2102-02-12,7235,723500
gndlW,2101-11-28,2483,156429
Lmlko,2062-01-25,2447,19576
JWBfD,2048-10-30,4536,104328
bIJKs,2036-03-17,2431,87516
wqsBh,2043-07-02,4989,434043
UcLrz,2074-03-02,5359,418002
QOSbc,2103-05-09,9227,92270
sMqHg,2060-11-02,2896,202720
ehiBf,2040-05-15,9819,127647
ddZJd,2046-09-24,2813,258796
CrzOh,2082-05-02,2558,217430
RDaEM,2029-07-11,6821,566143
djmvH,2056-09-09,8591,317867
ndGUZ,2044-05-19,8253,462168
vOfCn,2076-11-04,3470,312300
BTaZB,2070-11-05,7253,232096
Bxwxe,2107-10-13,3816,156456
aaCPZ,2041-09-29,4234,300614
BlIdp,2119-08-27,7637,458220
VBYtQ,2112-10-31,7687,169114
ZpOOw,2116-04-02,2902,110276
fRyHQ,2111-11-14,7677,721638
ttEre,2044-04-11,8983,727623
XfzNT,2088-09-06,8796,79164
KFoSd,2111-02-15,9378,300096
WTDQv,2071-02-07,7342,293680
MkNMD,2035-01-02,5944,315032
KBamU,2102-04-25,7111,220441
xViNc,2068-11-11,3486,83664
gKIyA,2058-05-01,3172,247416
OdkJD,2077-12-15,3081,268047
zxAJF,2071-10-06,5314,483574
Igdvq,2047-12-26,3783,329121
wiIhA,2028-05-08,3243,97290
FnFgI,2114-07-27,6353,241414
wJMYW,2053-12-23,7113,327198
mjplW,2111-09-02,6476,310848
eDTeH,2107-01-19,5093,422719
TIOBi,2078-04-24,5009,385693
xwKsc,2101-11-02,7822,735268
stMiO,2079-10-11,5744,425056
HawXD,2083-07-04,3400,166600
rfDaa,2043-12-23,8752,297568
OXAud,2102-07-08,6376,133896
lglks,2052-08-01,4144,120176
nTacC,2077-02-12,7976,135592
SeDoA,2049-01-21,6654,259506
TGccw,2098-07-30,7032,168768
XBWmR,2082-12-03,3934,243908
gykMD,2034-04-27,2599,140346
wEQqZ,2120-01-04,4893,78288
NyJnU,2046-11-09,7724,741504
DXhHc,2049-07-24,7478,710410
qDvAh,2041-02-27,7394,377094
nUTHk,2112-03-19,4874,350928
acGxm,2022-01-06,4316,30212
shnja,2051-06-17,3919,215545
KFUGw,2089-10-07,8673,43365
UDpYo,2079-07-26,5049,40392
LplpW,2028-11-25,5070,96330
aZUOR,2023-05-10,3085,209780
FWGHn,2090-10-28,2584,54264
LtwFp,2096-09-23,6632,92848
bRHtm,2119-12-11,5096,366912
MkghG,2087-03-19,4472,353288
Ikadb,2025-09-16,4395,276885
HZIVT,2038-02-11,7017,596445
WDVmp,2053-12-05,3289,197340
ozDIX,2043-10-16,6148,418064
qIDXq,2051-01-16,2662,138424
CTQfN,2099-02-12,8564,274048
QgAhx,2068-02-17,4881,312384
slAcJ,2111-10-28,8827,644371
vmrLU,2035-12-02,8581,729385
yTHEh,2033-08-20,8616,404952
lGoVa,2105-03-09,6403,473822
IRJuG,2090-05-19,2079,83160
psBFq,2077-05-23,5999,533911
VbuxQ,2063-06-12,4501,414092
uKndT,2035-12-25,7195,532430
fxCIy,2101-05-05,6634,643498
