StoreCode,Date,TotalSales,TotalAmount
kaKpY,2112-04-18,7161,594363
SeXAD,2071-11-10,2562,61488
QMmbL,2048-12-24,8024,473416
AGZKo,2038-05-23,6294,176232
TScRb,2112-08-08,8546,85460
KGAMJ,2038-08-31,9471,729267
JViUc,2036-11-16,8343,233604
KAhnw,2042-04-26,4628,388752
xhPHG,2086-08-29,2957,62097
ZSErb,2113-06-23,5992,191744
PuWMA,2116-06-30,6747,155181
IXpTk,2104-12-08,8608,344320
soqBT,2093-07-16,7975,350900
UYTSr,2037-02-13,6644,259116
cfLcc,2025-01-06,4679,435147
LCmQP,2118-05-03,5516,71708
zQebo,2104-06-16,9116,154972
hWvFA,2099-03-15,7403,214687
tqpRp,2049-02-28,5450,163500
hUecU,2055-07-11,8100,64800
wyZhm,2104-10-01,2078,74808
EOVmQ,2089-10-19,7974,749556
wdJWS,2108-05-27,2810,174220
vVlLg,2057-04-27,9200,524400
dvYIP,2032-11-30,7355,661950
EYsXj,2121-01-17,8494,620062
IJRUx,2115-06-02,8445,135120
BQvxj,2050-03-01,4132,181808
MZeaV,2084-03-06,6590,59310
GdwjX,2097-01-01,8122,349246
XzDRI,2109-08-07,5335,229405
SfoCb,2112-09-13,3657,237705
XHZpl,2092-08-18,7053,148113
qhGWw,2093-01-05,7873,684951
EyAMJ,2101-04-20,5691,233331
cOkai,2107-11-24,5124,225456
ErNKN,2099-05-14,4782,176934
LUZXk,2104-05-06,9328,167904
LCbTC,2091-03-10,4407,193908
aFBqj,2064-04-12,2013,10065
LgLtU,2057-01-18,8286,256866
SVJuK,2092-04-21,7318,51226
VgqlC,2088-04-05,9332,279960
lNIwZ,2121-06-08,8357,401136
nrDwj,2024-07-04,2564,110252
mTYLg,2098-02-15,2374,151936
kZqaY,2078-06-14,5235,120405
biUrp,2060-08-13,4026,52338
dySwt,2078-06-30,3109,102597
nXTSo,2027-03-27,5608,543976
NYJYP,2051-12-26,7791,740145
TdqRz,2023-11-21,8747,52482
DLuNM,2119-02-23,5591,83865
iOdxH,2086-11-09,4496,422624
gKrAl,2101-01-01,2308,170792
qjOML,2038-07-20,9629,596998
vzFzF,2071-10-20,2945,58900
IedHV,2041-09-23,8412,647724
eZrvP,2120-09-27,8344,500640
iflfM,2087-06-24,8014,360630
ylIMC,2061-03-27,2552,170984
VMeqN,2078-02-06,6547,569589
AwOZr,2042-06-21,8245,552415
SiIRG,2078-06-12,2081,93645
KMQJh,2119-07-22,6498,298908
ZkYJi,2115-05-26,5309,100871
QivYi,2045-11-02,5466,344358
jdRdI,2038-03-09,8525,767250
dlRPu,2076-01-12,9330,671760
AEzua,2114-10-25,4299,38691
udeoO,2082-10-04,3351,298239
tIbkH,2116-10-15,5122,302198
jnckU,2058-01-11,8580,394680
UqKHU,2089-04-22,7061,211830
fvvzF,2035-07-07,9174,431178
ubBvJ,2069-01-22,5844,321420
jcBKP,2027-11-21,8977,646344
MZufH,2036-01-30,2983,196878
leBWA,2046-10-06,4850,421950
FZkIh,2073-08-02,4007,144252
QcxGX,2069-07-12,9497,702778
OYDFS,2058-04-02,9629,924384
CWpDO,2095-12-27,3566,171168
yMpVe,2036-01-21,9539,677269
NHPBK,2120-02-17,4815,110745
BTfXS,2021-11-20,6150,504300
GYwgd,2026-08-28,5024,150720
SJHSM,2100-08-16,8847,743148
eaOwZ,2070-04-15,8009,200225
GegCn,2041-04-18,3824,332688
CVdHm,2071-06-11,3448,331008
piDSU,2108-11-28,5774,473468
uHFdq,2088-11-01,6978,125604
VBvsZ,2088-05-30,8659,744674
