StoreCode,Date,TotalSales,TotalAmount
zxbcV,2062-10-01,3742,123486
aqXjv,2058-12-16,7929,142722
HwABJ,2105-03-02,3835,168740
pwxsm,2021-04-18,8641,501178
AxKjw,2043-04-02,6562,564332
KhQou,2117-11-28,8546,145282
FVLXv,2096-12-30,2991,254235
LzYQM,2073-08-04,6918,463506
eiFNn,2023-09-02,8727,488712
HTneU,2059-11-06,3260,166260
woWTU,2036-06-16,9448,198408
afDKH,2082-04-08,5429,363743
fXnQd,2023-04-12,4945,267030
nDWOq,2070-02-08,5658,486588
mgRkA,2026-02-14,3198,127920
rwALY,2069-08-27,5807,238087
bGjFI,2092-11-13,3410,115940
OjAxV,2036-07-31,5236,31416
pliSK,2050-03-19,7996,319840
dkzSF,2043-07-22,9319,139785
MuwFP,2073-03-11,5127,358890
cfFWu,2047-05-04,9764,175752
xfVbw,2092-12-26,4018,401800
xBRCe,2044-04-24,7887,173514
AiXGp,2112-08-07,5063,470859
COxZZ,2077-08-22,6330,145590
DgDLy,2099-01-23,3773,377300
yqSqM,2034-03-30,2091,58548
KuELV,2034-01-10,2625,84000
LQmGM,2044-10-26,3689,121737
gMrrU,2040-04-28,7294,539756
yYKlJ,2076-05-18,4189,305797
vlExD,2045-01-24,4538,331274
unHPa,2111-09-23,4332,402876
Ijovy,2121-01-06,8077,145386
jPInm,2077-12-29,6485,214005
gkiUJ,2120-09-08,4388,184296
cSwhe,2090-02-19,3779,249414
zKGLk,2057-02-04,7518,390936
HRRep,2055-10-24,3070,199550
cAurE,2112-02-09,3630,137940
YhtWY,2028-05-28,3582,272232
eSItw,2027-11-01,8641,336999
flkSX,2050-03-23,3566,342336
ltOdM,2108-09-20,2795,67080
iwuQa,2075-02-13,2690,32280
KcZRO,2040-01-30,4100,69700
yGEPn,2062-10-30,7294,700224
ZPCiI,2092-10-09,7932,452124
clyey,2118-11-05,2381,130955
ptuHY,2120-09-07,6333,386313
DSLiG,2104-09-14,6796,577660
tkjTV,2041-07-07,3505,133190
jpOue,2120-10-14,8819,626149
gHtBk,2110-08-14,9280,510400
HaQbW,2070-06-15,8007,680595
lPFrF,2076-12-01,3630,217800
zNqnr,2037-12-07,9655,463440
oSLEf,2030-03-24,7253,522216
XOeGK,2053-05-07,3251,29259
MkhmR,2032-01-06,7980,510720
HDFVh,2070-06-29,4217,350011
bZNrv,2042-05-19,2671,229706
qqMRa,2109-07-08,2925,234000
yuPlp,2080-07-12,5462,311334
EgDVY,2042-07-28,6372,267624
oJRnH,2076-06-25,2539,190425
Ulvwf,2086-12-28,9981,868347
Zdkte,2021-10-05,7728,340032
vuCOP,2037-11-05,9061,154037
kLAcH,2068-11-25,4256,370272
XGhbO,2067-05-24,4693,347282
XQaHJ,2024-03-05,8999,98989
xHllz,2043-07-09,6714,315558
XEmIJ,2049-03-27,4331,415776
orpMr,2040-12-12,6848,308160
jyrvB,2041-01-03,2050,16400
DiWdM,2044-11-29,7504,735392
