StoreCode,Date,TotalSales,TotalAmount
QrNwO,2115-04-08,9118,346484
Sahxf,2025-10-09,6134,282164
oRlni,2050-11-12,4966,144014
pWhCP,2068-11-08,7484,291876
nYIib,2082-07-10,2928,240096
lDLzU,2101-01-16,5815,157005
HSBSH,2085-05-11,5529,409146
Amagt,2033-07-20,9929,784391
eZQuo,2121-03-29,2320,187920
oUUDg,2112-06-16,8178,433434
CbeQK,2055-10-31,5089,229005
ZBfsh,2052-03-09,2639,105560
FvhES,2099-05-15,6947,625230
ldomP,2058-04-06,5269,321409
QnFtv,2024-07-26,3013,286235
eQHIq,2087-12-20,8387,58709
rhihY,2042-06-25,4768,176416
ScgLy,2029-01-07,6679,647863
TxJsD,2057-01-17,6216,80808
XgfTL,2086-10-23,4211,269504
esjbO,2112-02-24,9273,547107
puVXA,2083-08-16,8126,154394
rEUwW,2060-09-21,4856,480744
hAomW,2046-04-10,9321,65247
HtCeM,2075-05-01,6268,144164
AhDNA,2034-02-19,7656,290928
KErsa,2076-03-24,8444,650188
bfbuU,2044-07-11,9669,299739
crBFQ,2103-11-25,3496,314640
mFdLN,2035-04-09,8948,304232
CVBrm,2059-05-22,5127,281985
qDQip,2049-08-14,9606,153696
KUxkt,2028-12-11,3395,27160
qQbgw,2100-02-26,8912,80208
FBeJv,2054-05-02,8726,322862
kJFpB,2113-08-03,7652,336688
glKdt,2088-06-22,9690,193800
Tocnf,2100-11-21,8884,435316
JcCWb,2057-03-28,9458,66206
pXHPq,2070-11-30,3834,157194
iRpPc,2031-07-20,8493,840807
CjhMA,2046-11-30,7727,309080
mwCWY,2098-11-19,8113,470554
BfPZz,2048-04-19,5548,393908
XAFCB,2097-11-14,5579,535584
hQLuY,2107-11-05,8332,316616
bKFVJ,2049-11-17,5976,107568
cCncM,2099-01-07,7191,460224
NmlOX,2039-11-11,8767,569855
Gmust,2105-06-18,3025,63525
Rxykd,2052-12-16,9045,488430
oWaGI,2055-07-29,7896,489552
RsycJ,2031-03-05,4759,356925
RLIcT,2107-05-29,2980,14900
xzYdQ,2095-05-06,9856,926464
vDyzg,2089-10-15,9505,494260
UlCVn,2043-11-02,8944,223600
FzEpU,2092-02-12,9562,181678
yBIot,2040-04-06,4899,78384
iyptw,2050-04-28,8170,400330
xutyH,2116-01-16,3091,21637
yJMiJ,2032-08-29,2881,34572
NDifr,2074-06-05,6580,625100
RLjJn,2075-05-22,8124,170604
ufPuW,2095-10-07,4465,160740
