StoreCode,Date,TotalSales,TotalAmount
wuyow,2024-01-09,7892,528764
GhoWI,2082-01-07,6344,260104
LWALp,2032-01-23,9266,389172
kImZj,2120-12-19,2280,155040
xUZHW,2064-08-03,2671,211009
XHXCu,2022-11-06,4715,245180
LrRYP,2069-12-24,3745,299600
ZTCzx,2084-02-10,4242,216342
GaflA,2029-06-02,9268,305844
xXQVx,2099-11-03,8458,566686
yoPMM,2109-01-23,4054,202700
fnifp,2066-01-28,3865,170060
UBiHD,2057-08-24,9321,540618
pHkIy,2091-07-15,6344,253760
hAamr,2066-05-17,4693,389519
NGGPn,2042-03-19,9840,649440
PieYt,2055-02-23,8006,528396
BBviV,2024-08-12,9274,64918
WGIMR,2117-03-21,2754,159732
Fcoqj,2096-03-29,2105,145245
zxbcV,2086-02-17,2526,15156
aqXjv,2062-07-18,7364,714308
HwABJ,2081-08-31,6722,611702
pwxsm,2062-04-02,4887,474039
AxKjw,2116-05-20,9316,717332
KhQou,2052-08-13,9491,892154
FVLXv,2089-01-09,6079,36474
LzYQM,2049-12-03,7187,416846
eiFNn,2120-08-08,7122,697956
HTneU,2023-10-18,8506,629444
woWTU,2064-03-13,5496,93432
afDKH,2084-10-22,5006,310372
fXnQd,2077-07-26,7978,502614
nDWOq,2055-10-26,6017,264748
mgRkA,2084-06-09,4551,168387
rwALY,2075-10-03,2530,189750
bGjFI,2025-06-02,7662,153240
OjAxV,2087-04-07,9372,543576
pliSK,2111-10-21,5581,234402
dkzSF,2021-01-01,2511,123039
MuwFP,2095-07-05,6536,431376
cfFWu,2058-08-02,5138,231210
xfVbw,2120-01-11,4792,321064
xBRCe,2051-05-01,8206,320034
AiXGp,2111-02-12,4520,433920
COxZZ,2037-01-16,3430,212660
DgDLy,2117-01-13,8811,105732
yqSqM,2021-10-17,4495,368590
KuELV,2040-04-09,9760,732000
LQmGM,2101-06-14,7664,145616
gMrrU,2105-10-31,3806,312092
yYKlJ,2103-07-05,8557,51342
vlExD,2052-02-14,5061,293538
unHPa,2106-02-19,9103,391429
Ijovy,2062-06-01,4901,186238
jPInm,2100-08-10,7334,168682
gkiUJ,2110-05-24,2561,243295
cSwhe,2071-09-09,6089,590633
zKGLk,2053-07-25,2710,51490
HRRep,2094-08-24,8030,626340
cAurE,2092-11-04,4289,175849
YhtWY,2052-06-14,2371,47420
eSItw,2047-11-17,8676,841572
flkSX,2100-12-06,5583,379644
ltOdM,2042-02-21,9550,706700
iwuQa,2049-12-24,9265,370600
KcZRO,2077-11-02,7552,45312
yGEPn,2042-11-19,2451,49020
ZPCiI,2080-01-26,6533,522640
clyey,2066-04-07,4202,411796
ptuHY,2028-06-04,5403,199911
DSLiG,2065-12-09,9685,87165
tkjTV,2121-03-11,7215,281385
jpOue,2098-02-06,3059,290605
gHtBk,2079-12-08,7220,606480
HaQbW,2053-01-14,3255,87885
lPFrF,2029-01-20,9059,489186
zNqnr,2101-11-28,7571,211988
oSLEf,2088-06-20,5213,67769
XOeGK,2092-05-26,5227,57497
MkhmR,2091-06-26,8180,40900
HDFVh,2121-10-28,6658,665800
bZNrv,2120-03-26,4057,243420
qqMRa,2031-06-12,9424,801040
yuPlp,2031-03-23,2113,44373
EgDVY,2045-08-22,9241,582183
oJRnH,2026-03-23,2092,20920
Ulvwf,2054-06-18,6057,563301
Zdkte,2045-08-04,7724,146756
vuCOP,2115-03-11,6268,426224
kLAcH,2050-04-30,4078,362942
XGhbO,2072-07-14,9592,95920
XQaHJ,2052-11-24,7453,231043
xHllz,2079-09-17,7076,99064
XEmIJ,2063-05-09,6509,403558
orpMr,2114-02-22,9409,837401
jyrvB,2083-05-19,8837,565568
DiWdM,2074-08-15,7436,275132
pJbdt,2027-05-06,8192,221184
aQesR,2052-08-05,7966,238980
yaVEF,2071-09-03,8807,528420
NRoJG,2055-09-29,7627,625414
aTfZz,2070-11-28,7576,462136
oWLEE,2049-10-05,3191,47865
yutoT,2096-01-10,7956,278460
dGvdC,2109-10-08,9440,783520
AYYHE,2100-12-21,7940,190560
Pqphe,2042-12-24,2018,100900
VZEKW,2063-02-22,2016,191520
WRVNv,2053-09-20,9918,426474
iHfaD,2092-03-01,7331,87972
alDAd,2103-03-01,7891,331422
flZxQ,2034-06-13,6946,152812
NoAhW,2045-08-03,4481,340556
MRUez,2073-05-02,5715,120015
jqVSB,2110-09-11,8053,612028
aEZLq,2114-04-24,8842,106104
jFHnp,2089-09-07,6730,228820
niuao,2102-10-28,2693,148115
uxoTY,2092-12-15,2160,194400
QfxWo,2090-09-23,7298,328410
AgdDr,2026-10-18,9123,255444
zDqyD,2041-01-30,2551,25510
DQdfx,2112-11-17,9193,643510
GrqPo,2097-01-03,6620,595800
eSTsG,2037-05-04,6574,525920
oqAWv,2103-10-26,7836,156720
TbVIw,2110-06-11,2646,50274
FCIWC,2028-05-30,3861,54054
wAqsT,2059-07-04,7579,507793
UmHsj,2067-03-19,8751,385044
aOMVv,2041-07-18,6691,595499
DgKsH,2085-01-16,3976,63616
XAQvR,2039-01-16,2384,14304
VMttA,2081-07-13,6459,271278
RMmcx,2069-02-06,5175,82800
fGpJo,2057-02-01,8810,775280
gQLfK,2118-04-20,7146,485928
NwOBS,2042-08-20,8565,351165
vpVkm,2023-12-09,4751,128277
BvaxX,2083-07-12,8818,749530
WkQEr,2095-01-02,7844,180412
NEJMD,2064-01-20,8104,380888
iWElQ,2029-03-15,8146,545782
uBeRU,2110-11-11,3431,336238
IGvms,2034-12-25,7074,367848
QtidG,2113-12-23,8561,462294
QAbBt,2079-08-27,3411,126207
GlqCH,2063-10-11,8808,211392
clIpF,2069-07-28,8797,140752
hgYlA,2062-09-14,2601,226287
GXuAF,2114-11-20,7818,406536
aTYKa,2098-08-11,4216,134912
jDKYr,2067-09-03,9814,588840
HpDxV,2030-11-03,3551,273427
yKFQJ,2115-06-27,8671,138736
mYRzy,2047-09-10,6848,219136
YbrVf,2024-02-24,6384,172368
OnxjQ,2079-10-27,7778,723354
TSqRr,2067-08-31,2561,230490
NDtjR,2037-03-03,4261,242877
kPsmd,2116-01-19,6871,206130
GeMWZ,2113-03-14,8840,300560
Dgwbu,2065-06-15,8891,844645
RJOUN,2068-08-28,5119,245712
KOOGk,2050-06-01,4326,160062
etwzA,2045-02-19,3072,304128
gkJwL,2069-10-04,3081,49296
TkCEQ,2107-02-13,6759,473130
mfVba,2115-05-08,3290,207270
iVjoX,2105-08-05,2686,16116
xNjcJ,2067-07-17,4017,377598
GQUGT,2072-02-03,6767,81204
YaHYp,2116-11-27,2936,64592
XPLIp,2073-03-19,7302,299382
KhXqf,2050-04-25,2827,223333
nBQnc,2049-06-08,3972,162852
TbFwW,2110-09-26,3982,83622
kNhde,2048-04-09,7915,324515
dhFID,2090-07-21,5963,232557
EZiaQ,2036-08-21,6162,73944
sLFmF,2075-10-20,7594,630302
toqFu,2022-02-18,5167,237682
PdveO,2106-11-11,3597,323730
BzZTV,2109-11-01,8167,392016
khBfg,2095-12-15,5639,400369
Brbyo,2091-09-19,8119,495259
hxCJQ,2114-02-05,2269,102105
PXenY,2033-12-05,7982,351208
cwtDX,2030-06-19,8168,187864
eUPbR,2074-10-19,5967,554931
WmlnQ,2039-10-25,8122,633516
kOlaN,2080-03-13,4940,59280
