StoreCode,Date,TotalSales,TotalAmount
QOSbc,2071-07-07,9351,617166
sMqHg,2083-01-27,8683,538346
ehiBf,2074-11-20,7503,232593
ddZJd,2072-05-26,6976,62784
CrzOh,2093-02-23,2667,221361
RDaEM,2033-04-29,2909,232720
djmvH,2075-10-31,4912,255424
ndGUZ,2038-04-28,3812,297336
vOfCn,2092-03-02,6770,629610
BTaZB,2032-12-23,3384,128592
Bxwxe,2098-11-16,2100,35700
aaCPZ,2091-04-23,5648,401008
BlIdp,2090-11-12,3082,117116
VBYtQ,2113-08-23,6011,565034
ZpOOw,2116-10-03,4903,387337
fRyHQ,2100-04-10,3710,89040
ttEre,2026-06-19,8344,784336
XfzNT,2037-12-28,8239,782705
KFoSd,2109-04-11,3328,306176
WTDQv,2111-12-22,2171,208416
MkNMD,2107-04-11,8808,308280
KBamU,2107-11-30,8901,302634
xViNc,2041-06-24,9638,106018
gKIyA,2040-11-16,2705,29755
OdkJD,2053-07-10,3756,112680
zxAJF,2056-08-18,6268,614264
Igdvq,2116-04-30,9787,675303
wiIhA,2095-01-17,6139,613900
FnFgI,2092-01-07,7524,511632
wJMYW,2092-08-17,4483,322776
mjplW,2114-04-09,2544,109392
eDTeH,2058-07-18,2650,198750
TIOBi,2088-09-16,7546,324478
xwKsc,2039-09-18,9196,45980
stMiO,2082-11-30,3865,23190
HawXD,2051-05-01,2851,31361
rfDaa,2032-07-03,3236,216812
OXAud,2021-05-20,3915,50895
lglks,2115-01-09,5615,129145
nTacC,2021-11-27,2396,141364
SeDoA,2064-08-31,4785,71775
TGccw,2070-10-15,3613,187876
XBWmR,2063-04-17,4404,202584
gykMD,2064-11-25,4987,59844
wEQqZ,2077-08-23,4221,59094
NyJnU,2091-11-09,8740,611800
DXhHc,2080-07-11,2989,107604
qDvAh,2094-05-28,5391,323460
nUTHk,2102-06-04,4599,289737
acGxm,2074-07-15,4898,73470
shnja,2036-09-05,4058,174494
KFUGw,2105-08-22,9363,767766
UDpYo,2059-02-20,4292,287564
LplpW,2110-12-12,6594,237384
aZUOR,2047-10-10,4530,394110
FWGHn,2029-06-17,7047,140940
LtwFp,2117-04-03,5028,472632
bRHtm,2112-01-29,2804,269184
MkghG,2076-11-13,4301,365585
Ikadb,2105-06-03,7459,544507
HZIVT,2042-03-08,5284,211360
WDVmp,2117-08-11,8777,596836
ozDIX,2051-12-22,9977,588643
qIDXq,2021-06-15,8831,724142
CTQfN,2065-08-29,3548,24836
QgAhx,2100-06-07,4192,108992
slAcJ,2081-05-26,5402,54020
vmrLU,2087-04-01,5052,131352
yTHEh,2095-04-18,7177,64593
lGoVa,2062-10-17,3759,364623
IRJuG,2067-09-10,9286,380726
psBFq,2083-07-20,2739,172557
VbuxQ,2099-06-08,2076,45672
uKndT,2025-07-19,7987,103831
fxCIy,2035-08-29,3041,252403
zGyGG,2024-04-21,4114,222156
uAkbh,2074-07-06,4620,281820
EwABN,2082-07-12,3142,78550
bxvtl,2112-08-16,3051,216621
mqxxj,2097-03-14,4870,180190
tsOJz,2076-03-06,8298,157662
GzhSX,2119-06-12,6527,469944
kvryu,2073-02-06,7060,607160
