StoreCode,Date,TotalSales,TotalAmount
yTBDy,2071-07-24,2139,29946
CueVE,2098-07-06,9563,449461
qkxue,2023-11-07,6996,685608
LYhDl,2064-11-22,7569,355743
gndlW,2100-08-26,9474,634758
Lmlko,2037-08-20,2660,37240
JWBfD,2048-07-07,6703,33515
bIJKs,2035-11-28,7559,619838
wqsBh,2039-08-11,3848,69264
UcLrz,2048-02-24,5386,290844
QOSbc,2084-10-22,9971,388869
sMqHg,2047-02-01,4379,140128
ehiBf,2026-08-01,4611,73776
ddZJd,2102-03-05,3266,212290
CrzOh,2108-06-05,5300,174900
RDaEM,2025-10-19,7038,485622
djmvH,2070-10-28,8462,685422
ndGUZ,2057-03-07,9007,882686
vOfCn,2025-09-15,2526,245022
BTaZB,2116-06-08,5361,176913
Bxwxe,2108-06-30,9510,779820
aaCPZ,2039-06-23,2389,126617
BlIdp,2077-06-12,4820,424160
VBYtQ,2059-02-04,5655,282750
ZpOOw,2065-02-03,3232,129280
fRyHQ,2109-08-02,3398,37378
ttEre,2106-01-25,8338,341858
XfzNT,2040-08-14,2287,68610
KFoSd,2090-10-06,2449,159185
WTDQv,2082-09-24,7037,35185
MkNMD,2105-07-31,8588,489516
KBamU,2064-12-22,7058,684626
xViNc,2060-07-29,4721,141630
gKIyA,2062-11-07,8238,650802
OdkJD,2052-11-06,7635,732960
zxAJF,2110-12-21,6240,355680
Igdvq,2050-11-09,5068,45612
wiIhA,2106-11-07,7182,718200
FnFgI,2081-08-04,7804,124864
wJMYW,2078-08-26,6334,532056
mjplW,2082-07-21,5003,100060
eDTeH,2039-01-10,5221,203619
TIOBi,2058-05-03,7589,166958
xwKsc,2121-10-08,2852,193936
stMiO,2078-02-07,5179,321098
HawXD,2033-10-17,2194,59238
rfDaa,2031-07-23,2484,156492
OXAud,2111-05-03,9175,715650
lglks,2044-06-07,9464,709800
nTacC,2040-04-20,9648,472752
SeDoA,2030-10-08,2338,81830
TGccw,2095-01-06,3970,190560
XBWmR,2085-10-11,6341,177548
gykMD,2055-11-07,7803,616437
wEQqZ,2056-03-04,9396,742284
NyJnU,2085-04-06,5278,184730
DXhHc,2047-03-24,6271,150504
qDvAh,2109-02-01,2438,129214
nUTHk,2040-01-09,7432,564832
acGxm,2031-04-02,6024,554208
shnja,2043-09-26,7083,99162
KFUGw,2094-01-07,4523,122121
UDpYo,2056-02-09,7935,428490
LplpW,2062-01-06,5518,132432
aZUOR,2094-10-24,4228,329784
FWGHn,2064-01-06,8086,339612
LtwFp,2098-10-25,4485,345345
bRHtm,2118-05-22,2013,173118
MkghG,2073-11-16,3458,76076
Ikadb,2032-10-12,2086,139762
HZIVT,2033-12-08,8129,325160
WDVmp,2061-04-04,4036,72648
ozDIX,2059-12-09,2017,90765
