StoreCode,Date,TotalSales,TotalAmount
cAurE,2051-05-02,5496,401208
YhtWY,2101-07-14,7581,545832
eSItw,2079-11-07,8808,290664
flkSX,2054-08-22,8087,121305
ltOdM,2115-10-20,2709,86688
iwuQa,2109-04-15,7588,531160
KcZRO,2077-08-08,6705,476055
yGEPn,2067-07-15,2241,44820
ZPCiI,2047-10-25,6659,479448
clyey,2034-02-17,5957,476560
ptuHY,2031-01-11,9128,155176
DSLiG,2028-10-30,3387,274347
tkjTV,2049-04-24,4508,76636
jpOue,2074-09-12,6822,545760
gHtBk,2024-06-20,6829,430227
HaQbW,2109-01-20,7119,548163
lPFrF,2121-10-06,9470,748130
zNqnr,2073-10-21,2920,61320
oSLEf,2027-12-04,2058,195510
XOeGK,2075-01-05,7214,216420
MkhmR,2082-06-18,2478,69384
HDFVh,2088-06-30,7471,455731
bZNrv,2065-09-12,3110,121290
qqMRa,2095-11-04,9701,940997
yuPlp,2035-05-31,8752,455104
EgDVY,2047-12-24,4800,148800
oJRnH,2108-03-02,2998,95936
Ulvwf,2039-07-21,4964,134028
Zdkte,2060-02-11,9350,327250
vuCOP,2106-04-15,7935,484035
kLAcH,2081-03-13,4707,23535
XGhbO,2037-04-07,2573,247008
XQaHJ,2075-07-21,6003,48024
xHllz,2029-07-09,9879,612498
XEmIJ,2105-11-12,9729,817236
orpMr,2037-02-27,7571,454260
jyrvB,2115-01-13,9214,681836
DiWdM,2025-11-13,8616,766824
pJbdt,2101-11-06,8951,187971
aQesR,2037-02-22,2572,66872
yaVEF,2090-10-29,4861,267355
NRoJG,2096-02-21,9163,430661
aTfZz,2024-07-27,5243,199234
oWLEE,2032-09-30,6561,314928
yutoT,2106-09-12,7749,596673
dGvdC,2085-08-25,2900,118900
AYYHE,2032-04-24,5798,521820
Pqphe,2076-01-08,8951,608668
VZEKW,2027-03-01,5930,474400
WRVNv,2119-01-09,6499,38994
iHfaD,2071-05-08,9279,55674
alDAd,2070-09-16,2255,103730
flZxQ,2040-11-04,3831,275832
NoAhW,2031-04-24,3494,90844
MRUez,2031-01-05,7191,402696
jqVSB,2095-06-02,4123,193781
aEZLq,2094-10-17,4883,278331
jFHnp,2056-08-20,9917,238008
niuao,2085-12-20,8786,746810
uxoTY,2120-04-10,9838,118056
QfxWo,2089-11-07,2325,176700
AgdDr,2073-08-22,3577,346969
zDqyD,2113-12-11,6769,615979
DQdfx,2098-11-24,4906,461164
GrqPo,2021-09-08,3840,23040
eSTsG,2081-09-26,9117,63819
oqAWv,2092-10-17,7833,258489
TbVIw,2070-10-31,4137,182028
FCIWC,2093-09-01,3668,44016
wAqsT,2091-01-14,4605,432870
UmHsj,2064-07-31,2346,98532
aOMVv,2077-08-09,8976,700128
DgKsH,2073-05-11,3599,331108
XAQvR,2066-11-23,3250,217750
VMttA,2091-12-22,6025,42175
RMmcx,2080-10-14,8921,410366
fGpJo,2081-08-15,6277,313850
gQLfK,2086-12-23,6041,447034
NwOBS,2118-05-18,2366,44954
vpVkm,2095-05-16,6622,39732
BvaxX,2114-11-21,2646,68796
WkQEr,2037-01-16,6389,453619
NEJMD,2114-06-06,7239,195453
iWElQ,2106-04-14,6263,538618
uBeRU,2110-02-28,7934,420502
IGvms,2113-11-01,3759,82698
QtidG,2075-05-05,5215,469350
QAbBt,2067-10-15,9581,919776
GlqCH,2099-08-07,3545,212700
clIpF,2104-10-07,3871,321293
hgYlA,2117-12-25,2540,190500
GXuAF,2119-07-11,4161,83220
aTYKa,2027-09-27,2202,176160
jDKYr,2078-09-25,7596,729216
HpDxV,2089-03-02,2170,28210
yKFQJ,2115-04-02,5620,466460
mYRzy,2116-02-05,3479,226135
YbrVf,2050-07-18,2787,200664
OnxjQ,2058-09-12,6559,65590
TSqRr,2090-08-13,9553,267484
NDtjR,2100-04-23,8267,496020
kPsmd,2037-12-11,5578,89248
GeMWZ,2046-07-21,8614,628822
Dgwbu,2069-04-21,6402,499356
RJOUN,2047-11-29,7486,636310
KOOGk,2027-07-22,9189,183780
etwzA,2058-04-03,7377,464751
gkJwL,2075-02-02,9157,155669
TkCEQ,2109-10-31,4221,46431
mfVba,2101-11-29,3296,247200
iVjoX,2071-01-11,9444,651636
xNjcJ,2088-07-08,8467,592690
GQUGT,2065-11-07,3570,164220
YaHYp,2110-04-24,4535,195005
XPLIp,2078-01-03,6627,311469
KhXqf,2037-06-07,7751,201526
nBQnc,2026-01-09,4408,180728
TbFwW,2057-01-15,2712,43392
kNhde,2070-10-28,2213,22130
dhFID,2051-10-08,7252,166796
EZiaQ,2060-09-24,9171,889587
sLFmF,2031-10-29,3698,151618
toqFu,2053-06-09,4009,272612
PdveO,2026-06-20,2520,239400
BzZTV,2115-06-21,9127,812303
khBfg,2083-05-07,3944,86768
Brbyo,2045-01-18,7260,638880
hxCJQ,2111-10-27,2322,174150
PXenY,2073-06-24,7698,746706
cwtDX,2027-07-21,5816,87240
eUPbR,2056-01-12,9833,334322
WmlnQ,2071-04-13,2566,33358
kOlaN,2053-12-09,4483,121041
yrQct,2081-03-28,3435,202665
WJdpA,2046-04-28,8310,822690
fXWVR,2032-02-21,9424,188480
NMxTB,2032-06-19,3592,172416
pUtri,2094-07-26,5584,463472
wnZIE,2118-04-14,9860,867680
TgYFa,2111-07-08,9549,286470
aNprq,2120-02-21,5037,347553
FLcJk,2057-08-20,3983,310674
DsvRZ,2053-03-26,8961,591426
MUHIO,2116-07-24,3345,280980
PnQku,2027-03-08,5336,330832
auapI,2035-07-08,4541,445018
OgydP,2044-03-30,6411,115398
zFXxM,2035-03-20,7609,593502
zQzLp,2047-02-26,9461,245986
FIAJK,2096-08-15,2350,77550
fhhcY,2025-01-11,2229,113679
zghcv,2037-10-06,4847,387760
KIJls,2115-07-08,6913,553040
wdpvP,2030-04-27,9332,457268
fFXEw,2097-02-06,4351,221901
qYLhG,2087-12-16,4783,459168
VuEHV,2045-05-30,8627,439977
GlgRx,2103-08-09,3037,69851
nvdSW,2024-08-17,3193,175615
kOoCc,2101-12-13,8954,528286
UbVdI,2069-01-23,2453,188881
NssPe,2053-09-25,3289,111826
xFuoR,2097-09-26,9592,278168
DTMgX,2096-06-28,4141,78679
mlJlb,2082-01-25,4864,116736
ymBoG,2081-08-12,4079,399742
IaTIL,2105-10-24,8720,479600
RDRbk,2117-06-13,5575,211850
PEdzJ,2090-06-13,5708,165532
uvYKG,2049-02-03,2409,173448
kaKpY,2081-04-27,9923,218306
SeXAD,2023-04-27,5541,382329
QMmbL,2033-03-14,2488,208992
AGZKo,2107-06-04,4402,272924
TScRb,2053-03-04,6939,471852
KGAMJ,2111-02-13,8077,662314
JViUc,2027-05-09,3932,322424
KAhnw,2066-11-10,2268,77112
xhPHG,2035-01-10,6871,570293
ZSErb,2112-03-30,9990,669330
PuWMA,2043-09-17,4431,376635
IXpTk,2074-08-26,2377,209176
soqBT,2073-03-08,3396,108672
UYTSr,2044-04-18,3004,192256
cfLcc,2101-07-11,6221,111978
LCmQP,2063-04-16,9206,736480
zQebo,2106-10-21,3781,344071
hWvFA,2045-08-15,4620,50820
tqpRp,2025-12-07,7537,452220
hUecU,2036-07-10,8749,411203
wyZhm,2047-05-03,6537,451053
EOVmQ,2053-08-22,2976,47616
wdJWS,2060-09-03,2077,174468
vVlLg,2107-07-17,3257,32570
dvYIP,2076-05-19,8067,209742
EYsXj,2040-03-20,2839,56780
IJRUx,2031-10-08,4154,373860
BQvxj,2088-11-28,9399,582738
MZeaV,2092-05-20,2714,203550
GdwjX,2110-06-18,4100,180400
XzDRI,2053-03-03,7764,186336
SfoCb,2064-09-27,2836,42540
XHZpl,2027-10-25,8336,391792
qhGWw,2059-04-19,4642,459558
EyAMJ,2120-06-16,8061,346623
cOkai,2036-04-02,3041,106435
ErNKN,2042-01-10,7769,178687
LUZXk,2059-09-27,6061,84854
LCbTC,2093-04-18,4573,347548
aFBqj,2027-03-20,4600,96600
LgLtU,2099-02-18,4452,227052
SVJuK,2092-01-22,8779,737436
VgqlC,2094-12-05,9813,971487
lNIwZ,2118-08-24,3585,175665
nrDwj,2035-06-23,9962,637568
mTYLg,2053-08-29,4892,445172
kZqaY,2037-07-05,4238,173758
biUrp,2097-10-23,5055,313410
dySwt,2037-07-25,7066,529950
nXTSo,2116-08-01,6074,382662
NYJYP,2040-09-29,3941,303457
TdqRz,2022-09-30,4804,67256
DLuNM,2024-02-15,4745,132860
iOdxH,2071-12-18,4587,284394
gKrAl,2090-01-24,5381,150668
qjOML,2041-01-30,9047,398068
vzFzF,2069-05-14,5941,409929
IedHV,2052-12-09,9899,871112
eZrvP,2094-02-01,4652,334944
iflfM,2106-04-15,7807,507455
ylIMC,2118-08-17,4205,159790
VMeqN,2087-03-09,5139,226116
AwOZr,2095-12-05,6122,251002
SiIRG,2050-04-29,2627,21016
KMQJh,2031-07-13,3891,112839
ZkYJi,2048-03-29,6842,109472
QivYi,2096-11-27,6334,310366
jdRdI,2044-05-14,4193,348019
dlRPu,2047-02-24,6684,274044
AEzua,2094-07-04,9538,572280
udeoO,2119-04-20,9705,562890
tIbkH,2112-02-06,9145,457250
jnckU,2113-06-12,8681,546903
UqKHU,2096-04-27,4504,76568
fvvzF,2038-10-16,3863,23178
ubBvJ,2046-09-29,8874,461448
jcBKP,2038-04-03,3641,182050
MZufH,2085-08-29,3372,74184
leBWA,2094-06-20,3498,146916
FZkIh,2042-04-19,8257,767901
QcxGX,2022-12-09,7566,348036
OYDFS,2105-10-20,7243,253505
CWpDO,2117-10-13,4345,238975
yMpVe,2034-01-13,7289,313427
NHPBK,2108-05-03,7922,546618
BTfXS,2036-07-23,5159,77385
GYwgd,2059-08-12,2166,119130
SJHSM,2093-01-17,8523,511380
eaOwZ,2095-06-11,5099,367128
GegCn,2082-12-31,5591,273959
CVdHm,2023-04-17,2351,195133
piDSU,2070-10-13,6866,508084
uHFdq,2110-08-14,5879,111701
VBvsZ,2042-03-17,9330,494490
OaonV,2069-07-04,6549,117882
WxCuC,2097-08-14,8385,310245
lrdmQ,2051-01-02,7523,579271
XDBOn,2086-06-11,9322,503388
zKiCg,2079-12-30,7115,583430
GhWjC,2117-09-28,6241,187230
rLgcW,2061-10-24,6937,471716
Kmhev,2024-07-20,2912,180544
JMnTL,2103-11-24,8897,774039
