StoreCode,Date,TotalSales,TotalAmount
sEorK,2116-05-18,5311,339904
mlKgn,2052-07-20,9214,562054
wywHO,2111-11-29,5423,146421
YBGmN,2050-03-14,5115,76725
jBTfn,2094-11-23,2287,157803
NxHAX,2022-12-08,5153,417393
BtXrB,2032-01-08,4546,259122
SIGvq,2102-11-17,3406,279292
YUuxM,2026-12-20,4762,361912
lIxwY,2033-07-08,6109,238251
WRTEU,2045-07-01,8127,97524
aYZse,2052-01-02,5811,92976
uGymu,2080-01-28,3602,64836
bdVkY,2074-11-01,9164,91640
xxxdQ,2091-03-22,5633,259118
TEoKF,2030-10-16,4599,285138
TqvHY,2049-05-09,5765,466965
YrCmK,2052-08-18,5185,373320
AyODv,2021-11-12,8554,752752
SLGvg,2069-08-07,5492,367964
xYRIJ,2079-12-22,9746,428824
mQdRc,2070-07-26,3108,59052
PTuRg,2068-11-25,5154,407166
sBYvZ,2054-05-17,7054,493780
obwvs,2044-02-16,7081,523994
FvafL,2094-06-10,4615,346125
Lophj,2046-01-15,9123,282813
kIGjc,2046-02-21,3296,148320
hzhfC,2058-06-04,2460,127920
VcTBw,2105-08-08,5819,69828
SJmMg,2060-10-27,2484,121716
eFaAS,2091-08-06,4720,349280
GAZpr,2105-01-29,8153,587016
RzlSK,2032-05-20,6377,70147
WxaxZ,2097-12-15,3744,307008
VwQUS,2096-05-16,4474,255018
wGTkG,2108-04-20,9495,351315
xhwRj,2118-05-22,3647,171409
SJElI,2101-08-03,6662,666200
KUzqX,2031-02-06,3433,151052
aPylH,2055-09-25,6525,378450
meNtD,2119-12-31,8407,756630
pIQTk,2042-03-16,9700,649900
ExDQm,2102-10-15,9016,829472
bXRMv,2064-05-02,7496,397288
yBnce,2061-09-19,2902,148002
scuvi,2046-03-31,8119,48714
pgqEq,2024-02-24,3735,283860
ytYLT,2068-01-21,7708,354568
LDiYP,2085-09-23,5028,241344
WKkXA,2035-02-14,6120,526320
ABviR,2056-10-22,2221,86619
hJegb,2080-02-20,6230,560700
HKTiq,2065-10-11,4067,207417
OHnow,2065-01-25,5038,130988
FlrAk,2060-12-11,3463,346300
RFgpa,2101-06-19,6784,630912
saQBN,2102-01-26,6621,244977
Jkjcg,2042-11-27,2126,82914
nPQjP,2030-12-04,5990,443260
NdXau,2106-09-23,3114,242892
eNHsM,2057-12-22,5299,132475
ntjoe,2039-04-19,3994,79880
uJhPn,2059-03-02,2489,22401
AXiBL,2114-07-20,8066,241980
CqZhn,2066-04-08,5253,393975
CYcPN,2037-12-09,5728,446784
DpXrY,2111-02-23,5335,48015
JZmGM,2096-02-01,4614,198402
NAqcA,2064-09-09,8478,847800
lTPEo,2059-04-01,3610,209380
sTXYe,2119-01-29,3301,293789
gsXOr,2062-03-16,2638,92330
YRwUE,2116-02-13,2486,82038
RHAuO,2103-04-17,6046,145104
INYMj,2109-06-24,5849,111131
