StoreCode,Date,TotalSales,TotalAmount
tsOJz,2088-06-07,8558,333762
GzhSX,2073-10-23,4283,265546
kvryu,2024-11-19,3191,60629
ZwgUp,2091-01-10,5247,162657
NUeWz,2083-07-08,3530,77660
vKyIK,2068-10-24,9744,165648
AmWQO,2039-02-15,2867,272365
fQyRo,2059-03-12,4851,169785
hjPHN,2038-01-23,2686,110126
POqse,2054-04-16,6730,558590
EVDgI,2028-12-24,3851,30808
IPcfn,2027-03-03,3785,367145
MeMGs,2086-06-20,4997,74955
jAhpX,2033-12-09,3618,278586
uGDff,2094-06-08,6485,45395
gOkdO,2041-05-15,5551,549549
jWIre,2092-09-08,7799,530332
fHpMI,2072-09-18,3838,234118
lVMVN,2102-08-17,4492,274012
GSRWU,2059-01-22,5951,410619
idOvW,2116-12-03,7806,296628
VWqbE,2049-07-06,5804,522360
vLmKV,2104-11-30,9501,418044
aWOOV,2089-01-02,8579,489003
kRrkx,2069-11-24,9364,74912
QkEUL,2099-01-08,6203,595488
uFpQH,2022-11-15,4256,55328
rkxtL,2108-11-07,3443,230681
talwS,2027-01-05,6839,212009
UaAMB,2061-04-07,7437,550338
UAeYW,2074-02-08,7053,599505
eyUEn,2108-02-04,2662,53240
PjnUz,2084-08-01,8748,61236
ODyWO,2097-11-04,7719,625239
VHTBY,2121-11-16,5941,576277
qfuvj,2068-08-09,5315,393310
GWKlk,2100-06-07,6905,290010
uDRja,2022-05-07,5883,252969
xncbm,2021-06-07,2154,157242
QqxEp,2055-06-01,9195,524115
QrNwO,2100-03-08,2235,196680
Sahxf,2088-03-28,8024,698088
oRlni,2085-06-29,7645,175835
pWhCP,2040-09-06,2806,44896
nYIib,2069-11-27,7032,260184
lDLzU,2031-11-09,6395,159875
HSBSH,2061-06-04,6219,199008
Amagt,2119-01-02,8227,370215
eZQuo,2099-01-08,6643,445081
oUUDg,2111-06-25,2903,238046
CbeQK,2041-07-25,6698,334900
ZBfsh,2045-07-12,5524,303820
FvhES,2118-10-06,4961,307582
ldomP,2077-12-31,5201,353668
QnFtv,2055-12-27,9344,121472
eQHIq,2086-12-19,8177,547859
rhihY,2095-01-08,3830,45960
ScgLy,2069-05-25,4745,237250
TxJsD,2050-05-28,9754,409668
XgfTL,2044-11-04,5088,152640
esjbO,2084-10-27,9957,567549
puVXA,2046-04-05,3355,50325
